Departamento , MUNICIPIO DEL HECHO DANE,CÓDIGOS DIVIPOLA,SEXO,VARIABLE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),00:00 a 02:59,03:00 a 05:59,06:00 a 08:59,09:00 a 11:59,12:00 a 14:59,15:00 a 17:59,18:00 a 20:59,21:00 a 23:59,Sin información,TOTAL
Boyacá , Sáchica,15638,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Samacá,15646,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Samacá,15646,Hombre,Mayores de Edad (>18 años), -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Samacá,15646,HOMBRE,TOTAL, -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Samacá,15646,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Samacá,15646,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Samacá,15646,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Samacá,15646,TOTAL,, -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , San José de Pare,15664,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , San José de Pare,15664,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , San José de Pare,15664,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , San José de Pare,15664,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , San José de Pare,15664,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , San José de Pare,15664,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , San José de Pare,15664,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sogamoso,15759,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 
Boyacá , Sogamoso,15759,Hombre,Mayores de Edad (>18 años), -   , -   , -   , 1 , 1 , -   , -   , -   , -   , 2 
Boyacá , Sogamoso,15759,HOMBRE,TOTAL, -   , -   , -   , 2 , 1 , -   , -   , -   , -   , 3 
Boyacá , Sogamoso,15759,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , 1 , -   , -   , 1 , 2 , 4 
Boyacá , Sogamoso,15759,Mujer,Mayores de Edad (>18 años), -   , 1 , -   , -   , -   , -   , -   , -   , 1 , 2 
Boyacá , Sogamoso,15759,MUJER,TOTAL, -   , 1 , -   , -   , 1 , -   , -   , 1 , 3 , 6 
Boyacá , Sogamoso,15759,TOTAL,, -   , 1 , -   , 2 , 2 , -   , -   , 1 , 3 , 9 
Boyacá , Somondoco,15761,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Somondoco,15761,Hombre,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Somondoco,15761,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Somondoco,15761,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Somondoco,15761,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Somondoco,15761,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Somondoco,15761,TOTAL,, -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Sotaquirá,15763,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sotaquirá,15763,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sotaquirá,15763,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sotaquirá,15763,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sotaquirá,15763,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Sotaquirá,15763,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Sotaquirá,15763,TOTAL,, -   , -   , -   , -   , -   , -   , 1 , -   , 1 , 2 
Boyacá , Susacón,15774,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Susacón,15774,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Susacón,15774,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Susacón,15774,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Susacón,15774,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Susacón,15774,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Susacón,15774,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sutamarchán,15776,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sutamarchán,15776,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sutamarchán,15776,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sutamarchán,15776,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sutamarchán,15776,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sutamarchán,15776,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sutamarchán,15776,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tibaná,15804,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibaná,15804,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 5 , 5 
Boyacá , Tibaná,15804,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 5 , 5 
Boyacá , Tibaná,15804,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibaná,15804,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tibaná,15804,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tibaná,15804,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 6 , 6 
Boyacá , Tibasosa,15806,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibasosa,15806,Hombre,Mayores de Edad (>18 años), 1 , -   , -   , -   , -   , -   , -   , 1 , 2 , 4 
Boyacá , Tibasosa,15806,HOMBRE,TOTAL, 1 , -   , -   , -   , -   , -   , -   , 1 , 2 , 4 
Boyacá , Tibasosa,15806,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibasosa,15806,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibasosa,15806,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibasosa,15806,TOTAL,, 1 , -   , -   , -   , -   , -   , -   , 1 , 2 , 4 
Boyacá , Tópaga,15820,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tópaga,15820,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tópaga,15820,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tópaga,15820,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tópaga,15820,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tópaga,15820,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tópaga,15820,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tunja,15001,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tunja,15001,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 8 , 8 
Boyacá , Tunja,15001,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 9 , 9 
Boyacá , Tunja,15001,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tunja,15001,Mujer,Mayores de Edad (>18 años), 1 , -   , -   , -   , -   , -   , -   , 1 , -   , 2 
Boyacá , Tunja,15001,MUJER,TOTAL, 1 , -   , -   , -   , -   , -   , -   , 1 , 1 , 3 
Boyacá , Tunja,15001,TOTAL,, 1 , -   , -   , -   , -   , -   , -   , 1 , 10 , 12 
Boyacá , Tununguá,15832,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tununguá,15832,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tununguá,15832,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tuta,15837,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tuta,15837,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Tuta,15837,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Tuta,15837,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tuta,15837,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tuta,15837,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tuta,15837,TOTAL,, -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Tutazá,15839,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tutazá,15839,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tutazá,15839,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Zetaquira,15897,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Zetaquira,15897,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Zetaquira,15897,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Zetaquira,15897,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Zetaquira,15897,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Zetaquira,15897,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Zetaquira,15897,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Aguadas,17013,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Aguadas,17013,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caldas , Aguadas,17013,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caldas , Aguadas,17013,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Aguadas,17013,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Aguadas,17013,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Aguadas,17013,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caldas , Anserma,17042,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Anserma,17042,Hombre,Mayores de Edad (>18 años), 1 , -   , -   , 1 , -   , -   , -   , -   , 1 , 3 
Caldas , Anserma,17042,HOMBRE,TOTAL, 1 , -   , -   , 1 , -   , -   , -   , -   , 1 , 3 
Caldas , Anserma,17042,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Anserma,17042,Mujer,Mayores de Edad (>18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 
Caldas , Anserma,17042,MUJER,TOTAL, -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 2 
Caldas , Anserma,17042,TOTAL,, 1 , -   , -   , 2 , -   , -   , -   , -   , 2 , 5 
Caldas , Belalcázar,17088,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Belalcázar,17088,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Belalcázar,17088,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Belalcázar,17088,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Belalcázar,17088,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Belalcázar,17088,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Belalcázar,17088,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caldas , Chinchiná,17174,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Chinchiná,17174,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Chinchiná,17174,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Chinchiná,17174,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Chinchiná,17174,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Chinchiná,17174,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Chinchiná,17174,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caldas , Filadelfia,17272,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Filadelfia,17272,Hombre,Mayores de Edad (>18 años), -   , 1 , 1 , -   , -   , -   , -   , -   , 1 , 3 
Caldas , Filadelfia,17272,HOMBRE,TOTAL, -   , 1 , 1 , -   , -   , -   , -   , -   , 1 , 3 
Caldas , Filadelfia,17272,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Filadelfia,17272,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Filadelfia,17272,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Filadelfia,17272,TOTAL,, -   , 1 , 1 , -   , -   , -   , -   , -   , 1 , 3 
Caldas , La Dorada,17380,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Caldas , La Dorada,17380,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , 1 , 7 , 8 
Caldas , La Dorada,17380,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , 1 , 1 , 7 , 9 
Caldas , La Dorada,17380,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , La Dorada,17380,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , La Dorada,17380,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , La Dorada,17380,TOTAL,, -   , -   , -   , -   , -   , -   , 1 , 1 , 8 , 10 
Caldas , Manizales,17001,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Manizales,17001,Hombre,Mayores de Edad (>18 años), 2 , 1 , 2 , 1 , -   , -   , 1 , -   , 28 , 35 
Caldas , Manizales,17001,HOMBRE,TOTAL, 2 , 1 , 2 , 1 , -   , -   , 1 , -   , 28 , 35 
Caldas , Manizales,17001,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Manizales,17001,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caldas , Manizales,17001,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caldas , Manizales,17001,TOTAL,, 2 , 1 , 2 , 1 , -   , -   , 1 , -   , 30 , 37 
Caldas , Marquetalia,17444,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marquetalia,17444,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Marquetalia,17444,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Marquetalia,17444,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marquetalia,17444,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marquetalia,17444,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marquetalia,17444,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Marulanda,17446,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marulanda,17446,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Marulanda,17446,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Marulanda,17446,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marulanda,17446,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marulanda,17446,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marulanda,17446,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Neira,17486,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caldas , Neira,17486,Hombre,Mayores de Edad (>18 años), -   , -   , -   , 1 , -   , -   , -   , -   , 2 , 3 
Caldas , Neira,17486,HOMBRE,TOTAL, -   , -   , -   , 1 , -   , -   , -   , -   , 4 , 5 
Caldas , Neira,17486,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Neira,17486,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Neira,17486,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Neira,17486,TOTAL,, -   , -   , -   , 1 , -   , -   , -   , -   , 4 , 5 
Caldas , Pácora,17513,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Pácora,17513,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Pácora,17513,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Pácora,17513,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Pácora,17513,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Pácora,17513,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Pácora,17513,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Pensilvania,17541,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Pensilvania,17541,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caldas , Pensilvania,17541,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caldas , Pensilvania,17541,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Pensilvania,17541,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Pensilvania,17541,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Pensilvania,17541,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caldas , Riosucio,17614,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Riosucio,17614,Hombre,Mayores de Edad (>18 años), 2 , 2 , 1 , -   , -   , -   , 1 , -   , 3 , 9 
Caldas , Riosucio,17614,HOMBRE,TOTAL, 2 , 2 , 1 , -   , -   , -   , 1 , -   , 3 , 9 
Caldas , Riosucio,17614,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Riosucio,17614,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Riosucio,17614,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Riosucio,17614,TOTAL,, 2 , 2 , 1 , -   , -   , -   , 1 , -   , 3 , 9 
Caldas , Salamina,17653,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Salamina,17653,Hombre,Mayores de Edad (>18 años), 1 , -   , -   , -   , -   , -   , -   , -   , 1 , 2 
Caldas , Salamina,17653,HOMBRE,TOTAL, 1 , -   , -   , -   , -   , -   , -   , -   , 1 , 2 
Caldas , Salamina,17653,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Salamina,17653,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Salamina,17653,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Salamina,17653,TOTAL,, 1 , -   , -   , -   , -   , -   , -   , -   , 1 , 2 
Caldas , Samaná,17662,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Samaná,17662,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Samaná,17662,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Caldas , Samaná,17662,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Samaná,17662,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 2 
Caldas , Samaná,17662,MUJER,TOTAL, -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 2 
Caldas , Samaná,17662,TOTAL,, -   , -   , -   , -   , 1 , -   , -   , -   , 2 , 3 
Caldas , Supía,17777,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Supía,17777,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 4 , 4 
Caldas , Supía,17777,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 4 , 4 
Caldas , Supía,17777,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Supía,17777,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 
Caldas , Supía,17777,MUJER,TOTAL, -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 
Caldas , Supía,17777,TOTAL,, -   , -   , -   , -   , 1 , -   , -   , -   , 4 , 5 
Caldas , Villamaría,17873,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Villamaría,17873,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caldas , Villamaría,17873,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caldas , Villamaría,17873,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Villamaría,17873,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Villamaría,17873,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Villamaría,17873,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Caquetá , Cartagena del Chairá,18150,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
