Departamento,Municipio,CÓDIGOS DIVIPOLA,SEXO,VARIABLE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),(00 a 04),(05 a 09),(10 a 13),(14 a 17),(18 a 19),(20 a 24),(25 a 28),(29 a 34),(35 a 39),(40 a 44),(45 a 49),(50 a 54),(55 a 59),(60 a 64),(65 a 69),(70 a 74),(75 a 79),(80 y más),TOTAL
Boyacá , Tibasosa,15806,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibasosa,15806,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibasosa,15806,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibasosa,15806,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibasosa,15806,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibasosa,15806,TOTAL,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , 2 
Boyacá , Tunja,15001,Hombre,Menores de Edad (<18 años), -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Tunja,15001,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , -   , -   , 1 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 
Boyacá , Tunja,15001,HOMBRE,TOTAL, -   , 1 , -   , -   , 1 , -   , -   , 1 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5 
Boyacá , Tunja,15001,Mujer,Menores de Edad (<18 años), -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Tunja,15001,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 2 
Boyacá , Tunja,15001,MUJER,TOTAL, -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 3 
Boyacá , Tunja,15001,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tunja,15001,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tunja,15001,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tunja,15001,TOTAL,0, -   , 2 , -   , -   , 1 , -   , -   , 1 , 3 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 8 
Boyacá , Tununguá,15832,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Tununguá,15832,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Tununguá,15832,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832,TOTAL,0, -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Tutazá,15839,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Tutazá,15839,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839,HOMBRE,TOTAL, -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Tutazá,15839,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839,TOTAL,0, -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Úmbita,15842,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Úmbita,15842,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Úmbita,15842,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Úmbita,15842,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Úmbita,15842,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Úmbita,15842,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Úmbita,15842,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Úmbita,15842,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Úmbita,15842,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Úmbita,15842,TOTAL,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Caldas , Aguadas,17013,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Aguadas,17013,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , -   , 1 , 2 , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , 6 
Caldas , Aguadas,17013,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 1 , -   , 1 , 2 , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , 6 
Caldas , Aguadas,17013,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Aguadas,17013,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Aguadas,17013,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Aguadas,17013,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Aguadas,17013,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Aguadas,17013,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Aguadas,17013,TOTAL,0, -   , -   , -   , -   , -   , 1 , -   , 1 , 2 , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , 6 
Caldas , Anserma,17042,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Anserma,17042,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , 3 
Caldas , Anserma,17042,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , 3 
Caldas , Anserma,17042,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Anserma,17042,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Caldas , Anserma,17042,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Caldas , Anserma,17042,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Anserma,17042,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Anserma,17042,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Anserma,17042,TOTAL,0, -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , 4 
Caldas , Belalcázar,17088,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Belalcázar,17088,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , 1 , 1 , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , 5 
Caldas , Belalcázar,17088,HOMBRE,TOTAL, -   , -   , -   , -   , 1 , 1 , 1 , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , 5 
Caldas , Belalcázar,17088,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Belalcázar,17088,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Belalcázar,17088,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Belalcázar,17088,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Belalcázar,17088,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Belalcázar,17088,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Belalcázar,17088,TOTAL,0, -   , -   , -   , -   , 1 , 1 , 1 , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , 5 
Caldas , Chinchiná,17174,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Chinchiná,17174,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 3 , 5 , 2 , 3 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 14 
Caldas , Chinchiná,17174,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 3 , 5 , 2 , 3 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 14 
Caldas , Chinchiná,17174,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Chinchiná,17174,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Caldas , Chinchiná,17174,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Caldas , Chinchiná,17174,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Chinchiná,17174,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Chinchiná,17174,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Chinchiná,17174,TOTAL,0, -   , -   , -   , -   , -   , 3 , 5 , 2 , 3 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , 15 
Caldas , Filadelfia,17272,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Filadelfia,17272,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 2 
Caldas , Filadelfia,17272,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 2 
Caldas , Filadelfia,17272,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Filadelfia,17272,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Filadelfia,17272,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Filadelfia,17272,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Filadelfia,17272,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Filadelfia,17272,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Filadelfia,17272,TOTAL,0, -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 2 
Caldas , La Dorada,17380,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Caldas , La Dorada,17380,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 2 , -   , 2 , 2 , -   , 2 , -   , 2 , 1 , -   , -   , -   , -   , -   , 11 
Caldas , La Dorada,17380,HOMBRE,TOTAL, -   , -   , -   , 1 , 2 , -   , 2 , 2 , -   , 2 , -   , 2 , 1 , -   , -   , -   , -   , -   , 12 
Caldas , La Dorada,17380,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , La Dorada,17380,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , 3 
Caldas , La Dorada,17380,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , 3 
Caldas , La Dorada,17380,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , La Dorada,17380,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , La Dorada,17380,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , La Dorada,17380,TOTAL,0, -   , -   , -   , 1 , 2 , -   , 2 , 3 , -   , 2 , -   , 4 , 1 , -   , -   , -   , -   , -   , 15 
Caldas , Manizales,17001,Hombre,Menores de Edad (<18 años), -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Caldas , Manizales,17001,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 3 , 8 , 11 , 4 , 4 , 4 , 1 , 1 , -   , -   , 3 , 1 , -   , -   , 40 
Caldas , Manizales,17001,HOMBRE,TOTAL, -   , -   , -   , 3 , 3 , 8 , 11 , 4 , 4 , 4 , 1 , 1 , -   , -   , 3 , 1 , -   , -   , 43 
Caldas , Manizales,17001,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Manizales,17001,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 2 
Caldas , Manizales,17001,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 2 
Caldas , Manizales,17001,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Manizales,17001,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Manizales,17001,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Manizales,17001,TOTAL,0, -   , -   , -   , 3 , 3 , 8 , 12 , 4 , 4 , 4 , 1 , 1 , -   , 1 , 3 , 1 , -   , -   , 45 
Caldas , Marmato,17442,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marmato,17442,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , 1 , -   , 1 , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 5 
Caldas , Marmato,17442,HOMBRE,TOTAL, -   , -   , -   , -   , 1 , 1 , -   , 1 , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 5 
Caldas , Marmato,17442,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marmato,17442,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Caldas , Marmato,17442,MUJER,TOTAL, -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Caldas , Marmato,17442,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marmato,17442,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marmato,17442,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marmato,17442,TOTAL,0, -   , -   , -   , -   , 1 , 2 , -   , 1 , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 6 
Caldas , Marquetalia,17444,Hombre,Menores de Edad (<18 años), 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Caldas , Marquetalia,17444,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , 2 
Caldas , Marquetalia,17444,HOMBRE,TOTAL, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , 3 
Caldas , Marquetalia,17444,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marquetalia,17444,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marquetalia,17444,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marquetalia,17444,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marquetalia,17444,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marquetalia,17444,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marquetalia,17444,TOTAL,0, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , 3 
Caldas , Marulanda,17446,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marulanda,17446,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 
Caldas , Marulanda,17446,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 
Caldas , Marulanda,17446,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marulanda,17446,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marulanda,17446,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marulanda,17446,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marulanda,17446,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marulanda,17446,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Marulanda,17446,TOTAL,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 
Caldas , Neira,17486,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Neira,17486,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 2 , -   , 1 , 1 , 2 , 1 , -   , -   , 3 , -   , -   , -   , -   , 10 
Caldas , Neira,17486,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 2 , -   , 1 , 1 , 2 , 1 , -   , -   , 3 , -   , -   , -   , -   , 10 
Caldas , Neira,17486,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Neira,17486,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Neira,17486,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Neira,17486,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Caldas , Neira,17486,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
