Departamento , MUNICIPIO DEL HECHO DANE,CÓDIGOS DIVIPOLA,SEXO,VARIABLE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),00:00 a 02:59,03:00 a 05:59,06:00 a 08:59,09:00 a 11:59,12:00 a 14:59,15:00 a 17:59,18:00 a 20:59,21:00 a 23:59,Sin información,TOTAL
Boyacá , Garagoa,15299.0,TOTAL,, -   , 1 , -   , -   , -   , 1 , -   , -   , -   , 2 
Boyacá , Guateque,15322.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Guateque,15322.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 
Boyacá , Guateque,15322.0,HOMBRE,TOTAL, -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 
Boyacá , Guateque,15322.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Guateque,15322.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Guateque,15322.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Guateque,15322.0,TOTAL,, -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 
Boyacá , Labranzagrande,15377.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Labranzagrande,15377.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Labranzagrande,15377.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Labranzagrande,15377.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Labranzagrande,15377.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Labranzagrande,15377.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Labranzagrande,15377.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Mongua,15464.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Mongua,15464.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Mongua,15464.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Mongua,15464.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Mongua,15464.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Mongua,15464.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Mongua,15464.0,TOTAL,, -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Moniquirá,15469.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Moniquirá,15469.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Boyacá , Moniquirá,15469.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Boyacá , Moniquirá,15469.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Moniquirá,15469.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Moniquirá,15469.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Moniquirá,15469.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Boyacá , Motavita,15476.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Motavita,15476.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Boyacá , Motavita,15476.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Boyacá , Motavita,15476.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Motavita,15476.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Motavita,15476.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Motavita,15476.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Boyacá , Nuevo Colón,15494.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Nuevo Colón,15494.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Nuevo Colón,15494.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Nuevo Colón,15494.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Nuevo Colón,15494.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Nuevo Colón,15494.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Nuevo Colón,15494.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Otanche,15507.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Otanche,15507.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Otanche,15507.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Otanche,15507.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Otanche,15507.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Otanche,15507.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Otanche,15507.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Paipa,15516.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Paipa,15516.0,Hombre,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Paipa,15516.0,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Paipa,15516.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Paipa,15516.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Paipa,15516.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Paipa,15516.0,TOTAL,, -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Pauna,15531.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Pauna,15531.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Pauna,15531.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Pauna,15531.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Pauna,15531.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Pauna,15531.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Pauna,15531.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Pesca,15542.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Pesca,15542.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Pesca,15542.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Pesca,15542.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Pesca,15542.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Pesca,15542.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Pesca,15542.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Pisba,15550.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Pisba,15550.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Pisba,15550.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Pisba,15550.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Pisba,15550.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Pisba,15550.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Pisba,15550.0,TOTAL,, -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Puerto Boyacá,15572.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Puerto Boyacá,15572.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Boyacá , Puerto Boyacá,15572.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Boyacá , Puerto Boyacá,15572.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Puerto Boyacá,15572.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Puerto Boyacá,15572.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Puerto Boyacá,15572.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 
Boyacá , Ráquira,15600.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Ráquira,15600.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 2 
Boyacá , Ráquira,15600.0,HOMBRE,TOTAL, -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 2 
Boyacá , Ráquira,15600.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Ráquira,15600.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Ráquira,15600.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Ráquira,15600.0,TOTAL,, -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 2 
Boyacá , Rondón,15621.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Rondón,15621.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Rondón,15621.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Rondón,15621.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Rondón,15621.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Rondón,15621.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Rondón,15621.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Saboyá,15632.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Saboyá,15632.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Saboyá,15632.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Saboyá,15632.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Saboyá,15632.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Saboyá,15632.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Saboyá,15632.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sáchica,15638.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sáchica,15638.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sáchica,15638.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sáchica,15638.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sáchica,15638.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sáchica,15638.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sáchica,15638.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Samacá,15646.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Samacá,15646.0,Hombre,Mayores de Edad (>18 años), -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Samacá,15646.0,HOMBRE,TOTAL, -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Samacá,15646.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Samacá,15646.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Samacá,15646.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Samacá,15646.0,TOTAL,, -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 
Boyacá , San José de Pare,15664.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , San José de Pare,15664.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , San José de Pare,15664.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , San José de Pare,15664.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , San José de Pare,15664.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , San José de Pare,15664.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , San José de Pare,15664.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sogamoso,15759.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 
Boyacá , Sogamoso,15759.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , 1 , 1 , -   , -   , -   , -   , 2 
Boyacá , Sogamoso,15759.0,HOMBRE,TOTAL, -   , -   , -   , 2 , 1 , -   , -   , -   , -   , 3 
Boyacá , Sogamoso,15759.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , 1 , -   , -   , 1 , 2 , 4 
Boyacá , Sogamoso,15759.0,Mujer,Mayores de Edad (>18 años), -   , 1 , -   , -   , -   , -   , -   , -   , 1 , 2 
Boyacá , Sogamoso,15759.0,MUJER,TOTAL, -   , 1 , -   , -   , 1 , -   , -   , 1 , 3 , 6 
Boyacá , Sogamoso,15759.0,TOTAL,, -   , 1 , -   , 2 , 2 , -   , -   , 1 , 3 , 9 
Boyacá , Somondoco,15761.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Somondoco,15761.0,Hombre,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Somondoco,15761.0,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Somondoco,15761.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Somondoco,15761.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Somondoco,15761.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Somondoco,15761.0,TOTAL,, -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 
Boyacá , Sotaquirá,15763.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sotaquirá,15763.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sotaquirá,15763.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sotaquirá,15763.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sotaquirá,15763.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Sotaquirá,15763.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Sotaquirá,15763.0,TOTAL,, -   , -   , -   , -   , -   , -   , 1 , -   , 1 , 2 
Boyacá , Susacón,15774.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Susacón,15774.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Susacón,15774.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Susacón,15774.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Susacón,15774.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Susacón,15774.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Susacón,15774.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sutamarchán,15776.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sutamarchán,15776.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sutamarchán,15776.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Sutamarchán,15776.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sutamarchán,15776.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sutamarchán,15776.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Sutamarchán,15776.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tibaná,15804.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibaná,15804.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 5 , 5 
Boyacá , Tibaná,15804.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 5 , 5 
Boyacá , Tibaná,15804.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibaná,15804.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tibaná,15804.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tibaná,15804.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 6 , 6 
Boyacá , Tibasosa,15806.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibasosa,15806.0,Hombre,Mayores de Edad (>18 años), 1 , -   , -   , -   , -   , -   , -   , 1 , 2 , 4 
Boyacá , Tibasosa,15806.0,HOMBRE,TOTAL, 1 , -   , -   , -   , -   , -   , -   , 1 , 2 , 4 
Boyacá , Tibasosa,15806.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibasosa,15806.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibasosa,15806.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tibasosa,15806.0,TOTAL,, 1 , -   , -   , -   , -   , -   , -   , 1 , 2 , 4 
Boyacá , Tópaga,15820.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tópaga,15820.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tópaga,15820.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tópaga,15820.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tópaga,15820.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tópaga,15820.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tópaga,15820.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tunja,15001.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tunja,15001.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 8 , 8 
Boyacá , Tunja,15001.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 9 , 9 
Boyacá , Tunja,15001.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tunja,15001.0,Mujer,Mayores de Edad (>18 años), 1 , -   , -   , -   , -   , -   , -   , 1 , -   , 2 
Boyacá , Tunja,15001.0,MUJER,TOTAL, 1 , -   , -   , -   , -   , -   , -   , 1 , 1 , 3 
Boyacá , Tunja,15001.0,TOTAL,, 1 , -   , -   , -   , -   , -   , -   , 1 , 10 , 12 
Boyacá , Tununguá,15832.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tununguá,15832.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tununguá,15832.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tununguá,15832.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tuta,15837.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tuta,15837.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Tuta,15837.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Tuta,15837.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tuta,15837.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tuta,15837.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tuta,15837.0,TOTAL,, -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 
Boyacá , Tutazá,15839.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tutazá,15839.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Tutazá,15839.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Tutazá,15839.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Zetaquira,15897.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Zetaquira,15897.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Zetaquira,15897.0,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Zetaquira,15897.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Boyacá , Zetaquira,15897.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Zetaquira,15897.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Boyacá , Zetaquira,15897.0,TOTAL,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
