EXÁMENES MÉDICO LEGALES POR PRESUNTO DELITO SEXUAL EN BOGOTÁ D.C AÑO 2020 / LOCALIDAD DEL HECHO,Antonio Nariño,Antonio Nariño.1,Antonio Nariño.2,Antonio Nariño.3,Antonio Nariño.4,Antonio Nariño.5,Antonio Nariño.6,Barrios Unidos,Barrios Unidos.1,Barrios Unidos.2,Barrios Unidos.3,Barrios Unidos.4,Barrios Unidos.5,Barrios Unidos.6,Bosa,Bosa.1,Bosa.2,Bosa.3,Bosa.4,Bosa.5,Bosa.6,Chapinero,Chapinero.1,Chapinero.2,Chapinero.3,Chapinero.4,Chapinero.5,Chapinero.6,Ciudad Bolívar,Ciudad Bolívar.1,Ciudad Bolívar.2,Ciudad Bolívar.3,Ciudad Bolívar.4,Ciudad Bolívar.5,Ciudad Bolívar.6,Engativá,Engativá.1,Engativá.2,Engativá.3,Engativá.4,Engativá.5,Engativá.6,Fontibón,Fontibón.1,Fontibón.2,Fontibón.3,Fontibón.4,Fontibón.5,Fontibón.6,Kennedy,Kennedy.1,Kennedy.2,Kennedy.3,Kennedy.4,Kennedy.5,Kennedy.6,La Candelaria,La Candelaria.1,La Candelaria.2,La Candelaria.3,La Candelaria.4,La Candelaria.5,La Candelaria.6,Mártires,Mártires.1,Mártires.2,Mártires.3,Mártires.4,Mártires.5,Mártires.6,Puente Aranda,Puente Aranda.1,Puente Aranda.2,Puente Aranda.3,Puente Aranda.4,Puente Aranda.5,Puente Aranda.6,Rafael Uribe Uribe,Rafael Uribe Uribe.1,Rafael Uribe Uribe.2,Rafael Uribe Uribe.3,Rafael Uribe Uribe.4,Rafael Uribe Uribe.5,Rafael Uribe Uribe.6,San Cristóbal,San Cristóbal.1,San Cristóbal.2,San Cristóbal.3,San Cristóbal.4,San Cristóbal.5,San Cristóbal.6,Santafé,Santafé.1,Santafé.2,Santafé.3,Santafé.4,Santafé.5,Santafé.6,Suba,Suba.1,Suba.2,Suba.3,Suba.4,Suba.5,Suba.6,Teusaquillo,Teusaquillo.1,Teusaquillo.2,Teusaquillo.3,Teusaquillo.4,Teusaquillo.5,Teusaquillo.6,Tunjuelito,Tunjuelito.1,Tunjuelito.2,Tunjuelito.3,Tunjuelito.4,Tunjuelito.5,Tunjuelito.6,Usaquén,Usaquén.1,Usaquén.2,Usaquén.3,Usaquén.4,Usaquén.5,Usaquén.6,Usme,Usme.1,Usme.2,Usme.3,Usme.4,Usme.5,Usme.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
(50 a 54),-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6
(55 a 59),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,5
(60 a 64),-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
(65 a 69),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
(70 a 74),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,2
(75 a 79),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
(80 y más),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2
TOTAL,4,-,4,22,7,29,33,5,1,6,24,15,39,45,53,4,57,287,44,331,388,2,1,3,12,10,22,25,66,-,66,315,39,354,420,44,3,47,191,36,227,274,10,1,11,71,15,86,97,58,5,63,283,46,329,392,2,-,2,6,1,7,9,7,-,7,38,17,55,62,10,2,12,46,16,62,74,14,5,19,128,24,152,171,36,3,39,190,32,222,261,6,-,6,42,7,49,55,49,4,53,220,51,271,324,4,2,6,16,15,31,37,7,-,7,55,11,66,73,18,1,19,84,25,109,128,39,2,41,161,13,174,215,61,14,75,303,54,357,432,3515
VARIABLE: CICLO VITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(00 a 05) Primera Infancia,2,-,2,3,-,3,5,1,-,1,4,-,4,5,22,-,22,42,-,42,64,1,-,1,2,-,2,3,20,-,20,42,-,42,62,12,-,12,30,-,30,42,2,-,2,11,-,11,13,18,-,18,54,-,54,72,-,-,-,-,-,-,-,2,-,2,5,-,5,7,2,-,2,5,-,5,7,2,-,2,15,-,15,17,20,-,20,23,-,23,43,4,-,4,11,-,11,15,8,-,8,25,-,25,33,1,-,1,8,-,8,9,3,-,3,7,-,7,10,4,-,4,12,-,12,16,8,-,8,19,-,19,27,11,-,11,61,-,61,72,522
(06 a 11) Infancia,-,-,-,9,-,9,9,2,-,2,9,-,9,11,16,-,16,94,-,94,110,-,-,-,1,-,1,1,24,-,24,110,-,110,134,19,-,19,59,-,59,78,5,-,5,18,-,18,23,24,-,24,91,-,91,115,-,-,-,2,-,2,2,3,-,3,16,-,16,19,3,-,3,13,-,13,16,5,-,5,37,-,37,42,8,-,8,55,-,55,63,1,-,1,10,-,10,11,20,-,20,70,-,70,90,2,-,2,5,-,5,7,2,-,2,19,-,19,21,8,-,8,23,-,23,31,21,-,21,62,-,62,83,32,-,32,105,-,105,137,1003
(12 a 17) Adolescencia,2,-,2,10,-,10,12,2,-,2,11,-,11,13,15,-,15,151,-,151,166,1,-,1,9,-,9,10,22,-,22,163,-,163,185,13,-,13,102,-,102,115,3,-,3,42,-,42,45,16,-,16,138,-,138,154,2,-,2,4,-,4,6,2,-,2,17,-,17,19,5,-,5,28,-,28,33,7,-,7,76,-,76,83,8,-,8,112,-,112,120,1,-,1,21,-,21,22,21,-,21,125,-,125,146,1,-,1,3,-,3,4,2,-,2,29,-,29,31,6,-,6,49,-,49,55,10,-,10,80,-,80,90,18,-,18,137,-,137,155,1464
(18 a 28) Juventud,-,-,-,-,7,7,7,-,-,-,-,7,7,7,-,4,4,-,29,29,33,-,1,1,-,6,6,7,-,-,-,-,27,27,27,-,2,2,-,30,30,32,-,1,1,-,11,11,12,-,5,5,-,33,33,38,-,-,-,-,-,-,-,-,-,-,-,9,9,9,-,1,1,-,9,9,10,-,3,3,-,18,18,21,-,2,2,-,20,20,22,-,-,-,-,4,4,4,-,3,3,-,37,37,40,-,1,1,-,12,12,13,-,-,-,-,10,10,10,-,1,1,-,19,19,20,-,1,1,-,11,11,12,-,9,9,-,38,38,47,371
(29 a 59) Adultez,-,-,-,-,-,-,-,-,1,1,-,7,7,8,-,-,-,-,14,14,14,-,-,-,-,3,3,3,-,-,-,-,11,11,11,-,1,1,-,6,6,7,-,-,-,-,4,4,4,-,-,-,-,13,13,13,-,-,-,-,1,1,1,-,-,-,-,8,8,8,-,1,1,-,7,7,8,-,1,1,-,6,6,7,-,1,1,-,9,9,10,-,-,-,-,3,3,3,-,1,1,-,13,13,14,-,1,1,-,3,3,4,-,-,-,-,1,1,1,-,-,-,-,6,6,6,-,1,1,-,2,2,3,-,4,4,-,15,15,19,144
(Más de 60) Adulto Mayor,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,11
TOTAL,4,-,4,22,7,29,33,5,1,6,24,15,39,45,53,4,57,287,44,331,388,2,1,3,12,10,22,25,66,-,66,315,39,354,420,44,3,47,191,36,227,274,10,1,11,71,15,86,97,58,5,63,283,46,329,392,2,-,2,6,1,7,9,7,-,7,38,17,55,62,10,2,12,46,16,62,74,14,5,19,128,24,152,171,36,3,39,190,32,222,261,6,-,6,42,7,49,55,49,4,53,220,51,271,324,4,2,6,16,15,31,37,7,-,7,55,11,66,73,18,1,19,84,25,109,128,39,2,41,161,13,174,215,61,14,75,303,54,357,432,3515
VARIABLE: ESCOLARIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Educación inicial y educación preescolar,-,-,-,5,1,6,6,3,-,3,5,-,5,8,29,1,30,92,2,94,124,1,-,1,2,-,2,3,29,-,29,109,3,112,141,22,-,22,58,1,59,81,5,-,5,24,-,24,29,29,-,29,100,1,101,130,1,-,1,2,-,2,3,3,-,3,15,-,15,18,4,1,5,9,1,10,15,4,1,5,24,-,24,29,17,-,17,54,-,54,71,3,-,3,10,1,11,14,23,-,23,66,2,68,91,-,-,-,8,-,8,8,1,-,1,18,-,18,19,7,-,7,20,-,20,27,23,-,23,56,-,56,79,34,-,34,96,-,96,130,1026
Educación básica primaria,1,-,1,11,-,11,12,1,-,1,11,1,12,13,8,-,8,135,3,138,146,1,-,1,8,-,8,9,22,-,22,134,3,137,159,10,1,11,80,-,80,91,1,-,1,26,1,27,28,15,-,15,109,1,110,125,-,-,-,4,-,4,4,1,-,1,14,4,18,19,3,-,3,24,3,27,30,6,2,8,74,-,74,82,7,-,7,89,7,96,103,-,-,-,20,-,20,20,14,-,14,106,3,109,123,2,1,3,3,-,3,6,2,-,2,26,1,27,29,5,-,5,38,2,40,45,9,1,10,71,2,73,83,19,4,23,123,6,129,152,1279
Educación básica secundaria o secundaria baja,-,-,-,3,-,3,3,-,-,-,2,-,2,2,3,-,3,20,5,25,28,-,-,-,-,-,-,-,3,-,3,30,4,34,37,5,-,5,27,2,29,34,2,-,2,10,-,10,12,-,1,1,25,4,29,30,1,-,1,-,-,-,1,1,-,1,4,1,5,6,1,1,2,5,1,6,8,2,-,2,11,1,12,14,-,-,-,23,2,25,25,1,-,1,1,1,2,3,6,-,6,28,2,30,36,1,-,1,1,1,2,3,-,-,-,7,1,8,8,3,-,3,14,2,16,19,2,-,2,17,-,17,19,-,-,-,25,-,25,25,313
Educación media o secundaria alta,1,-,1,-,4,4,5,-,1,1,2,7,9,10,2,3,5,8,25,33,38,-,1,1,1,5,6,7,-,-,-,10,18,28,28,-,2,2,10,25,35,37,-,1,1,4,9,13,14,2,2,4,17,23,40,44,-,-,-,-,1,1,1,1,-,1,-,8,8,9,-,-,-,4,6,10,10,1,1,2,4,14,18,20,-,3,3,4,20,24,27,-,-,-,1,1,2,2,3,3,6,6,28,34,40,-,1,1,-,8,8,9,-,-,-,1,7,8,8,1,1,2,3,12,15,17,-,1,1,3,9,12,13,-,6,6,8,30,38,44,383
Educación técnica profesional y tecnológica,-,-,-,-,2,2,2,-,-,-,-,4,4,4,-,-,-,1,7,8,8,-,-,-,-,4,4,4,-,-,-,-,9,9,9,-,-,-,-,8,8,8,-,-,-,1,3,4,4,-,-,-,-,14,14,14,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,5,5,5,-,1,1,-,9,9,10,-,-,-,-,3,3,3,-,-,-,-,3,3,3,-,1,1,-,15,15,16,-,-,-,-,4,4,4,-,-,-,-,1,1,1,-,-,-,-,9,9,9,-,-,-,-,1,1,1,-,2,2,-,13,13,15,121
Universitario,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
"Especialización, maestría o equivalente",-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,7
Sin escolaridad,1,-,1,2,-,2,3,1,-,1,3,-,3,4,11,-,11,29,1,30,41,-,-,-,1,-,1,1,12,-,12,30,2,32,44,7,-,7,16,-,16,23,2,-,2,5,-,5,7,12,1,13,30,1,31,44,-,-,-,-,-,-,-,1,-,1,4,2,6,7,2,-,2,4,-,4,6,1,-,1,14,-,14,15,12,-,12,17,-,17,29,2,-,2,8,1,9,11,3,-,3,12,1,13,16,1,-,1,4,-,4,5,4,-,4,3,-,3,7,2,-,2,9,-,9,11,5,-,5,14,-,14,19,7,-,7,45,4,49,56,349
Sin información,1,-,1,1,-,1,2,-,-,-,1,-,1,1,-,-,-,2,-,2,2,-,-,-,-,1,1,1,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,1,1,2,2,-,1,1,2,-,2,3,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,3,-,3,3,-,-,-,2,-,2,2,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,3,6,-,6,9,32
TOTAL,4,-,4,22,7,29,33,5,1,6,24,15,39,45,53,4,57,287,44,331,388,2,1,3,12,10,22,25,66,-,66,315,39,354,420,44,3,47,191,36,227,274,10,1,11,71,15,86,97,58,5,63,283,46,329,392,2,-,2,6,1,7,9,7,-,7,38,17,55,62,10,2,12,46,16,62,74,14,5,19,128,24,152,171,36,3,39,190,32,222,261,6,-,6,42,7,49,55,49,4,53,220,51,271,324,4,2,6,16,15,31,37,7,-,7,55,11,66,73,18,1,19,84,25,109,128,39,2,41,161,13,174,215,61,14,75,303,54,357,432,3515
VARIABLE: ESTADO CIVIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soltero (a),2,-,2,16,6,22,24,2,1,3,16,9,25,28,19,3,22,182,32,214,236,1,1,2,9,9,18,20,29,-,29,200,31,231,260,16,2,18,122,28,150,168,4,1,5,48,11,59,64,23,5,28,176,35,211,239,1,-,1,4,1,5,6,3,-,3,22,10,32,35,5,2,7,34,11,45,52,9,3,12,97,19,116,128,8,3,11,134,24,158,169,2,-,2,26,6,32,34,27,2,29,149,40,189,218,3,-,3,4,15,19,22,4,-,4,38,9,47,51,9,1,10,58,20,78,88,17,2,19,105,10,115,134,24,13,37,176,39,215,252,2228
Unión libre,-,-,-,-,1,1,1,-,-,-,-,3,3,3,-,1,1,-,10,10,11,-,-,-,-,-,-,-,-,-,-,1,6,7,7,-,1,1,-,6,6,7,-,-,-,-,3,3,3,-,-,-,-,8,8,8,1,-,1,-,-,-,1,-,-,-,-,5,5,5,-,-,-,-,3,3,3,-,1,1,-,4,4,5,-,-,-,-,5,5,5,-,-,-,1,1,2,2,1,2,3,-,9,9,12,-,1,1,-,-,-,1,-,-,-,-,2,2,2,-,-,-,-,4,4,4,-,-,-,-,2,2,2,-,1,1,-,9,9,10,92
Casado (a),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,10
"Separado (a), Divorciado (a)",-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,2,2,2,19
Viudo (a),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,6
No aplica,2,-,2,6,-,6,8,3,-,3,7,-,7,10,34,-,34,102,-,102,136,1,-,1,3,-,3,4,37,-,37,114,-,114,151,28,-,28,67,-,67,95,5,-,5,23,-,23,28,35,-,35,104,-,104,139,-,-,-,1,-,1,1,4,-,4,16,-,16,20,5,-,5,12,-,12,17,5,-,5,30,-,30,35,28,-,28,53,-,53,81,4,-,4,15,-,15,19,21,-,21,70,-,70,91,1,-,1,11,-,11,12,3,-,3,16,-,16,19,9,-,9,25,-,25,34,22,-,22,56,-,56,78,37,-,37,125,-,125,162,1140
Sin información,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,1,-,1,1,1,-,1,-,-,-,1,-,-,-,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,1,1,-,1,2,-,-,-,1,-,1,1,-,-,-,1,1,2,2,-,-,-,-,-,-,-,-,-,-,1,-,1,1,20
TOTAL,4,-,4,22,7,29,33,5,1,6,24,15,39,45,53,4,57,287,44,331,388,2,1,3,12,10,22,25,66,-,66,315,39,354,420,44,3,47,191,36,227,274,10,1,11,71,15,86,97,58,5,63,283,46,329,392,2,-,2,6,1,7,9,7,-,7,38,17,55,62,10,2,12,46,16,62,74,14,5,19,128,24,152,171,36,3,39,190,32,222,261,6,-,6,42,7,49,55,49,4,53,220,51,271,324,4,2,6,16,15,31,37,7,-,7,55,11,66,73,18,1,19,84,25,109,128,39,2,41,161,13,174,215,61,14,75,303,54,357,432,3515
VARIABLE: FACTOR DE VULNERABILIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campesinos (as) y/o trabajadores (as) del campo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Comunidad LGBT,1,-,1,-,-,-,1,1,-,1,-,-,-,1,1,-,1,1,4,5,6,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,1,2,2,-,2,4,-,-,-,-,1,1,1,1,-,1,2,1,3,4,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,1,1,2,3,1,-,1,1,2,3,4,-,1,1,3,-,3,4,-,-,-,-,2,2,2,2,-,2,-,2,2,4,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,2,2,2,1,1,2,1,2,3,5,2,-,2,1,-,1,3,48
Defensores de los Derechos Humanos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Grupos étnicos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,3,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,2,2,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,10
"Niños, niñas, adolescentes bajo la protección del ICBF",-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,4,-,4,4,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,1,-,1,1,-,-,-,4,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,2,-,2,3,-,3,5,20
"Niños, niñas, adolescentes en condición de abandono",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
Persona adicta a una droga natural o sintética,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,5,3,8,8,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,1,1,-,1,1,2,-,-,-,-,1,1,1,-,-,-,1,-,1,1,-,-,-,-,1,1,1,-,-,-,1,-,1,1,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,2,3,5,5,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,1,2,3,3,-,-,-,1,-,1,1,-,-,-,2,1,3,3,33
Persona en condición de desplazamiento ,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,4,-,4,4,-,-,-,-,1,1,1,-,-,-,5,-,5,5,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,1,2,2,-,-,-,-,-,-,-,-,-,-,3,1,4,4,-,-,-,1,-,1,1,-,1,1,3,-,3,4,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,1,1,1,-,1,2,-,2,3,2,-,2,2,1,3,5,35
