COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA INTERPERSONAL EN BOGOTÁ D.C AÑO 2021 / LOCALIDAD DEL HECHO,Antonio Nariño,Antonio Nariño.1,Antonio Nariño.2,Antonio Nariño.3,Antonio Nariño.4,Antonio Nariño.5,Antonio Nariño.6,Barrios Unidos,Barrios Unidos.1,Barrios Unidos.2,Barrios Unidos.3,Barrios Unidos.4,Barrios Unidos.5,Barrios Unidos.6,Bosa,Bosa.1,Bosa.2,Bosa.3,Bosa.4,Bosa.5,Bosa.6,Chapinero,Chapinero.1,Chapinero.2,Chapinero.3,Chapinero.4,Chapinero.5,Chapinero.6,Ciudad Bolívar,Ciudad Bolívar.1,Ciudad Bolívar.2,Ciudad Bolívar.3,Ciudad Bolívar.4,Ciudad Bolívar.5,Ciudad Bolívar.6,Engativá,Engativá.1,Engativá.2,Engativá.3,Engativá.4,Engativá.5,Engativá.6,Fontibón,Fontibón.1,Fontibón.2,Fontibón.3,Fontibón.4,Fontibón.5,Fontibón.6,Kennedy,Kennedy.1,Kennedy.2,Kennedy.3,Kennedy.4,Kennedy.5,Kennedy.6,La Candelaria,La Candelaria.1,La Candelaria.2,La Candelaria.3,La Candelaria.4,La Candelaria.5,La Candelaria.6,Mártires,Mártires.1,Mártires.2,Mártires.3,Mártires.4,Mártires.5,Mártires.6,Puente Aranda,Puente Aranda.1,Puente Aranda.2,Puente Aranda.3,Puente Aranda.4,Puente Aranda.5,Puente Aranda.6,Rafael Uribe Uribe,Rafael Uribe Uribe.1,Rafael Uribe Uribe.2,Rafael Uribe Uribe.3,Rafael Uribe Uribe.4,Rafael Uribe Uribe.5,Rafael Uribe Uribe.6,San Cristóbal,San Cristóbal.1,San Cristóbal.2,San Cristóbal.3,San Cristóbal.4,San Cristóbal.5,San Cristóbal.6,Santafé,Santafé.1,Santafé.2,Santafé.3,Santafé.4,Santafé.5,Santafé.6,Suba,Suba.1,Suba.2,Suba.3,Suba.4,Suba.5,Suba.6,Sumapaz,Sumapaz.1,Sumapaz.2,Sumapaz.3,Sumapaz.4,Sumapaz.5,Sumapaz.6,Teusaquillo,Teusaquillo.1,Teusaquillo.2,Teusaquillo.3,Teusaquillo.4,Teusaquillo.5,Teusaquillo.6,Tunjuelito,Tunjuelito.1,Tunjuelito.2,Tunjuelito.3,Tunjuelito.4,Tunjuelito.5,Tunjuelito.6,Usaquén,Usaquén.1,Usaquén.2,Usaquén.3,Usaquén.4,Usaquén.5,Usaquén.6,Usme,Usme.1,Usme.2,Usme.3,Usme.4,Usme.5,Usme.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
(35 a 39),-,18,18,-,5,5,23,-,22,22,-,11,11,33,-,131,131,-,51,51,182,-,47,47,-,11,11,58,-,114,114,-,56,56,170,-,83,83,-,41,41,124,-,54,54,-,21,21,75,-,219,219,-,74,74,293,-,18,18,-,4,4,22,-,72,72,-,19,19,91,-,58,58,-,16,16,74,-,58,58,-,33,33,91,-,64,64,-,28,28,92,-,37,37,-,16,16,53,-,114,114,-,47,47,161,-,-,-,-,-,-,-,-,34,34,-,17,17,51,-,33,33,-,15,15,48,-,52,52,-,23,23,75,-,71,71,-,39,39,110,-,151,151,-,34,34,185,2011
(40 a 44),-,14,14,-,8,8,22,-,21,21,-,13,13,34,-,91,91,-,60,60,151,-,20,20,-,11,11,31,-,84,84,-,38,38,122,-,61,61,-,42,42,103,-,41,41,-,27,27,68,-,146,146,-,84,84,230,-,6,6,-,5,5,11,-,37,37,-,11,11,48,-,35,35,-,10,10,45,-,39,39,-,24,24,63,-,51,51,-,31,31,82,-,11,11,-,8,8,19,-,80,80,-,46,46,126,-,-,-,-,-,-,-,-,19,19,-,7,7,26,-,22,22,-,13,13,35,-,51,51,-,14,14,65,-,48,48,-,30,30,78,-,98,98,-,25,25,123,1482
(45 a 49),-,12,12,-,4,4,16,-,23,23,-,2,2,25,-,59,59,-,35,35,94,-,12,12,-,9,9,21,-,44,44,-,29,29,73,-,42,42,-,20,20,62,-,28,28,-,13,13,41,-,104,104,-,51,51,155,-,9,9,-,3,3,12,-,34,34,-,15,15,49,-,22,22,-,5,5,27,-,24,24,-,16,16,40,-,33,33,-,14,14,47,-,10,10,-,5,5,15,-,52,52,-,33,33,85,-,-,-,-,-,-,-,-,14,14,-,4,4,18,-,21,21,-,8,8,29,-,30,30,-,10,10,40,-,27,27,-,21,21,48,-,57,57,-,14,14,71,968
(50 a 54),-,5,5,-,4,4,9,-,9,9,-,6,6,15,-,39,39,-,20,20,59,-,13,13,-,7,7,20,-,27,27,-,20,20,47,-,39,39,-,25,25,64,-,20,20,-,9,9,29,-,69,69,-,40,40,109,-,10,10,-,1,1,11,-,19,19,-,11,11,30,-,26,26,-,9,9,35,-,26,26,-,15,15,41,-,26,26,-,18,18,44,-,9,9,-,7,7,16,-,45,45,-,15,15,60,-,-,-,-,-,-,-,-,7,7,-,3,3,10,-,12,12,-,10,10,22,-,20,20,-,13,13,33,-,22,22,-,20,20,42,-,42,42,-,12,12,54,750
(55 a 59),-,8,8,-,4,4,12,-,9,9,-,1,1,10,-,30,30,-,14,14,44,-,7,7,-,5,5,12,-,29,29,-,13,13,42,-,35,35,-,17,17,52,-,13,13,-,2,2,15,-,51,51,-,19,19,70,-,1,1,-,1,1,2,-,14,14,-,2,2,16,-,14,14,-,4,4,18,-,16,16,-,13,13,29,-,35,35,-,18,18,53,-,11,11,-,6,6,17,-,27,27,-,17,17,44,-,-,-,-,-,-,-,-,8,8,-,9,9,17,-,8,8,-,2,2,10,-,21,21,-,5,5,26,-,13,13,-,13,13,26,-,19,19,-,11,11,30,545
(60 a 64),-,7,7,-,2,2,9,-,14,14,-,4,4,18,-,16,16,-,17,17,33,-,3,3,-,-,-,3,-,26,26,-,9,9,35,-,29,29,-,12,12,41,-,9,9,-,4,4,13,-,39,39,-,19,19,58,-,3,3,-,2,2,5,-,12,12,-,1,1,13,-,11,11,-,6,6,17,-,21,21,-,10,10,31,-,19,19,-,15,15,34,-,4,4,-,3,3,7,-,19,19,-,14,14,33,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,5,5,-,4,4,9,-,16,16,-,3,3,19,-,10,10,-,3,3,13,-,17,17,-,7,7,24,417
(65 a 69),-,7,7,-,1,1,8,-,1,1,-,2,2,3,-,9,9,-,4,4,13,-,4,4,-,3,3,7,-,11,11,-,5,5,16,-,21,21,-,4,4,25,-,6,6,-,3,3,9,-,37,37,-,12,12,49,-,-,-,-,-,-,-,-,7,7,-,2,2,9,-,7,7,-,-,-,7,-,9,9,-,5,5,14,-,12,12,-,5,5,17,-,6,6,-,2,2,8,-,15,15,-,4,4,19,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,4,4,-,1,1,5,-,8,8,-,6,6,14,-,7,7,-,4,4,11,-,8,8,-,1,1,9,246
(70 a 74),-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,7,7,-,1,1,8,-,1,1,-,-,-,1,-,3,3,-,1,1,4,-,9,9,-,3,3,12,-,5,5,-,-,-,5,-,14,14,-,4,4,18,-,1,1,-,-,-,1,-,3,3,-,1,1,4,-,3,3,-,3,3,6,-,3,3,-,3,3,6,-,6,6,-,5,5,11,-,3,3,-,-,-,3,-,10,10,-,1,1,11,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,4,4,-,4,4,8,-,2,2,-,2,2,4,-,9,9,-,4,4,13,-,5,5,-,2,2,7,125
(75 a 79),-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,8,8,-,1,1,9,-,3,3,-,3,3,6,-,1,1,-,-,-,1,-,4,4,-,2,2,6,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,2,2,-,-,-,2,-,-,-,-,3,3,3,-,3,3,-,1,1,4,-,1,1,-,1,1,2,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,2,2,-,1,1,3,-,1,1,-,1,1,2,52
(80 y más),-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,4,4,-,-,-,4,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,2,2,-,1,1,3,-,3,3,-,1,1,4,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,1,1,-,1,1,2,-,4,4,-,-,-,4,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,1,1,1,-,1,1,-,1,1,2,35
TOTAL,14,196,210,7,74,81,291,9,246,255,4,102,106,361,79,1076,1155,48,497,545,1700,14,298,312,6,124,130,442,62,905,967,49,454,503,1470,35,788,823,22,362,384,1207,26,525,551,7,189,196,747,91,1886,1977,42,753,795,2772,3,147,150,2,48,50,200,12,557,569,11,175,186,755,17,434,451,12,138,150,601,46,494,540,25,282,307,847,60,644,704,22,312,334,1038,8,275,283,11,127,138,421,63,994,1057,26,421,447,1504,-,-,-,-,2,2,2,3,228,231,6,78,84,315,20,284,304,12,132,144,448,27,526,553,17,171,188,741,66,662,728,37,318,355,1083,142,1558,1700,28,326,354,2054,18999
VARIABLE: CICLO VITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(00 a 05) Primera Infancia,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,1,-,1,1,-,-,-,2,-,2,2,1,-,1,2,-,2,3,-,-,-,-,-,-,-,3,-,3,3,-,3,6,-,-,-,-,-,-,-,1,-,1,2,-,2,3,-,-,-,-,-,-,-,1,-,1,2,-,2,3,1,-,1,-,-,-,1,-,-,-,-,-,-,-,2,-,2,1,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,2,4,1,-,1,1,-,1,2,31
(06 a 11) Infancia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,5,-,5,6,1,-,1,1,-,1,2,2,-,2,6,-,6,8,3,-,3,1,-,1,4,-,-,-,1,-,1,1,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,3,-,3,-,-,-,3,-,-,-,1,-,1,1,-,-,-,-,-,-,-,3,-,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,1,-,1,1,-,1,2,2,-,2,2,-,2,4,40
(12 a 17) Adolescencia,13,-,13,7,-,7,20,9,-,9,4,-,4,13,77,-,77,42,-,42,119,13,-,13,4,-,4,17,60,-,60,41,-,41,101,31,-,31,19,-,19,50,26,-,26,6,-,6,32,87,-,87,38,-,38,125,3,-,3,2,-,2,5,11,-,11,9,-,9,20,16,-,16,11,-,11,27,42,-,42,23,-,23,65,59,-,59,21,-,21,80,8,-,8,11,-,11,19,58,-,58,25,-,25,83,-,-,-,-,-,-,-,3,-,3,6,-,6,9,20,-,20,12,-,12,32,26,-,26,16,-,16,42,63,-,63,34,-,34,97,139,-,139,25,-,25,164,1120
(18 a 28) Juventud,-,91,91,-,25,25,116,-,108,108,-,39,39,147,-,480,480,-,212,212,692,-,121,121,-,53,53,174,-,406,406,-,193,193,599,-,304,304,-,127,127,431,-,228,228,-,73,73,301,-,844,844,-,298,298,1142,-,70,70,-,22,22,92,-,260,260,-,79,79,339,-,166,166,-,66,66,232,-,210,210,-,110,110,320,-,271,271,-,132,132,403,-,117,117,-,57,57,174,-,434,434,-,174,174,608,-,-,-,-,1,1,1,-,95,95,-,24,24,119,-,134,134,-,51,51,185,-,229,229,-,58,58,287,-,316,316,-,134,134,450,-,872,872,-,154,154,1026,7838
(29 a 59) Adultez,-,91,91,-,45,45,136,-,121,121,-,56,56,177,-,559,559,-,262,262,821,-,168,168,-,67,67,235,-,451,451,-,245,245,696,-,420,420,-,212,212,632,-,274,274,-,108,108,382,-,945,945,-,417,417,1362,-,73,73,-,24,24,97,-,271,271,-,89,89,360,-,244,244,-,62,62,306,-,247,247,-,151,151,398,-,332,332,-,154,154,486,-,144,144,-,63,63,207,-,511,511,-,227,227,738,-,-,-,-,1,1,1,-,127,127,-,54,54,181,-,135,135,-,72,72,207,-,269,269,-,101,101,370,-,318,318,-,171,171,489,-,654,654,-,160,160,814,9095
(Más de 60) Adulto Mayor,-,14,14,-,4,4,18,-,17,17,-,7,7,24,-,37,37,-,23,23,60,-,9,9,-,4,4,13,-,48,48,-,16,16,64,-,64,64,-,23,23,87,-,23,23,-,8,8,31,-,97,97,-,38,38,135,-,4,4,-,2,2,6,-,26,26,-,7,7,33,-,24,24,-,10,10,34,-,37,37,-,21,21,58,-,41,41,-,26,26,67,-,14,14,-,7,7,21,-,49,49,-,20,20,69,-,-,-,-,-,-,-,-,6,6,-,-,-,6,-,15,15,-,9,9,24,-,28,28,-,12,12,40,-,28,28,-,13,13,41,-,32,32,-,12,12,44,875
TOTAL,14,196,210,7,74,81,291,9,246,255,4,102,106,361,79,1076,1155,48,497,545,1700,14,298,312,6,124,130,442,62,905,967,49,454,503,1470,35,788,823,22,362,384,1207,26,525,551,7,189,196,747,91,1886,1977,42,753,795,2772,3,147,150,2,48,50,200,12,557,569,11,175,186,755,17,434,451,12,138,150,601,46,494,540,25,282,307,847,60,644,704,22,312,334,1038,8,275,283,11,127,138,421,63,994,1057,26,421,447,1504,-,-,-,-,2,2,2,3,228,231,6,78,84,315,20,284,304,12,132,144,448,27,526,553,17,171,188,741,66,662,728,37,318,355,1083,142,1558,1700,28,326,354,2054,18999
VARIABLE: ESCOLARIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Educación inicial y educación preescolar,-,8,8,1,1,2,10,1,8,9,-,3,3,12,5,32,37,6,7,13,50,1,7,8,1,-,1,9,3,39,42,6,13,19,61,3,20,23,-,9,9,32,-,7,7,1,1,2,9,5,80,85,-,20,20,105,-,4,4,-,1,1,5,-,17,17,1,3,4,21,1,8,9,1,4,5,14,3,22,25,1,10,11,36,2,26,28,-,13,13,41,-,13,13,1,4,5,18,4,36,40,-,8,8,48,-,-,-,-,-,-,-,-,3,3,-,2,2,5,2,11,13,-,1,1,14,1,15,16,2,5,7,23,3,25,28,-,11,11,39,9,64,73,3,5,8,81,633
Educación básica primaria,9,37,46,5,8,13,59,3,41,44,2,12,14,58,43,205,248,21,76,97,345,8,41,49,2,13,15,64,37,200,237,25,77,102,339,20,121,141,13,38,51,192,19,68,87,3,16,19,106,44,367,411,21,81,102,513,3,26,29,-,11,11,40,8,115,123,5,20,25,148,11,55,66,4,18,22,88,19,86,105,11,30,41,146,31,124,155,13,49,62,217,7,38,45,7,18,25,70,30,141,171,12,37,49,220,-,-,-,-,-,-,-,3,21,24,3,2,5,29,11,52,63,9,21,30,93,18,83,101,8,28,36,137,32,135,167,19,51,70,237,91,333,424,16,44,60,484,3585
Educación básica secundaria o secundaria baja,4,15,19,1,2,3,22,1,12,13,2,7,9,22,21,61,82,15,25,40,122,2,14,16,3,8,11,27,14,60,74,11,45,56,130,7,30,37,6,19,25,62,4,30,34,1,4,5,39,18,110,128,8,38,46,174,-,12,12,2,4,6,18,2,29,31,4,13,17,48,5,18,23,5,6,11,34,15,40,55,7,15,22,77,17,44,61,6,24,30,91,-,26,26,3,5,8,34,14,39,53,7,16,23,76,-,-,-,-,-,-,-,-,12,12,3,3,6,18,6,18,24,2,13,15,39,5,23,28,4,7,11,39,23,43,66,11,24,35,101,23,107,130,5,18,23,153,1326
Educación media o secundaria alta,-,108,108,-,40,40,148,1,139,140,-,53,53,193,9,629,638,6,301,307,945,2,156,158,-,70,70,228,8,506,514,5,241,246,760,3,458,461,1,183,184,645,3,315,318,2,114,116,434,17,989,1006,8,420,428,1434,-,76,76,-,22,22,98,1,310,311,-,102,102,413,-,268,268,2,70,72,340,8,274,282,4,170,174,456,7,365,372,3,168,171,543,-,154,154,-,70,70,224,10,570,580,5,253,258,838,-,-,-,-,2,2,2,-,132,132,-,39,39,171,1,149,150,1,80,81,231,1,288,289,3,92,95,384,6,362,368,5,178,183,551,11,807,818,2,168,170,988,10026
Educación técnica profesional y tecnológica,-,24,24,-,21,21,45,-,42,42,-,25,25,67,1,125,126,-,82,82,208,-,63,63,-,31,31,94,-,74,74,-,69,69,143,-,144,144,-,101,101,245,-,91,91,-,49,49,140,-,294,294,1,177,178,472,-,22,22,-,9,9,31,-,73,73,-,35,35,108,-,75,75,-,36,36,111,-,62,62,-,53,53,115,-,68,68,-,54,54,122,-,33,33,-,25,25,58,-,181,181,-,99,99,280,-,-,-,-,-,-,-,-,51,51,-,28,28,79,-,46,46,-,16,16,62,-,98,98,-,37,37,135,-,77,77,-,48,48,125,-,166,166,-,82,82,248,2888
Universitario,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,4,4,-,1,1,5,-,2,2,-,2,2,4,-,5,5,-,3,3,8,-,3,3,-,2,2,5,-,3,3,-,4,4,7,-,2,2,-,1,1,3,-,2,2,-,-,-,2,-,2,2,-,1,1,3,-,-,-,-,1,1,1,-,2,2,-,1,1,3,-,5,5,-,1,1,6,-,7,7,-,2,2,9,-,-,-,-,-,-,-,-,4,4,-,1,1,5,-,1,1,-,-,-,1,-,5,5,-,1,1,6,-,-,-,-,1,1,1,-,4,4,-,1,1,5,75
"Especialización, Maestría o equivalente",-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,25
Doctorado o equivalente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Sin escolaridad,1,-,1,-,-,-,1,1,-,1,-,1,1,2,-,13,13,-,4,4,17,-,4,4,-,1,1,5,-,13,13,2,5,7,20,1,4,5,2,2,4,9,-,4,4,-,-,-,4,4,12,16,4,8,12,28,-,2,2,-,-,-,2,1,3,4,1,2,3,7,-,2,2,-,1,1,3,1,1,2,2,2,4,6,1,7,8,-,2,2,10,-,2,2,-,1,1,3,4,7,11,1,1,2,13,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,1,8,9,-,-,-,9,2,7,9,2,3,5,14,1,13,14,-,3,3,17,172
Sin información,-,3,3,-,1,1,4,2,2,4,-,1,1,5,-,10,10,-,1,1,11,1,7,8,-,-,-,8,-,11,11,-,2,2,13,1,4,5,-,6,6,11,-,6,6,-,3,3,9,3,29,32,-,4,4,36,-,3,3,-,-,-,3,-,7,7,-,-,-,7,-,5,5,-,2,2,7,-,9,9,-,-,-,9,2,8,10,-,1,1,11,1,3,4,-,3,3,7,1,10,11,1,4,5,16,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,7,7,-,1,1,8,1,6,7,-,1,1,8,-,12,12,-,2,2,14,7,64,71,2,5,7,78,267
TOTAL,14,196,210,7,74,81,291,9,246,255,4,102,106,361,79,1076,1155,48,497,545,1700,14,298,312,6,124,130,442,62,905,967,49,454,503,1470,35,788,823,22,362,384,1207,26,525,551,7,189,196,747,91,1886,1977,42,753,795,2772,3,147,150,2,48,50,200,12,557,569,11,175,186,755,17,434,451,12,138,150,601,46,494,540,25,282,307,847,60,644,704,22,312,334,1038,8,275,283,11,127,138,421,63,994,1057,26,421,447,1504,-,-,-,-,2,2,2,3,228,231,6,78,84,315,20,284,304,12,132,144,448,27,526,553,17,171,188,741,66,662,728,37,318,355,1083,142,1558,1700,28,326,354,2054,18999
VARIABLE: ESTADO CIVIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soltero (a),12,109,121,7,52,59,180,9,141,150,4,63,67,217,77,581,658,45,271,316,974,11,191,202,5,79,84,286,59,452,511,44,231,275,786,32,422,454,20,197,217,671,25,276,301,7,109,116,417,86,1069,1155,38,424,462,1617,3,90,93,2,28,30,123,11,343,354,9,104,113,467,16,234,250,11,81,92,342,43,254,297,22,168,190,487,57,319,376,20,193,213,589,8,163,171,11,75,86,257,57,543,600,23,239,262,862,-,-,-,-,1,1,1,3,144,147,5,47,52,199,20,152,172,12,64,76,248,27,299,326,16,94,110,436,62,332,394,35,152,187,581,137,920,1057,24,200,224,1281,11021
Unión libre,1,69,70,-,12,12,82,-,69,69,-,28,28,97,1,371,372,-,169,169,541,2,78,80,-,31,31,111,-,359,359,-,172,172,531,-,231,231,-,109,109,340,-,169,169,-,60,60,229,1,571,572,-,215,215,787,-,47,47,-,18,18,65,-,148,148,-,50,50,198,-,144,144,-,33,33,177,-,166,166,1,81,82,248,-,239,239,2,82,84,323,-,87,87,-,41,41,128,1,320,321,2,118,120,441,-,-,-,-,1,1,1,-,58,58,1,18,19,77,-,88,88,-,45,45,133,-,158,158,-,47,47,205,-,256,256,-,130,130,386,1,480,481,-,85,85,566,5666
Casado (a),-,9,9,-,10,10,19,-,33,33,-,7,7,40,-,97,97,-,38,38,135,-,19,19,-,9,9,28,-,70,70,-,22,22,92,-,106,106,-,29,29,135,-,63,63,-,13,13,76,-,194,194,1,72,73,267,-,9,9,-,2,2,11,-,50,50,-,11,11,61,-,50,50,-,14,14,64,-,54,54,-,27,27,81,-,64,64,-,18,18,82,-,19,19,-,6,6,25,-,106,106,-,48,48,154,-,-,-,-,-,-,-,-,23,23,-,7,7,30,-,31,31,-,12,12,43,-,54,54,-,22,22,76,-,63,63,-,23,23,86,-,95,95,-,24,24,119,1624
"Separado (a), Divorciado (a)",-,4,4,-,-,-,4,-,2,2,-,3,3,5,-,16,16,-,13,13,29,-,6,6,-,2,2,8,-,14,14,-,21,21,35,-,19,19,-,16,16,35,-,13,13,-,4,4,17,-,31,31,-,30,30,61,-,1,1,-,-,-,1,-,12,12,-,9,9,21,-,3,3,-,6,6,9,-,12,12,-,6,6,18,-,19,19,-,10,10,29,-,3,3,-,1,1,4,-,18,18,-,12,12,30,-,-,-,-,-,-,-,-,3,3,-,4,4,7,-,7,7,-,6,6,13,-,11,11,-,6,6,17,-,4,4,-,8,8,12,-,21,21,-,9,9,30,385
Viudo (a),-,5,5,-,-,-,5,-,1,1,-,1,1,2,-,4,4,-,6,6,10,-,1,1,-,1,1,2,-,7,7,-,8,8,15,-,9,9,-,8,8,17,-,1,1,-,2,2,3,-,6,6,-,11,11,17,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,4,4,5,-,4,4,-,-,-,4,-,1,1,-,8,8,9,-,2,2,-,4,4,6,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,2,2,-,4,4,6,-,1,1,-,2,2,3,-,2,2,-,4,4,6,-,7,7,-,3,3,10,128
No aplica,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,3,-,3,4,1,-,1,1,-,1,2,1,-,1,5,-,5,6,3,-,3,2,-,2,5,-,-,-,-,-,-,-,3,-,3,3,-,3,6,-,-,-,-,-,-,-,1,-,1,2,-,2,3,1,-,1,1,-,1,2,2,-,2,2,-,2,4,1,-,1,-,-,-,1,-,-,-,-,-,-,-,3,-,3,1,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,-,2,2,-,2,4,3,-,3,2,-,2,5,48
Sin información,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,7,-,3,3,-,2,2,5,2,3,5,-,-,-,5,-,1,1,-,3,3,4,1,3,4,-,1,1,5,1,15,16,-,1,1,17,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,2,2,-,-,-,2,1,4,5,-,-,-,5,2,2,4,-,1,1,5,-,1,1,-,-,-,1,2,5,7,-,2,2,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,1,1,5,-,3,3,-,-,-,3,2,5,7,-,1,1,8,1,35,36,2,5,7,43,127
TOTAL,14,196,210,7,74,81,291,9,246,255,4,102,106,361,79,1076,1155,48,497,545,1700,14,298,312,6,124,130,442,62,905,967,49,454,503,1470,35,788,823,22,362,384,1207,26,525,551,7,189,196,747,91,1886,1977,42,753,795,2772,3,147,150,2,48,50,200,12,557,569,11,175,186,755,17,434,451,12,138,150,601,46,494,540,25,282,307,847,60,644,704,22,312,334,1038,8,275,283,11,127,138,421,63,994,1057,26,421,447,1504,-,-,-,-,2,2,2,3,228,231,6,78,84,315,20,284,304,12,132,144,448,27,526,553,17,171,188,741,66,662,728,37,318,355,1083,142,1558,1700,28,326,354,2054,18999
VARIABLE: FACTOR DE VULNERABILIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campesinos (as) y/o trabajadores (as) del campo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,2
