VIOLENCIA INTRAFAMILIAR (VIF) EN COLOMBIA AÑO 2020 / DEPARTAMENTO DEL HECHO DANE,Amazonas,Amazonas.1,Amazonas.2,Amazonas.3,Amazonas.4,Amazonas.5,Amazonas.6,Antioquia,Antioquia.1,Antioquia.2,Antioquia.3,Antioquia.4,Antioquia.5,Antioquia.6,Arauca,Arauca.1,Arauca.2,Arauca.3,Arauca.4,Arauca.5,Arauca.6,"Archipiélago de San Andrés, Providencia y Santa Catalina","Archipiélago de San Andrés, Providencia y Santa Catalina.1","Archipiélago de San Andrés, Providencia y Santa Catalina.2","Archipiélago de San Andrés, Providencia y Santa Catalina.3","Archipiélago de San Andrés, Providencia y Santa Catalina.4","Archipiélago de San Andrés, Providencia y Santa Catalina.5","Archipiélago de San Andrés, Providencia y Santa Catalina.6",Atlántico,Atlántico.1,Atlántico.2,Atlántico.3,Atlántico.4,Atlántico.5,Atlántico.6,"Bogotá, D.C.","Bogotá, D.C..1","Bogotá, D.C..2","Bogotá, D.C..3","Bogotá, D.C..4","Bogotá, D.C..5","Bogotá, D.C..6",Bolívar,Bolívar.1,Bolívar.2,Bolívar.3,Bolívar.4,Bolívar.5,Bolívar.6,Boyacá,Boyacá.1,Boyacá.2,Boyacá.3,Boyacá.4,Boyacá.5,Boyacá.6,Caldas,Caldas.1,Caldas.2,Caldas.3,Caldas.4,Caldas.5,Caldas.6,Caquetá,Caquetá.1,Caquetá.2,Caquetá.3,Caquetá.4,Caquetá.5,Caquetá.6,Casanare,Casanare.1,Casanare.2,Casanare.3,Casanare.4,Casanare.5,Casanare.6,Cauca,Cauca.1,Cauca.2,Cauca.3,Cauca.4,Cauca.5,Cauca.6,Cesar,Cesar.1,Cesar.2,Cesar.3,Cesar.4,Cesar.5,Cesar.6,Chocó,Chocó.1,Chocó.2,Chocó.3,Chocó.4,Chocó.5,Chocó.6,Córdoba,Córdoba.1,Córdoba.2,Córdoba.3,Córdoba.4,Córdoba.5,Córdoba.6,Cundinamarca,Cundinamarca.1,Cundinamarca.2,Cundinamarca.3,Cundinamarca.4,Cundinamarca.5,Cundinamarca.6,Guainía,Guainía.1,Guainía.2,Guainía.3,Guainía.4,Guainía.5,Guainía.6,Guaviare,Guaviare.1,Guaviare.2,Guaviare.3,Guaviare.4,Guaviare.5,Guaviare.6,Huila,Huila.1,Huila.2,Huila.3,Huila.4,Huila.5,Huila.6,La Guajira,La Guajira.1,La Guajira.2,La Guajira.3,La Guajira.4,La Guajira.5,La Guajira.6,Magdalena,Magdalena.1,Magdalena.2,Magdalena.3,Magdalena.4,Magdalena.5,Magdalena.6,Meta,Meta.1,Meta.2,Meta.3,Meta.4,Meta.5,Meta.6,Nariño,Nariño.1,Nariño.2,Nariño.3,Nariño.4,Nariño.5,Nariño.6,Norte de Santander,Norte de Santander.1,Norte de Santander.2,Norte de Santander.3,Norte de Santander.4,Norte de Santander.5,Norte de Santander.6,Putumayo,Putumayo.1,Putumayo.2,Putumayo.3,Putumayo.4,Putumayo.5,Putumayo.6,Quindío,Quindío.1,Quindío.2,Quindío.3,Quindío.4,Quindío.5,Quindío.6,Risaralda,Risaralda.1,Risaralda.2,Risaralda.3,Risaralda.4,Risaralda.5,Risaralda.6,Santander,Santander.1,Santander.2,Santander.3,Santander.4,Santander.5,Santander.6,Sucre,Sucre.1,Sucre.2,Sucre.3,Sucre.4,Sucre.5,Sucre.6,Tolima,Tolima.1,Tolima.2,Tolima.3,Tolima.4,Tolima.5,Tolima.6,Valle del Cauca,Valle del Cauca.1,Valle del Cauca.2,Valle del Cauca.3,Valle del Cauca.4,Valle del Cauca.5,Valle del Cauca.6,Vaupés,Vaupés.1,Vaupés.2,Vaupés.3,Vaupés.4,Vaupés.5,Vaupés.6,Vichada,Vichada.1,Vichada.2,Vichada.3,Vichada.4,Vichada.5,Vichada.6,CIFRA
Abrasivo,1,-,1,-,-,-,1,18,-,18,8,-,8,26,5,-,5,4,-,4,9,-,-,-,1,-,1,1,2,-,2,2,-,2,4,33,-,33,26,-,26,59,2,-,2,2,-,2,4,-,-,-,1,-,1,1,-,-,-,2,-,2,2,-,-,-,-,-,-,-,1,-,1,6,-,6,7,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,11,-,11,2,-,2,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,2,-,2,5,-,-,-,-,-,-,-,2,-,2,1,-,1,3,10,-,10,2,-,2,12,2,-,2,2,-,2,4,1,-,1,2,-,2,3,-,-,-,-,-,-,-,1,-,1,1,-,1,2,1,-,1,4,-,4,5,4,-,4,4,-,4,8,-,-,-,1,-,1,1,1,-,1,9,-,9,10,3,-,3,3,-,3,6,-,-,-,1,-,1,1,-,-,-,-,-,-,-,189
Agente químico,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Agentes y mecanismo explosivo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
Agentes y mecanismos biológicos,-,-,-,-,-,-,-,1,-,1,2,-,2,3,2,-,2,2,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18
Biodinámico,-,-,-,-,-,-,-,1,-,1,4,-,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12
Contundente,7,-,7,14,-,14,21,145,-,145,171,-,171,316,22,-,22,24,-,24,46,1,-,1,4,-,4,5,29,-,29,40,-,40,69,250,-,250,279,-,279,529,19,-,19,22,-,22,41,43,-,43,44,-,44,87,5,-,5,10,-,10,15,1,-,1,11,-,11,12,39,-,39,39,-,39,78,19,-,19,20,-,20,39,15,-,15,24,-,24,39,-,-,-,3,-,3,3,4,-,4,8,-,8,12,110,-,110,105,-,105,215,1,-,1,2,-,2,3,1,-,1,-,-,-,1,16,-,16,24,-,24,40,8,-,8,8,-,8,16,17,-,17,15,-,15,32,41,-,41,48,-,48,89,9,-,9,13,-,13,22,37,-,37,31,-,31,68,5,-,5,11,-,11,16,9,-,9,18,-,18,27,10,-,10,21,-,21,31,50,-,50,69,-,69,119,4,-,4,7,-,7,11,50,-,50,51,-,51,101,43,-,43,39,-,39,82,-,-,-,1,-,1,1,-,-,-,-,-,-,-,2186
Cortante,-,-,-,-,-,-,-,5,-,5,10,-,10,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,8,-,8,6,-,6,14,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,3,3,-,3,3,-,3,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,3,-,3,4,2,-,2,2,-,2,4,1,-,1,-,-,-,1,1,-,1,-,-,-,1,-,-,-,1,-,1,1,1,-,1,-,-,-,1,1,-,1,-,-,-,1,4,-,4,1,-,1,5,-,-,-,-,-,-,-,-,-,-,3,-,3,3,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65
Corto contundente,1,-,1,-,-,-,1,14,-,14,13,-,13,27,-,-,-,-,-,-,-,2,-,2,2,-,2,4,1,-,1,3,-,3,4,44,-,44,50,-,50,94,1,-,1,-,-,-,1,7,-,7,3,-,3,10,1,-,1,-,-,-,1,-,-,-,2,-,2,2,2,-,2,2,-,2,4,2,-,2,1,-,1,3,2,-,2,3,-,3,5,-,-,-,1,-,1,1,1,-,1,-,-,-,1,12,-,12,8,-,8,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,2,4,-,4,2,-,2,6,2,-,2,3,-,3,5,4,-,4,3,-,3,7,1,-,1,1,-,1,2,1,-,1,-,-,-,1,3,-,3,-,-,-,3,1,-,1,1,-,1,2,1,-,1,1,-,1,2,10,-,10,2,-,2,12,1,-,1,1,-,1,2,-,-,-,2,-,2,2,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,226
Corto punzante,-,-,-,-,-,-,-,2,-,2,1,-,1,3,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,2,-,2,1,-,1,3,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,-,2,2,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,2,-,2,3,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21
Eléctrico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Generadores de asfixia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Mecanismo múltiple,-,-,-,1,-,1,1,50,-,50,54,-,54,104,7,-,7,4,-,4,11,2,-,2,2,-,2,4,15,-,15,17,-,17,32,117,-,117,108,-,108,225,3,-,3,9,-,9,12,5,-,5,13,-,13,18,3,-,3,3,-,3,6,-,-,-,-,-,-,-,14,-,14,6,-,6,20,4,-,4,5,-,5,9,4,-,4,5,-,5,9,1,-,1,3,-,3,4,-,-,-,1,-,1,1,32,-,32,30,-,30,62,-,-,-,-,-,-,-,1,-,1,-,-,-,1,7,-,7,5,-,5,12,1,-,1,-,-,-,1,9,-,9,6,-,6,15,14,-,14,13,-,13,27,6,-,6,2,-,2,8,4,-,4,4,-,4,8,-,-,-,1,-,1,1,2,-,2,9,-,9,11,7,-,7,8,-,8,15,9,-,9,16,-,16,25,2,-,2,-,-,-,2,15,-,15,15,-,15,30,9,-,9,7,-,7,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,690
Proyectil de arma de fuego,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
Punzante,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Térmico,-,-,-,-,-,-,-,3,-,3,1,-,1,4,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,-,2,2,-,2,4,2,-,2,1,-,1,3,2,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,1,-,1,-,-,-,1,-,-,-,1,-,1,1,1,-,1,-,-,-,1,1,-,1,1,-,1,2,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,2,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31
Tóxico,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
Por determinar,7,-,7,6,-,6,13,78,-,78,108,-,108,186,14,-,14,20,-,20,34,-,-,-,1,-,1,1,20,-,20,14,-,14,34,295,-,295,293,-,293,588,2,-,2,7,-,7,9,25,-,25,24,-,24,49,5,-,5,26,-,26,31,2,-,2,1,-,1,3,28,-,28,28,-,28,56,10,-,10,10,-,10,20,4,-,4,4,-,4,8,1,-,1,-,-,-,1,-,-,-,4,-,4,4,54,-,54,79,-,79,133,-,-,-,4,-,4,4,1,-,1,1,-,1,2,11,-,11,21,-,21,32,2,-,2,5,-,5,7,12,-,12,3,-,3,15,44,-,44,66,-,66,110,8,-,8,8,-,8,16,6,-,6,16,-,16,22,2,-,2,8,-,8,10,2,-,2,5,-,5,7,11,-,11,11,-,11,22,31,-,31,31,-,31,62,2,-,2,1,-,1,3,27,-,27,31,-,31,58,32,-,32,40,-,40,72,1,-,1,1,-,1,2,1,-,1,-,-,-,1,1615
VIOLENCIA ENTRE OTROS FAMILIARES (VIF),-,10,10,-,19,19,29,-,488,488,-,941,941,1429,-,35,35,-,85,85,120,-,14,14,-,30,30,44,-,159,159,-,303,303,462,-,1062,1062,-,1734,1734,2796,-,68,68,-,119,119,187,-,163,163,-,232,232,395,-,32,32,-,51,51,83,-,9,9,-,33,33,42,-,54,54,-,109,109,163,-,53,53,-,141,141,194,-,45,45,-,96,96,141,-,5,5,-,17,17,22,-,14,14,-,43,43,57,-,324,324,-,527,527,851,-,5,5,-,5,5,10,-,1,1,-,4,4,5,-,88,88,-,148,148,236,-,30,30,-,47,47,77,-,77,77,-,122,122,199,-,92,92,-,178,178,270,-,62,62,-,115,115,177,-,77,77,-,158,158,235,-,17,17,-,38,38,55,-,47,47,-,94,94,141,-,40,40,-,88,88,128,-,196,196,-,350,350,546,-,12,12,-,37,37,49,-,144,144,-,238,238,382,-,156,156,-,366,366,522,-,8,8,-,5,5,13,-,-,-,-,-,-,-,10060
Abrasivo,-,-,-,-,-,-,-,-,12,12,-,19,19,31,-,2,2,-,6,6,8,-,2,2,-,-,-,2,-,13,13,-,20,20,33,-,68,68,-,72,72,140,-,1,1,-,3,3,4,-,-,-,-,2,2,2,-,3,3,-,-,-,3,-,-,-,-,1,1,1,-,2,2,-,3,3,5,-,-,-,-,1,1,1,-,-,-,-,2,2,2,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,8,8,-,16,16,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,5,5,7,-,-,-,-,-,-,-,-,1,1,-,4,4,5,-,5,5,-,8,8,13,-,1,1,-,3,3,4,-,3,3,-,1,1,4,-,2,2,-,3,3,5,-,4,4,-,5,5,9,-,1,1,-,4,4,5,-,7,7,-,8,8,15,-,-,-,-,-,-,-,-,6,6,-,20,20,26,-,4,4,-,8,8,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,363
Agente químico,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
Agentes y mecanismos biológicos,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
Biodinámico,-,-,-,-,-,-,-,-,2,2,-,6,6,8,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21
Contundente,-,5,5,-,11,11,16,-,209,209,-,495,495,704,-,17,17,-,41,41,58,-,2,2,-,17,17,19,-,62,62,-,130,130,192,-,309,309,-,715,715,1024,-,18,18,-,61,61,79,-,74,74,-,140,140,214,-,14,14,-,27,27,41,-,4,4,-,19,19,23,-,19,19,-,54,54,73,-,26,26,-,69,69,95,-,27,27,-,58,58,85,-,1,1,-,7,7,8,-,8,8,-,30,30,38,-,131,131,-,275,275,406,-,4,4,-,4,4,8,-,1,1,-,3,3,4,-,34,34,-,68,68,102,-,20,20,-,31,31,51,-,23,23,-,48,48,71,-,34,34,-,77,77,111,-,18,18,-,50,50,68,-,42,42,-,104,104,146,-,6,6,-,18,18,24,-,16,16,-,42,42,58,-,18,18,-,47,47,65,-,93,93,-,211,211,304,-,7,7,-,22,22,29,-,49,49,-,111,111,160,-,48,48,-,152,152,200,-,7,7,-,5,5,12,-,-,-,-,-,-,-,4488
Cortante,-,-,-,-,-,-,-,-,16,16,-,27,27,43,-,1,1,-,1,1,2,-,1,1,-,1,1,2,-,3,3,-,5,5,8,-,33,33,-,11,11,44,-,2,2,-,4,4,6,-,9,9,-,1,1,10,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,3,3,-,4,4,7,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,2,2,-,2,2,4,-,16,16,-,11,11,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,1,1,5,-,1,1,-,-,-,1,-,5,5,-,4,4,9,-,4,4,-,6,6,10,-,7,7,-,1,1,8,-,3,3,-,5,5,8,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,9,9,-,3,3,12,-,1,1,-,1,1,2,-,4,4,-,3,3,7,-,8,8,-,5,5,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,240
Corto contundente,-,3,3,-,2,2,5,-,45,45,-,53,53,98,-,3,3,-,-,-,3,-,2,2,-,6,6,8,-,8,8,-,9,9,17,-,120,120,-,124,124,244,-,11,11,-,7,7,18,-,21,21,-,14,14,35,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,10,10,-,4,4,14,-,4,4,-,6,6,10,-,6,6,-,9,9,15,-,-,-,-,1,1,1,-,3,3,-,3,3,6,-,38,38,-,50,50,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,8,8,11,-,4,4,-,6,6,10,-,10,10,-,6,6,16,-,9,9,-,12,12,21,-,14,14,-,13,13,27,-,6,6,-,8,8,14,-,1,1,-,3,3,4,-,5,5,-,1,1,6,-,2,2,-,2,2,4,-,24,24,-,25,25,49,-,1,1,-,2,2,3,-,25,25,-,8,8,33,-,13,13,-,30,30,43,-,1,1,-,-,-,1,-,-,-,-,-,-,-,808
