COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA DE PAREJA EN COLOMBIA AÑO 2021 / DEPARTAMENTO DEL HECHO DANE,Amazonas,Amazonas.1,Amazonas.2,Amazonas.3,Amazonas.4,Amazonas.5,Amazonas.6,Antioquia,Antioquia.1,Antioquia.2,Antioquia.3,Antioquia.4,Antioquia.5,Antioquia.6,Arauca,Arauca.1,Arauca.2,Arauca.3,Arauca.4,Arauca.5,Arauca.6,"Archipiélago de San Andrés, Providencia y Santa Catalina","Archipiélago de San Andrés, Providencia y Santa Catalina.1","Archipiélago de San Andrés, Providencia y Santa Catalina.2","Archipiélago de San Andrés, Providencia y Santa Catalina.3","Archipiélago de San Andrés, Providencia y Santa Catalina.4","Archipiélago de San Andrés, Providencia y Santa Catalina.5","Archipiélago de San Andrés, Providencia y Santa Catalina.6",Atlántico,Atlántico.1,Atlántico.2,Atlántico.3,Atlántico.4,Atlántico.5,Atlántico.6,"Bogotá, D.C.","Bogotá, D.C..1","Bogotá, D.C..2","Bogotá, D.C..3","Bogotá, D.C..4","Bogotá, D.C..5","Bogotá, D.C..6",Bolívar,Bolívar.1,Bolívar.2,Bolívar.3,Bolívar.4,Bolívar.5,Bolívar.6,Boyacá,Boyacá.1,Boyacá.2,Boyacá.3,Boyacá.4,Boyacá.5,Boyacá.6,Caldas,Caldas.1,Caldas.2,Caldas.3,Caldas.4,Caldas.5,Caldas.6,Caquetá,Caquetá.1,Caquetá.2,Caquetá.3,Caquetá.4,Caquetá.5,Caquetá.6,Casanare,Casanare.1,Casanare.2,Casanare.3,Casanare.4,Casanare.5,Casanare.6,Cauca,Cauca.1,Cauca.2,Cauca.3,Cauca.4,Cauca.5,Cauca.6,Cesar,Cesar.1,Cesar.2,Cesar.3,Cesar.4,Cesar.5,Cesar.6,Chocó,Chocó.1,Chocó.2,Chocó.3,Chocó.4,Chocó.5,Chocó.6,Córdoba,Córdoba.1,Córdoba.2,Córdoba.3,Córdoba.4,Córdoba.5,Córdoba.6,Cundinamarca,Cundinamarca.1,Cundinamarca.2,Cundinamarca.3,Cundinamarca.4,Cundinamarca.5,Cundinamarca.6,Guainía,Guainía.1,Guainía.2,Guainía.3,Guainía.4,Guainía.5,Guainía.6,Guaviare,Guaviare.1,Guaviare.2,Guaviare.3,Guaviare.4,Guaviare.5,Guaviare.6,Huila,Huila.1,Huila.2,Huila.3,Huila.4,Huila.5,Huila.6,La Guajira,La Guajira.1,La Guajira.2,La Guajira.3,La Guajira.4,La Guajira.5,La Guajira.6,Magdalena,Magdalena.1,Magdalena.2,Magdalena.3,Magdalena.4,Magdalena.5,Magdalena.6,Meta,Meta.1,Meta.2,Meta.3,Meta.4,Meta.5,Meta.6,Nariño,Nariño.1,Nariño.2,Nariño.3,Nariño.4,Nariño.5,Nariño.6,Norte de Santander,Norte de Santander.1,Norte de Santander.2,Norte de Santander.3,Norte de Santander.4,Norte de Santander.5,Norte de Santander.6,Putumayo,Putumayo.1,Putumayo.2,Putumayo.3,Putumayo.4,Putumayo.5,Putumayo.6,Quindío,Quindío.1,Quindío.2,Quindío.3,Quindío.4,Quindío.5,Quindío.6,Risaralda,Risaralda.1,Risaralda.2,Risaralda.3,Risaralda.4,Risaralda.5,Risaralda.6,Santander,Santander.1,Santander.2,Santander.3,Santander.4,Santander.5,Santander.6,Sucre,Sucre.1,Sucre.2,Sucre.3,Sucre.4,Sucre.5,Sucre.6,Tolima,Tolima.1,Tolima.2,Tolima.3,Tolima.4,Tolima.5,Tolima.6,Valle del Cauca,Valle del Cauca.1,Valle del Cauca.2,Valle del Cauca.3,Valle del Cauca.4,Valle del Cauca.5,Valle del Cauca.6,Vaupés,Vaupés.1,Vaupés.2,Vaupés.3,Vaupés.4,Vaupés.5,Vaupés.6,Vichada,Vichada.1,Vichada.2,Vichada.3,Vichada.4,Vichada.5,Vichada.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
(70 a 74),-,-,-,-,-,-,-,-,3,3,-,5,5,8,-,3,3,-,1,1,4,-,-,-,-,1,1,1,-,2,2,-,1,1,3,-,6,6,-,17,17,23,-,-,-,-,1,1,1,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,6,6,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,-,-,-,3,3,3,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,3,3,-,3,3,6,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75
(75 a 79),-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,9,9,11,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,4,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36
(80 y más),-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,2,2,5,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21
TOTAL,-,9,9,2,104,106,115,1,531,532,89,3089,3178,3710,-,41,41,9,261,270,311,-,22,22,-,80,80,102,-,124,124,37,1363,1400,1524,3,1489,1492,97,6970,7067,8559,-,44,44,11,705,716,760,-,145,145,17,878,895,1040,-,28,28,11,292,303,331,-,22,22,13,250,263,285,-,104,104,12,552,564,668,-,57,57,9,474,483,540,-,53,53,16,577,593,646,-,12,12,1,97,98,110,-,21,21,8,373,381,402,3,480,483,49,2862,2911,3394,-,6,6,-,43,43,49,-,4,4,1,36,37,41,-,111,111,18,833,851,962,-,24,24,8,306,314,338,1,80,81,24,804,828,909,1,161,162,42,1134,1176,1338,1,74,75,15,693,708,783,-,81,81,8,639,647,728,-,17,17,12,208,220,237,1,52,53,17,324,341,394,1,83,84,10,539,549,633,2,238,240,43,1353,1396,1636,-,19,19,9,377,386,405,2,162,164,33,1301,1334,1498,-,205,205,29,2184,2213,2418,-,11,11,-,46,46,57,-,1,1,1,13,14,15,-,2,2,-,25,25,27,34965
VARIABLE: CICLO VITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(12 a 17) Adolescencia,-,-,-,2,-,2,2,1,-,1,89,-,89,90,-,-,-,9,-,9,9,-,-,-,-,-,-,-,-,-,-,37,-,37,37,3,-,3,97,-,97,100,-,-,-,11,-,11,11,-,-,-,17,-,17,17,-,-,-,11,-,11,11,-,-,-,13,-,13,13,-,-,-,12,-,12,12,-,-,-,9,-,9,9,-,-,-,16,-,16,16,-,-,-,1,-,1,1,-,-,-,8,-,8,8,3,-,3,49,-,49,52,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,18,-,18,18,-,-,-,8,-,8,8,1,-,1,24,-,24,25,1,-,1,42,-,42,43,1,-,1,15,-,15,16,-,-,-,8,-,8,8,-,-,-,12,-,12,12,1,-,1,17,-,17,18,1,-,1,10,-,10,11,2,-,2,43,-,43,45,-,-,-,9,-,9,9,2,-,2,33,-,33,35,-,-,-,29,-,29,29,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,667
(18 a 28) Juventud,-,5,5,-,48,48,53,-,147,147,-,1279,1279,1426,-,11,11,-,116,116,127,-,4,4,-,40,40,44,-,28,28,-,511,511,539,-,441,441,-,2981,2981,3422,-,8,8,-,279,279,287,-,33,33,-,309,309,342,-,7,7,-,130,130,137,-,7,7,-,101,101,108,-,29,29,-,228,228,257,-,12,12,-,187,187,199,-,15,15,-,264,264,279,-,1,1,-,49,49,50,-,2,2,-,141,141,143,-,125,125,-,1221,1221,1346,-,3,3,-,24,24,27,-,-,-,-,21,21,21,-,39,39,-,350,350,389,-,8,8,-,140,140,148,-,15,15,-,333,333,348,-,47,47,-,489,489,536,-,14,14,-,273,273,287,-,31,31,-,274,274,305,-,4,4,-,101,101,105,-,15,15,-,128,128,143,-,26,26,-,228,228,254,-,68,68,-,551,551,619,-,2,2,-,163,163,165,-,40,40,-,542,542,582,-,49,49,-,843,843,892,-,4,4,-,23,23,27,-,1,1,-,7,7,8,-,-,-,-,13,13,13,13628
(29 a 59) Adultez,-,4,4,-,56,56,60,-,360,360,-,1766,1766,2126,-,26,26,-,143,143,169,-,17,17,-,39,39,56,-,90,90,-,835,835,925,-,995,995,-,3868,3868,4863,-,35,35,-,418,418,453,-,108,108,-,543,543,651,-,18,18,-,158,158,176,-,14,14,-,149,149,163,-,69,69,-,315,315,384,-,44,44,-,285,285,329,-,38,38,-,310,310,348,-,11,11,-,48,48,59,-,18,18,-,232,232,250,-,332,332,-,1594,1594,1926,-,3,3,-,19,19,22,-,4,4,-,15,15,19,-,69,69,-,480,480,549,-,16,16,-,163,163,179,-,64,64,-,465,465,529,-,107,107,-,638,638,745,-,57,57,-,401,401,458,-,50,50,-,355,355,405,-,13,13,-,106,106,119,-,32,32,-,192,192,224,-,51,51,-,296,296,347,-,163,163,-,781,781,944,-,17,17,-,211,211,228,-,112,112,-,733,733,845,-,146,146,-,1312,1312,1458,-,6,6,-,23,23,29,-,-,-,-,6,6,6,-,2,2,-,11,11,13,20057
(Más de 60) Adulto Mayor,-,-,-,-,-,-,-,-,24,24,-,44,44,68,-,4,4,-,2,2,6,-,1,1,-,1,1,2,-,6,6,-,17,17,23,-,53,53,-,121,121,174,-,1,1,-,8,8,9,-,4,4,-,26,26,30,-,3,3,-,4,4,7,-,1,1,-,-,-,1,-,6,6,-,9,9,15,-,1,1,-,2,2,3,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,23,23,-,47,47,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,3,3,6,-,-,-,-,3,3,3,-,1,1,-,6,6,7,-,7,7,-,7,7,14,-,3,3,-,19,19,22,-,-,-,-,10,10,10,-,-,-,-,1,1,1,-,5,5,-,4,4,9,-,6,6,-,15,15,21,-,7,7,-,21,21,28,-,-,-,-,3,3,3,-,10,10,-,26,26,36,-,10,10,-,29,29,39,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,613
TOTAL,-,9,9,2,104,106,115,1,531,532,89,3089,3178,3710,-,41,41,9,261,270,311,-,22,22,-,80,80,102,-,124,124,37,1363,1400,1524,3,1489,1492,97,6970,7067,8559,-,44,44,11,705,716,760,-,145,145,17,878,895,1040,-,28,28,11,292,303,331,-,22,22,13,250,263,285,-,104,104,12,552,564,668,-,57,57,9,474,483,540,-,53,53,16,577,593,646,-,12,12,1,97,98,110,-,21,21,8,373,381,402,3,480,483,49,2862,2911,3394,-,6,6,-,43,43,49,-,4,4,1,36,37,41,-,111,111,18,833,851,962,-,24,24,8,306,314,338,1,80,81,24,804,828,909,1,161,162,42,1134,1176,1338,1,74,75,15,693,708,783,-,81,81,8,639,647,728,-,17,17,12,208,220,237,1,52,53,17,324,341,394,1,83,84,10,539,549,633,2,238,240,43,1353,1396,1636,-,19,19,9,377,386,405,2,162,164,33,1301,1334,1498,-,205,205,29,2184,2213,2418,-,11,11,-,46,46,57,-,1,1,1,13,14,15,-,2,2,-,25,25,27,34965
VARIABLE: ESCOLARIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Educación inicial y educación preescolar,-,-,-,-,6,6,6,-,33,33,3,129,132,165,-,-,-,2,14,16,16,-,-,-,-,1,1,1,-,4,4,-,40,40,44,-,42,42,2,144,146,188,-,2,2,-,29,29,31,-,7,7,1,53,54,61,-,4,4,-,12,12,16,-,1,1,1,19,20,21,-,9,9,1,32,33,42,-,5,5,-,31,31,36,-,5,5,1,26,27,32,-,-,-,-,-,-,-,-,2,2,1,16,17,19,-,38,38,-,109,109,147,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,9,9,1,63,64,73,-,1,1,2,21,23,24,-,5,5,3,37,40,45,-,14,14,3,42,45,59,-,3,3,-,47,47,50,-,3,3,-,41,41,44,-,-,-,2,14,16,16,-,2,2,1,7,8,10,-,3,3,-,24,24,27,-,20,20,4,65,69,89,-,1,1,-,22,22,23,-,11,11,2,80,82,93,-,9,9,-,76,76,85,-,1,1,-,3,3,4,-,-,-,-,3,3,3,-,-,-,-,-,-,-,1473
Educación básica primaria,-,2,2,2,30,32,34,-,82,82,49,532,581,663,-,9,9,7,66,73,82,-,5,5,-,9,9,14,-,17,17,16,160,176,193,2,216,218,51,912,963,1181,-,3,3,6,132,138,141,-,30,30,8,181,189,219,-,3,3,5,53,58,61,-,5,5,5,53,58,63,-,22,22,2,103,105,127,-,11,11,5,90,95,106,-,8,8,8,101,109,117,-,1,1,1,13,14,15,-,1,1,5,67,72,73,1,99,100,24,497,521,621,-,1,1,-,9,9,10,-,1,1,1,9,10,11,-,16,16,11,183,194,210,-,2,2,3,50,53,55,-,13,13,10,122,132,145,1,29,30,22,203,225,255,-,15,15,6,119,125,140,-,20,20,3,117,120,140,-,3,3,5,43,48,51,1,8,9,8,58,66,75,1,19,20,5,103,108,128,1,60,61,18,277,295,356,-,2,2,6,84,90,92,2,23,25,16,254,270,295,-,33,33,10,342,352,385,-,2,2,-,16,16,18,-,-,-,-,3,3,3,-,1,1,-,4,4,5,6084
Educación básica secundaria o secundaria baja,-,2,2,-,10,10,12,1,42,43,21,236,257,300,-,7,7,-,27,27,34,-,-,-,-,11,11,11,-,4,4,10,57,67,71,-,77,77,24,425,449,526,-,4,4,2,46,48,52,-,6,6,5,76,81,87,-,4,4,5,14,19,23,-,1,1,3,15,18,19,-,5,5,4,51,55,60,-,2,2,2,36,38,40,-,5,5,2,43,45,50,-,-,-,-,10,10,10,-,-,-,1,26,27,27,-,29,29,15,203,218,247,-,-,-,-,10,10,10,-,-,-,-,3,3,3,-,12,12,5,85,90,102,-,3,3,-,29,29,32,1,-,1,5,67,72,73,-,12,12,10,135,145,157,-,6,6,4,41,45,51,-,3,3,3,48,51,54,-,2,2,2,18,20,22,-,7,7,4,30,34,41,-,3,3,3,32,35,38,-,14,14,11,92,103,117,-,3,3,2,53,55,58,-,11,11,7,82,89,100,-,15,15,13,149,162,177,-,1,1,-,2,2,3,-,-,-,1,-,1,1,-,-,-,-,1,1,1,2609
Educación media o secundaria alta,-,2,2,-,33,33,35,-,241,241,15,1336,1351,1592,-,16,16,-,90,90,106,-,13,13,-,36,36,49,-,66,66,11,648,659,725,1,834,835,18,3900,3918,4753,-,22,22,3,349,352,374,-,59,59,3,346,349,408,-,12,12,1,160,161,173,-,9,9,-,84,84,93,-,41,41,4,218,222,263,-,26,26,2,216,218,244,-,20,20,4,245,249,269,-,8,8,-,39,39,47,-,11,11,1,146,147,158,2,211,213,10,1461,1471,1684,-,3,3,-,15,15,18,-,1,1,-,14,14,15,-,54,54,1,327,328,382,-,12,12,2,147,149,161,-,37,37,5,410,415,452,-,69,69,6,485,491,560,-,29,29,4,261,265,294,-,33,33,2,306,308,341,-,8,8,3,85,88,96,-,21,21,4,150,154,175,-,41,41,2,243,245,286,1,84,85,7,575,582,667,-,10,10,1,156,157,167,-,77,77,7,539,546,623,-,104,104,6,1121,1127,1231,-,4,4,-,15,15,19,-,1,1,-,5,5,6,-,1,1,-,12,12,13,16479
Educación técnica profesional y tecnológica,-,2,2,-,23,23,25,-,103,103,-,744,744,847,-,9,9,-,59,59,68,-,4,4,-,23,23,27,-,29,29,-,440,440,469,-,273,273,-,1462,1462,1735,-,13,13,-,142,142,155,-,37,37,-,210,210,247,-,4,4,-,49,49,53,-,2,2,-,45,45,47,-,14,14,-,124,124,138,-,10,10,-,94,94,104,-,10,10,-,145,145,155,-,2,2,-,33,33,35,-,5,5,-,85,85,90,-,86,86,-,529,529,615,-,2,2,-,5,5,7,-,1,1,-,8,8,9,-,17,17,-,160,160,177,-,5,5,-,53,53,58,-,19,19,-,145,145,164,-,27,27,1,240,241,268,1,19,20,1,211,212,232,-,12,12,-,105,105,117,-,3,3,-,40,40,43,-,11,11,-,72,72,83,-,15,15,-,129,129,144,-,44,44,-,286,286,330,-,3,3,-,50,50,53,-,31,31,1,305,306,337,-,38,38,-,467,467,505,-,3,3,-,4,4,7,-,-,-,-,2,2,2,-,-,-,-,5,5,5,7351
Universitario,-,1,1,-,-,-,1,-,2,2,-,18,18,20,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,1,1,-,4,4,5,-,15,15,-,50,50,65,-,-,-,-,4,4,4,-,4,4,-,7,7,11,-,-,-,-,2,2,2,-,-,-,-,4,4,4,-,3,3,-,4,4,7,-,-,-,-,1,1,1,-,-,-,-,3,3,3,-,1,1,-,1,1,2,-,-,-,-,1,1,1,-,-,-,-,15,15,15,-,-,-,-,1,1,1,-,1,1,-,2,2,3,-,1,1,-,4,4,5,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,5,5,5,-,2,2,-,9,9,11,-,-,-,-,1,1,1,-,-,-,-,3,3,3,-,1,1,-,-,-,1,-,-,-,-,3,3,3,-,2,2,-,6,6,8,-,-,-,-,3,3,3,-,2,2,-,5,5,7,-,3,3,-,9,9,12,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,212
"Especialización, Maestría o equivalente",-,-,-,-,1,1,1,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3,3,4,-,9,9,-,21,21,30,-,-,-,-,1,1,1,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,1,1,-,2,2,3,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,3,3,-,6,6,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,2,2,2,-,-,-,-,3,3,3,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77
Doctorado o equivalente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Sin escolaridad,-,-,-,-,1,1,1,-,4,4,-,29,29,33,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,6,6,7,-,11,11,1,31,32,43,-,-,-,-,2,2,2,-,-,-,-,2,2,2,-,-,-,-,2,2,2,-,2,2,-,4,4,6,-,5,5,1,6,7,12,-,-,-,-,3,3,3,-,2,2,-,3,3,5,-,-,-,-,1,1,1,-,-,-,-,3,3,3,-,4,4,-,11,11,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,4,4,5,-,1,1,1,6,7,8,-,3,3,1,7,8,11,-,3,3,-,8,8,11,-,-,-,-,3,3,3,-,6,6,-,7,7,13,-,-,-,-,2,2,2,-,1,1,-,5,5,6,-,2,2,-,5,5,7,-,3,3,-,11,11,14,-,-,-,-,7,7,7,-,1,1,-,13,13,14,-,-,-,-,12,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,250
Sin información,-,-,-,-,-,-,-,-,23,23,1,63,64,87,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,3,3,4,-,10,10,1,24,25,35,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,2,2,4,26,30,32,-,5,5,-,11,11,16,-,2,2,-,1,1,3,-,2,2,1,10,11,13,-,-,-,-,-,-,-,-,2,2,-,27,27,29,-,10,10,-,31,31,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,5,5,6,-,-,-,-,-,-,-,-,1,1,-,10,10,11,-,7,7,-,16,16,23,-,-,-,-,-,-,-,-,3,3,-,13,13,16,-,1,1,-,3,3,4,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,11,11,3,40,43,54,-,-,-,-,-,-,-,-,6,6,-,20,20,26,-,1,1,-,7,7,8,-,-,-,-,5,5,5,-,-,-,-,-,-,-,-,-,-,-,1,1,1,420
TOTAL,-,9,9,2,104,106,115,1,531,532,89,3089,3178,3710,-,41,41,9,261,270,311,-,22,22,-,80,80,102,-,124,124,37,1363,1400,1524,3,1489,1492,97,6970,7067,8559,-,44,44,11,705,716,760,-,145,145,17,878,895,1040,-,28,28,11,292,303,331,-,22,22,13,250,263,285,-,104,104,12,552,564,668,-,57,57,9,474,483,540,-,53,53,16,577,593,646,-,12,12,1,97,98,110,-,21,21,8,373,381,402,3,480,483,49,2862,2911,3394,-,6,6,-,43,43,49,-,4,4,1,36,37,41,-,111,111,18,833,851,962,-,24,24,8,306,314,338,1,80,81,24,804,828,909,1,161,162,42,1134,1176,1338,1,74,75,15,693,708,783,-,81,81,8,639,647,728,-,17,17,12,208,220,237,1,52,53,17,324,341,394,1,83,84,10,539,549,633,2,238,240,43,1353,1396,1636,-,19,19,9,377,386,405,2,162,164,33,1301,1334,1498,-,205,205,29,2184,2213,2418,-,11,11,-,46,46,57,-,1,1,1,13,14,15,-,2,2,-,25,25,27,34965
VARIABLE: ESTADO CIVIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soltero (a),-,1,1,2,10,12,13,1,156,157,61,1288,1349,1506,-,10,10,4,82,86,96,-,8,8,-,44,44,52,-,31,31,12,433,445,476,3,595,598,87,3185,3272,3870,-,18,18,1,245,246,264,-,41,41,10,240,250,291,-,7,7,7,101,108,115,-,3,3,5,47,52,55,-,31,31,10,215,225,256,-,27,27,5,196,201,228,-,18,18,2,145,147,165,-,1,1,1,45,46,47,-,7,7,3,141,144,151,1,174,175,39,1095,1134,1309,-,2,2,-,11,11,13,-,1,1,-,19,19,20,-,33,33,9,217,226,259,-,9,9,3,82,85,94,1,21,22,13,205,218,240,1,59,60,28,519,547,607,1,14,15,12,212,224,239,-,18,18,1,70,71,89,-,6,6,5,63,68,74,1,29,30,14,183,197,227,1,32,33,5,228,233,266,2,60,62,19,394,413,475,-,6,6,2,86,88,94,1,45,46,19,370,389,435,-,80,80,15,1025,1040,1120,-,3,3,-,4,4,7,-,-,-,-,6,6,6,-,-,-,-,11,11,11,13170
Unión libre,-,5,5,-,85,85,90,-,254,254,27,1209,1236,1490,-,19,19,4,126,130,149,-,9,9,-,23,23,32,-,51,51,21,556,577,628,-,607,607,10,2699,2709,3316,-,16,16,10,331,341,357,-,70,70,7,412,419,489,-,12,12,4,127,131,143,-,13,13,5,112,117,130,-,49,49,1,237,238,287,-,19,19,3,218,221,240,-,23,23,11,310,321,344,-,6,6,-,43,43,49,-,8,8,4,181,185,193,2,210,212,9,1271,1280,1492,-,4,4,-,29,29,33,-,2,2,1,14,15,17,-,47,47,5,305,310,357,-,13,13,5,201,206,219,-,38,38,11,399,410,448,-,72,72,13,455,468,540,-,39,39,3,273,276,315,-,38,38,6,273,279,317,-,6,6,7,108,115,121,-,12,12,3,80,83,95,-,23,23,5,183,188,211,-,126,126,24,653,677,803,-,8,8,6,226,232,240,1,68,69,12,570,582,651,-,79,79,14,729,743,822,-,7,7,-,31,31,38,-,-,-,1,5,6,6,-,1,1,-,13,13,14,14676
