VIOLENCIA DE PAREJA EN COLOMBIA AÑO 2020 / DEPARTAMENTO DEL HECHO DANE,Amazonas,Amazonas.1,Amazonas.2,Amazonas.3,Amazonas.4,Amazonas.5,Amazonas.6,Antioquia,Antioquia.1,Antioquia.2,Antioquia.3,Antioquia.4,Antioquia.5,Antioquia.6,Arauca,Arauca.1,Arauca.2,Arauca.3,Arauca.4,Arauca.5,Arauca.6,"Archipiélago de San Andrés, Providencia y Santa Catalina","Archipiélago de San Andrés, Providencia y Santa Catalina.1","Archipiélago de San Andrés, Providencia y Santa Catalina.2","Archipiélago de San Andrés, Providencia y Santa Catalina.3","Archipiélago de San Andrés, Providencia y Santa Catalina.4","Archipiélago de San Andrés, Providencia y Santa Catalina.5","Archipiélago de San Andrés, Providencia y Santa Catalina.6",Atlántico,Atlántico.1,Atlántico.2,Atlántico.3,Atlántico.4,Atlántico.5,Atlántico.6,"Bogotá, D.C.","Bogotá, D.C..1","Bogotá, D.C..2","Bogotá, D.C..3","Bogotá, D.C..4","Bogotá, D.C..5","Bogotá, D.C..6",Bolívar,Bolívar.1,Bolívar.2,Bolívar.3,Bolívar.4,Bolívar.5,Bolívar.6,Boyacá,Boyacá.1,Boyacá.2,Boyacá.3,Boyacá.4,Boyacá.5,Boyacá.6,Caldas,Caldas.1,Caldas.2,Caldas.3,Caldas.4,Caldas.5,Caldas.6,Caquetá,Caquetá.1,Caquetá.2,Caquetá.3,Caquetá.4,Caquetá.5,Caquetá.6,Casanare,Casanare.1,Casanare.2,Casanare.3,Casanare.4,Casanare.5,Casanare.6,Cauca,Cauca.1,Cauca.2,Cauca.3,Cauca.4,Cauca.5,Cauca.6,Cesar,Cesar.1,Cesar.2,Cesar.3,Cesar.4,Cesar.5,Cesar.6,Chocó,Chocó.1,Chocó.2,Chocó.3,Chocó.4,Chocó.5,Chocó.6,Córdoba,Córdoba.1,Córdoba.2,Córdoba.3,Córdoba.4,Córdoba.5,Córdoba.6,Cundinamarca,Cundinamarca.1,Cundinamarca.2,Cundinamarca.3,Cundinamarca.4,Cundinamarca.5,Cundinamarca.6,Guainía,Guainía.1,Guainía.2,Guainía.3,Guainía.4,Guainía.5,Guainía.6,Guaviare,Guaviare.1,Guaviare.2,Guaviare.3,Guaviare.4,Guaviare.5,Guaviare.6,Huila,Huila.1,Huila.2,Huila.3,Huila.4,Huila.5,Huila.6,La Guajira,La Guajira.1,La Guajira.2,La Guajira.3,La Guajira.4,La Guajira.5,La Guajira.6,Magdalena,Magdalena.1,Magdalena.2,Magdalena.3,Magdalena.4,Magdalena.5,Magdalena.6,Meta,Meta.1,Meta.2,Meta.3,Meta.4,Meta.5,Meta.6,Nariño,Nariño.1,Nariño.2,Nariño.3,Nariño.4,Nariño.5,Nariño.6,Norte de Santander,Norte de Santander.1,Norte de Santander.2,Norte de Santander.3,Norte de Santander.4,Norte de Santander.5,Norte de Santander.6,Putumayo,Putumayo.1,Putumayo.2,Putumayo.3,Putumayo.4,Putumayo.5,Putumayo.6,Quindío,Quindío.1,Quindío.2,Quindío.3,Quindío.4,Quindío.5,Quindío.6,Risaralda,Risaralda.1,Risaralda.2,Risaralda.3,Risaralda.4,Risaralda.5,Risaralda.6,Santander,Santander.1,Santander.2,Santander.3,Santander.4,Santander.5,Santander.6,Sucre,Sucre.1,Sucre.2,Sucre.3,Sucre.4,Sucre.5,Sucre.6,Tolima,Tolima.1,Tolima.2,Tolima.3,Tolima.4,Tolima.5,Tolima.6,Valle del Cauca,Valle del Cauca.1,Valle del Cauca.2,Valle del Cauca.3,Valle del Cauca.4,Valle del Cauca.5,Valle del Cauca.6,Vaupés,Vaupés.1,Vaupés.2,Vaupés.3,Vaupés.4,Vaupés.5,Vaupés.6,CIFRA
(75 a 79),-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,4,4,-,6,6,10,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,21
(80 y más),-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,4,4,-,7,7,11,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,18
TOTAL,-,12,12,-,81,81,93,1,452,453,83,2717,2800,3253,-,60,60,14,286,300,360,-,12,12,-,65,65,77,-,87,87,19,1051,1070,1157,2,1533,1535,82,6757,6839,8374,-,44,44,27,512,539,583,1,121,122,23,815,838,960,-,20,20,6,223,229,249,-,18,18,10,211,221,239,2,89,91,22,496,518,609,-,61,61,16,521,537,598,-,23,23,6,340,346,369,-,12,12,6,118,124,136,-,14,14,10,249,259,273,-,371,371,58,2229,2287,2658,-,3,3,1,27,28,31,-,2,2,1,31,32,34,-,91,91,12,732,744,835,1,14,15,5,237,242,257,1,56,57,23,594,617,674,2,152,154,38,1060,1098,1252,-,64,64,7,585,592,656,-,56,56,11,581,592,648,1,20,21,11,189,200,221,-,56,56,14,319,333,389,-,57,57,10,452,462,519,1,210,211,24,1179,1203,1414,-,16,16,7,229,236,252,1,127,128,28,1091,1119,1247,1,217,218,29,1873,1902,2120,-,4,4,1,16,17,21,30558
VARIABLE: CICLO VITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(06 a 11) Infancia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
(12 a 17) Adolescencia,-,-,-,-,-,-,-,1,-,1,83,-,83,84,-,-,-,14,-,14,14,-,-,-,-,-,-,-,-,-,-,19,-,19,19,2,-,2,82,-,82,84,-,-,-,27,-,27,27,1,-,1,23,-,23,24,-,-,-,6,-,6,6,-,-,-,10,-,10,10,2,-,2,22,-,22,24,-,-,-,16,-,16,16,-,-,-,6,-,6,6,-,-,-,6,-,6,6,-,-,-,10,-,10,10,-,-,-,57,-,57,57,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,12,-,12,12,1,-,1,5,-,5,6,1,-,1,23,-,23,24,2,-,2,38,-,38,40,-,-,-,7,-,7,7,-,-,-,11,-,11,11,1,-,1,11,-,11,12,-,-,-,14,-,14,14,-,-,-,10,-,10,10,-,-,-,24,-,24,24,-,-,-,7,-,7,7,1,-,1,28,-,28,29,1,-,1,29,-,29,30,-,-,-,1,-,1,1,616
(18 a 28) Juventud,-,2,2,-,35,35,37,-,124,124,-,1162,1162,1286,-,22,22,-,148,148,170,-,3,3,-,32,32,35,-,20,20,-,436,436,456,-,407,407,-,3000,3000,3407,-,6,6,-,214,214,220,-,26,26,-,322,322,348,-,5,5,-,104,104,109,-,1,1,-,110,110,111,-,21,21,-,214,214,235,-,16,16,-,231,231,247,-,3,3,-,156,156,159,-,4,4,-,41,41,45,-,3,3,-,108,108,111,-,107,107,-,1000,1000,1107,-,-,-,-,12,12,12,-,-,-,-,14,14,14,-,25,25,-,334,334,359,-,5,5,-,125,125,130,-,15,15,-,286,286,301,-,52,52,-,456,456,508,-,15,15,-,234,234,249,-,11,11,-,233,233,244,-,6,6,-,80,80,86,-,16,16,-,131,131,147,-,11,11,-,201,201,212,-,55,55,-,519,519,574,-,4,4,-,101,101,105,-,41,41,-,481,481,522,-,64,64,-,780,780,844,-,3,3,-,10,10,13,12403
(29 a 59) Adultez,-,10,10,-,46,46,56,-,311,311,-,1510,1510,1821,-,36,36,-,136,136,172,-,9,9,-,33,33,42,-,59,59,-,604,604,663,-,1058,1058,-,3655,3655,4713,-,38,38,-,294,294,332,-,89,89,-,482,482,571,-,15,15,-,116,116,131,-,16,16,-,100,100,116,-,66,66,-,280,280,346,-,44,44,-,280,280,324,-,18,18,-,182,182,200,-,8,8,-,75,75,83,-,10,10,-,140,140,150,-,250,250,-,1198,1198,1448,-,3,3,-,15,15,18,-,2,2,-,17,17,19,-,62,62,-,395,395,457,-,9,9,-,110,110,119,-,36,36,-,305,305,341,-,96,96,-,593,593,689,-,48,48,-,342,342,390,-,40,40,-,344,344,384,-,14,14,-,105,105,119,-,36,36,-,182,182,218,-,44,44,-,241,241,285,-,148,148,-,647,647,795,-,11,11,-,127,127,138,-,79,79,-,593,593,672,-,135,135,-,1058,1058,1193,-,1,1,-,5,5,6,17011
(Más de 60) Adulto Mayor,-,-,-,-,-,-,-,-,17,17,-,45,45,62,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,8,8,-,11,11,19,-,68,68,-,102,102,170,-,-,-,-,4,4,4,-,6,6,-,11,11,17,-,-,-,-,3,3,3,-,1,1,-,1,1,2,-,2,2,-,2,2,4,-,1,1,-,10,10,11,-,2,2,-,2,2,4,-,-,-,-,2,2,2,-,1,1,-,1,1,2,-,14,14,-,31,31,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,3,3,7,-,-,-,-,2,2,2,-,5,5,-,3,3,8,-,4,4,-,11,11,15,-,1,1,-,9,9,10,-,5,5,-,4,4,9,-,-,-,-,4,4,4,-,4,4,-,6,6,10,-,2,2,-,10,10,12,-,7,7,-,13,13,20,-,1,1,-,1,1,2,-,7,7,-,17,17,24,-,18,18,-,35,35,53,-,-,-,-,1,1,1,526
TOTAL,-,12,12,-,81,81,93,1,452,453,83,2717,2800,3253,-,60,60,14,286,300,360,-,12,12,-,65,65,77,-,87,87,19,1051,1070,1157,2,1533,1535,82,6757,6839,8374,-,44,44,27,512,539,583,1,121,122,23,815,838,960,-,20,20,6,223,229,249,-,18,18,10,211,221,239,2,89,91,22,496,518,609,-,61,61,16,521,537,598,-,23,23,6,340,346,369,-,12,12,6,118,124,136,-,14,14,10,249,259,273,-,371,371,58,2229,2287,2658,-,3,3,1,27,28,31,-,2,2,1,31,32,34,-,91,91,12,732,744,835,1,14,15,5,237,242,257,1,56,57,23,594,617,674,2,152,154,38,1060,1098,1252,-,64,64,7,585,592,656,-,56,56,11,581,592,648,1,20,21,11,189,200,221,-,56,56,14,319,333,389,-,57,57,10,452,462,519,1,210,211,24,1179,1203,1414,-,16,16,7,229,236,252,1,127,128,28,1091,1119,1247,1,217,218,29,1873,1902,2120,-,4,4,1,16,17,21,30558
VARIABLE: ESCOLARIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Educación inicial y educación preescolar,-,-,-,-,4,4,4,-,31,31,4,123,127,158,-,9,9,4,16,20,29,-,-,-,-,1,1,1,-,3,3,1,29,30,33,-,48,48,1,154,155,203,-,2,2,-,14,14,16,-,3,3,1,64,65,68,-,2,2,-,15,15,17,-,2,2,-,14,14,16,-,4,4,2,29,31,35,-,4,4,-,50,50,54,-,1,1,-,13,13,14,-,2,2,-,13,13,15,-,-,-,1,17,18,18,-,27,27,3,87,90,117,-,-,-,-,-,-,-,-,-,-,-,5,5,5,-,9,9,1,44,45,54,-,-,-,1,16,17,17,-,4,4,1,29,30,34,-,12,12,3,48,51,63,-,6,6,-,27,27,33,-,13,13,-,45,45,58,-,1,1,-,28,28,29,-,2,2,-,15,15,17,-,3,3,1,26,27,30,-,13,13,-,59,59,72,-,-,-,-,10,10,10,-,11,11,3,66,69,80,-,12,12,-,80,80,92,-,-,-,1,3,4,4,1396
Educación básica primaria,-,1,1,-,19,19,20,-,90,90,46,506,552,642,-,10,10,9,64,73,83,-,2,2,-,7,7,9,-,9,9,7,127,134,143,2,241,243,45,852,897,1140,-,8,8,9,88,97,105,-,28,28,13,169,182,210,-,3,3,3,42,45,48,-,4,4,7,68,75,79,1,27,28,14,94,108,136,-,9,9,6,95,101,110,-,5,5,3,55,58,63,-,-,-,3,13,16,16,-,1,1,5,40,45,46,-,66,66,24,465,489,555,-,-,-,-,7,7,7,-,-,-,1,5,6,6,-,22,22,8,172,180,202,1,3,4,1,50,51,55,1,9,10,6,93,99,109,1,30,31,20,171,191,222,-,10,10,3,115,118,128,-,9,9,8,116,124,133,1,4,5,9,40,49,54,-,9,9,9,55,64,73,-,9,9,6,73,79,88,1,53,54,13,227,240,294,-,3,3,6,50,56,59,-,29,29,13,235,248,277,1,40,41,16,311,327,368,-,1,1,-,2,2,3,5483
Educación básica secundaria o secundaria baja,-,2,2,-,15,15,17,1,33,34,26,223,249,283,-,7,7,1,26,27,34,-,2,2,-,4,4,6,-,3,3,6,78,84,87,-,94,94,25,445,470,564,-,6,6,8,27,35,41,1,10,11,8,65,73,84,-,2,2,2,20,22,24,-,2,2,2,20,22,24,1,7,8,2,43,45,53,-,-,-,5,38,43,43,-,-,-,2,25,27,27,-,-,-,1,6,7,7,-,1,1,2,16,18,19,-,25,25,16,168,184,209,-,-,-,1,5,6,6,-,-,-,-,1,1,1,-,7,7,2,86,88,95,-,-,-,2,6,8,8,-,4,4,13,58,71,75,1,10,11,9,85,94,105,-,2,2,2,36,38,40,-,1,1,3,47,50,51,-,-,-,1,16,17,17,-,5,5,3,31,34,39,-,6,6,1,35,36,42,-,17,17,8,114,122,139,-,1,1,1,22,23,24,-,3,3,6,108,114,117,-,12,12,9,145,154,166,-,-,-,-,3,3,3,2450
Educación media o secundaria alta,-,5,5,-,25,25,30,-,194,194,6,1170,1176,1370,-,14,14,-,124,124,138,-,7,7,-,35,35,42,-,33,33,4,519,523,556,-,787,787,11,3670,3681,4468,-,21,21,10,288,298,319,-,47,47,1,314,315,362,-,10,10,1,119,120,130,-,4,4,1,69,70,74,-,30,30,3,220,223,253,-,35,35,5,238,243,278,-,13,13,1,145,146,159,-,6,6,1,53,54,60,-,4,4,1,92,93,97,-,179,179,12,1046,1058,1237,-,2,2,-,10,10,12,-,1,1,-,11,11,12,-,38,38,1,300,301,339,-,8,8,1,111,112,120,-,25,25,2,316,318,343,-,61,61,5,496,501,562,-,25,25,2,222,224,249,-,21,21,-,255,255,276,-,10,10,-,73,73,83,-,24,24,2,150,152,176,-,30,30,2,223,225,255,-,78,78,3,499,502,580,-,6,6,-,117,117,123,-,52,52,4,446,450,502,-,100,100,4,927,931,1031,-,2,2,-,6,6,8,14244
Educación técnica profesional y tecnológica,-,4,4,-,17,17,21,-,82,82,-,611,611,693,-,17,17,-,51,51,68,-,1,1,-,17,17,18,-,35,35,-,277,277,312,-,311,311,-,1506,1506,1817,-,6,6,-,87,87,93,-,27,27,-,185,185,212,-,2,2,-,22,22,24,-,5,5,-,27,27,32,-,17,17,-,97,97,114,-,11,11,-,94,94,105,-,1,1,-,93,93,94,-,4,4,-,29,29,33,-,7,7,-,44,44,51,-,58,58,1,384,385,443,-,1,1,-,5,5,6,-,-,-,-,7,7,7,-,13,13,-,120,120,133,-,1,1,-,52,52,53,-,10,10,-,87,87,97,-,30,30,1,242,243,273,-,18,18,-,167,167,185,-,11,11,-,107,107,118,-,5,5,1,25,26,31,-,12,12,-,58,58,70,-,8,8,-,85,85,93,-,36,36,-,249,249,285,-,3,3,-,28,28,31,-,25,25,-,202,202,227,-,49,49,-,384,384,433,-,-,-,-,-,-,-,6172
Universitario,-,-,-,-,1,1,1,-,6,6,-,17,17,23,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,4,4,4,-,27,27,-,66,66,93,-,1,1,-,-,-,1,-,3,3,-,7,7,10,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,6,6,-,8,8,14,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,-,-,-,5,5,5,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,1,1,-,4,4,5,-,1,1,-,10,10,11,-,-,-,-,1,1,1,-,-,-,-,4,4,4,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,1,1,-,2,2,3,-,2,2,-,1,1,3,-,1,1,-,8,8,9,-,-,-,-,7,7,7,-,1,1,-,-,-,1,214
"Especialización, maestría o equivalente",-,-,-,-,-,-,-,-,2,2,-,4,4,6,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,2,2,2,-,8,8,-,19,19,27,-,-,-,-,2,2,2,-,1,1,-,5,5,6,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,8,8,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,3,3,-,8,8,11,-,-,-,-,-,-,-,81
Doctorado o equivalente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
Sin escolaridad,-,-,-,-,-,-,-,-,3,3,-,24,24,27,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,1,1,-,6,6,7,-,6,6,-,29,29,35,-,-,-,-,6,6,6,-,2,2,-,5,5,7,-,-,-,-,2,2,2,-,1,1,-,5,5,6,-,2,2,-,2,2,4,-,-,-,-,4,4,4,-,2,2,-,7,7,9,-,-,-,1,4,5,5,-,-,-,-,-,-,-,-,1,1,-,14,14,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,2,2,2,-,1,1,-,2,2,3,-,1,1,-,3,3,4,-,1,1,-,7,7,8,-,-,-,-,3,3,3,-,-,-,-,2,2,2,-,3,3,-,1,1,4,-,1,1,-,4,4,5,-,3,3,-,6,6,9,-,1,1,-,1,1,2,1,1,2,-,10,10,12,-,1,1,-,11,11,12,-,-,-,-,-,-,-,199
Sin información,-,-,-,-,-,-,-,-,11,11,1,39,40,51,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,3,3,1,9,10,13,-,11,11,-,15,15,26,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,2,2,3,-,-,-,-,7,7,7,-,1,1,1,8,9,10,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,1,36,37,38,-,8,8,2,49,51,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,1,1,-,-,-,1,-,1,1,1,8,9,10,-,6,6,-,11,11,17,-,-,-,-,-,-,-,-,-,-,-,7,7,7,-,-,-,-,1,1,1,-,1,1,-,9,9,10,-,-,-,-,3,3,3,-,9,9,-,22,22,31,-,-,-,-,-,-,-,-,4,4,2,13,15,19,-,-,-,-,-,-,-,-,-,-,-,2,2,2,315
TOTAL,-,12,12,-,81,81,93,1,452,453,83,2717,2800,3253,-,60,60,14,286,300,360,-,12,12,-,65,65,77,-,87,87,19,1051,1070,1157,2,1533,1535,82,6757,6839,8374,-,44,44,27,512,539,583,1,121,122,23,815,838,960,-,20,20,6,223,229,249,-,18,18,10,211,221,239,2,89,91,22,496,518,609,-,61,61,16,521,537,598,-,23,23,6,340,346,369,-,12,12,6,118,124,136,-,14,14,10,249,259,273,-,371,371,58,2229,2287,2658,-,3,3,1,27,28,31,-,2,2,1,31,32,34,-,91,91,12,732,744,835,1,14,15,5,237,242,257,1,56,57,23,594,617,674,2,152,154,38,1060,1098,1252,-,64,64,7,585,592,656,-,56,56,11,581,592,648,1,20,21,11,189,200,221,-,56,56,14,319,333,389,-,57,57,10,452,462,519,1,210,211,24,1179,1203,1414,-,16,16,7,229,236,252,1,127,128,28,1091,1119,1247,1,217,218,29,1873,1902,2120,-,4,4,1,16,17,21,30558
VARIABLE: ESTADO CIVIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soltero (a),-,1,1,-,5,5,6,1,138,139,58,1019,1077,1216,-,20,20,6,75,81,101,-,4,4,-,31,31,35,-,12,12,7,246,253,265,1,534,535,61,2803,2864,3399,-,13,13,11,155,166,179,1,31,32,6,180,186,218,-,8,8,6,87,93,101,-,1,1,5,28,33,34,2,25,27,14,157,171,198,-,20,20,12,215,227,247,-,2,2,1,100,101,103,-,6,6,4,51,55,61,-,4,4,3,60,63,67,-,109,109,39,674,713,822,-,-,-,-,13,13,13,-,2,2,-,8,8,10,-,14,14,4,113,117,131,1,5,6,2,58,60,66,-,12,12,10,128,138,150,1,56,57,19,453,472,529,-,23,23,7,196,203,226,-,8,8,6,85,91,99,1,4,5,6,41,47,52,-,25,25,12,154,166,191,-,11,11,5,160,165,176,1,55,56,12,323,335,391,-,3,3,4,55,59,62,1,26,27,12,227,239,266,-,70,70,17,742,759,829,-,1,1,-,-,-,1,10244
Unión libre,-,10,10,-,70,70,80,-,217,217,22,1153,1175,1392,-,30,30,7,155,162,192,-,6,6,-,26,26,32,-,42,42,11,525,536,578,1,687,688,20,2777,2797,3485,-,23,23,14,264,278,301,-,54,54,16,417,433,487,-,8,8,-,86,86,94,-,9,9,2,103,105,114,-,42,42,6,235,241,283,-,28,28,4,210,214,242,-,14,14,4,159,163,177,-,4,4,2,56,58,62,-,5,5,6,140,146,151,-,190,190,17,1127,1144,1334,-,2,2,1,12,13,15,-,-,-,1,20,21,21,-,36,36,5,303,308,344,-,8,8,3,153,156,164,-,31,31,11,331,342,373,1,66,67,18,430,448,515,-,24,24,-,220,220,244,-,24,24,5,233,238,262,-,13,13,4,106,110,123,-,22,22,2,100,102,124,-,29,29,5,180,185,214,-,110,110,12,544,556,666,-,8,8,3,123,126,134,-,65,65,12,528,540,605,1,95,96,11,738,749,845,-,3,3,1,12,13,16,13669
Casado (a),-,-,-,-,3,3,3,-,67,67,1,351,352,419,-,5,5,-,31,31,36,-,1,1,-,7,7,8,-,20,20,-,131,131,151,-,224,224,-,821,821,1045,-,4,4,-,46,46,50,-,21,21,-,149,149,170,-,3,3,-,36,36,39,-,5,5,-,11,11,16,-,12,12,-,69,69,81,-,13,13,-,60,60,73,-,3,3,-,31,31,34,-,2,2,-,5,5,7,-,3,3,-,25,25,28,-,44,44,-,265,265,309,-,1,1,-,1,1,2,-,-,-,-,3,3,3,-,14,14,-,108,108,122,-,1,1,-,16,16,17,-,4,4,-,34,34,38,-,18,18,-,109,109,127,-,6,6,-,87,87,93,-,11,11,-,93,93,104,-,1,1,-,20,20,21,-,6,6,-,27,27,33,-,7,7,-,53,53,60,-,31,31,-,172,172,203,-,3,3,-,20,20,23,-,10,10,-,128,128,138,-,39,39,-,194,194,233,-,-,-,-,-,-,-,3686
"Separado (a), Divorciado (a)",-,1,1,-,3,3,4,-,27,27,1,178,179,206,-,4,4,1,25,26,30,-,1,1,-,1,1,2,-,11,11,1,147,148,159,-,82,82,1,337,338,420,-,4,4,2,47,49,53,-,15,15,-,69,69,84,-,1,1,-,12,12,13,-,3,3,3,68,71,74,-,8,8,2,34,36,44,-,-,-,-,35,35,35,-,4,4,1,50,51,55,-,-,-,-,6,6,6,-,1,1,-,17,17,18,-,23,23,1,154,155,178,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,27,27,3,207,210,237,-,-,-,-,10,10,10,1,9,10,2,98,100,110,-,10,10,1,60,61,71,-,10,10,-,80,80,90,-,13,13,-,167,167,180,-,2,2,1,21,22,24,-,2,2,-,25,25,27,-,10,10,-,55,55,65,-,11,11,-,126,126,137,-,1,1,-,30,30,31,-,24,24,3,200,203,227,-,13,13,1,197,198,211,-,-,-,-,2,2,2,2804
