Departamento,Municipio,CÓDIGOS DIVIPOLA,SEXO,VARIABLE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),00:00 a 02:59,03:00 a 05:59,06:00 a 08:59,09:00 a 11:59,12:00 a 14:59,15:00 a 17:59,18:00 a 20:59,21:00 a 23:59,Sin información,TOTAL
Antioquia , San Luis,5660.0,Hombre,Mayores de Edad (>18 años), - , - , 2 , 1 , 1 , - , - , 1 , 2 , 7 
Antioquia , San Luis,5660.0,HOMBRE,TOTAL, - , - , 2 , 1 , 1 , - , - , 1 , 2 , 7 
Antioquia , San Luis,5660.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Luis,5660.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Luis,5660.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , San Luis,5660.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Luis,5660.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Luis,5660.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , San Luis,5660.0,TOTAL,, - , - , 2 , 1 , 1 , - , - , 1 , 2 , 7 
Antioquia , San Pedro de los Milagros,5664.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , San Pedro de los Milagros,5664.0,Hombre,Mayores de Edad (>18 años), - , 1 , - , - , - , 1 , - , 1 , 4 , 7 
Antioquia , San Pedro de los Milagros,5664.0,HOMBRE,TOTAL, - , 1 , - , - , - , 1 , - , 1 , 5 , 8 
Antioquia , San Pedro de los Milagros,5664.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Pedro de los Milagros,5664.0,Mujer,Mayores de Edad (>18 años), - , - , 1 , - , - , - , - , - , - , 1 
Antioquia , San Pedro de los Milagros,5664.0,MUJER,TOTAL, - , - , 1 , - , - , - , - , - , - , 1 
Antioquia , San Pedro de los Milagros,5664.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Pedro de los Milagros,5664.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Pedro de los Milagros,5664.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , San Pedro de los Milagros,5664.0,TOTAL,, - , 1 , 1 , - , - , 1 , - , 1 , 5 , 9 
Antioquia , San Rafael,5667.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Rafael,5667.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , 2 , 3 , 1 , 6 
Antioquia , San Rafael,5667.0,HOMBRE,TOTAL, - , - , - , - , - , - , 2 , 3 , 1 , 6 
Antioquia , San Rafael,5667.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Rafael,5667.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , San Rafael,5667.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , San Rafael,5667.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Rafael,5667.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Rafael,5667.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , San Rafael,5667.0,TOTAL,, - , - , - , - , - , - , 2 , 3 , 2 , 7 
Antioquia , San Roque,5670.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Roque,5670.0,Hombre,Mayores de Edad (>18 años), - , - , - , 2 , - , - , 1 , 1 , 1 , 5 
Antioquia , San Roque,5670.0,HOMBRE,TOTAL, - , - , - , 2 , - , - , 1 , 1 , 1 , 5 
Antioquia , San Roque,5670.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , 1 , - , - , - , 1 
Antioquia , San Roque,5670.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , 1 , 1 , 1 , 3 
Antioquia , San Roque,5670.0,MUJER,TOTAL, - , - , - , - , - , 1 , 1 , 1 , 1 , 4 
Antioquia , San Roque,5670.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Roque,5670.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Roque,5670.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , San Roque,5670.0,TOTAL,, - , - , - , 2 , - , 1 , 2 , 2 , 2 , 9 
Antioquia , San Vicente Ferrer,5674.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Vicente Ferrer,5674.0,Hombre,Mayores de Edad (>18 años), - , 2 , - , - , - , - , 1 , - , 1 , 4 
Antioquia , San Vicente Ferrer,5674.0,HOMBRE,TOTAL, - , 2 , - , - , - , - , 1 , - , 1 , 4 
Antioquia , San Vicente Ferrer,5674.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Vicente Ferrer,5674.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Vicente Ferrer,5674.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , San Vicente Ferrer,5674.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Vicente Ferrer,5674.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , San Vicente Ferrer,5674.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , San Vicente Ferrer,5674.0,TOTAL,, - , 2 , - , - , - , - , 1 , - , 1 , 4 
Antioquia , Santa Bárbara,5679.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Bárbara,5679.0,Hombre,Mayores de Edad (>18 años), - , - , - , 1 , - , - , 2 , 2 , 4 , 9 
Antioquia , Santa Bárbara,5679.0,HOMBRE,TOTAL, - , - , - , 1 , - , - , 2 , 2 , 4 , 9 
Antioquia , Santa Bárbara,5679.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Bárbara,5679.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Bárbara,5679.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Bárbara,5679.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Bárbara,5679.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Bárbara,5679.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Bárbara,5679.0,TOTAL,, - , - , - , 1 , - , - , 2 , 2 , 4 , 9 
Antioquia , Santa Fé de Antioquia,5042.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Fé de Antioquia,5042.0,Hombre,Mayores de Edad (>18 años), 1 , - , - , - , 1 , 1 , 1 , 1 , 1 , 6 
Antioquia , Santa Fé de Antioquia,5042.0,HOMBRE,TOTAL, 1 , - , - , - , 1 , 1 , 1 , 1 , 1 , 6 
Antioquia , Santa Fé de Antioquia,5042.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Fé de Antioquia,5042.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Santa Fé de Antioquia,5042.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Santa Fé de Antioquia,5042.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Fé de Antioquia,5042.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Fé de Antioquia,5042.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Fé de Antioquia,5042.0,TOTAL,, 1 , - , - , - , 1 , 1 , 1 , 1 , 2 , 7 
Antioquia , Santa Rosa de Osos,5686.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Rosa de Osos,5686.0,Hombre,Mayores de Edad (>18 años), 1 , - , 1 , - , - , 1 , - , - , 4 , 7 
Antioquia , Santa Rosa de Osos,5686.0,HOMBRE,TOTAL, 1 , - , 1 , - , - , 1 , - , - , 4 , 7 
Antioquia , Santa Rosa de Osos,5686.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Rosa de Osos,5686.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Rosa de Osos,5686.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Rosa de Osos,5686.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Rosa de Osos,5686.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Rosa de Osos,5686.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Santa Rosa de Osos,5686.0,TOTAL,, 1 , - , 1 , - , - , 1 , - , - , 4 , 7 
Antioquia , Santo Domingo,5690.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santo Domingo,5690.0,Hombre,Mayores de Edad (>18 años), - , - , - , 1 , 1 , - , - , 1 , 1 , 4 
Antioquia , Santo Domingo,5690.0,HOMBRE,TOTAL, - , - , - , 1 , 1 , - , - , 1 , 1 , 4 
Antioquia , Santo Domingo,5690.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santo Domingo,5690.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santo Domingo,5690.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Santo Domingo,5690.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santo Domingo,5690.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Santo Domingo,5690.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Santo Domingo,5690.0,TOTAL,, - , - , - , 1 , 1 , - , - , 1 , 1 , 4 
Antioquia , Segovia,5736.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , 1 , 1 , 1 , 3 
Antioquia , Segovia,5736.0,Hombre,Mayores de Edad (>18 años), 2 , - , 1 , 1 , 5 , 6 , 10 , 4 , 22 , 51 
Antioquia , Segovia,5736.0,HOMBRE,TOTAL, 2 , - , 1 , 1 , 5 , 6 , 11 , 5 , 23 , 54 
Antioquia , Segovia,5736.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Segovia,5736.0,Mujer,Mayores de Edad (>18 años), - , - , - , 1 , - , - , - , 1 , - , 2 
Antioquia , Segovia,5736.0,MUJER,TOTAL, - , - , - , 1 , - , - , - , 1 , - , 2 
Antioquia , Segovia,5736.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Segovia,5736.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Segovia,5736.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Segovia,5736.0,TOTAL,, 2 , - , 1 , 2 , 5 , 6 , 11 , 6 , 23 , 56 
Antioquia , Sonsón,5756.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , 1 , - , - , 1 
Antioquia , Sonsón,5756.0,Hombre,Mayores de Edad (>18 años), 1 , 1 , 2 , - , 1 , - , 3 , 2 , 3 , 13 
Antioquia , Sonsón,5756.0,HOMBRE,TOTAL, 1 , 1 , 2 , - , 1 , - , 4 , 2 , 3 , 14 
Antioquia , Sonsón,5756.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Sonsón,5756.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Sonsón,5756.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Sonsón,5756.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Sonsón,5756.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Sonsón,5756.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Sonsón,5756.0,TOTAL,, 1 , 1 , 2 , - , 1 , - , 4 , 2 , 3 , 14 
Antioquia , Sopetrán,5761.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Sopetrán,5761.0,Hombre,Mayores de Edad (>18 años), - , - , 1 , 1 , - , - , - , 2 , - , 4 
Antioquia , Sopetrán,5761.0,HOMBRE,TOTAL, - , - , 1 , 1 , - , - , - , 2 , - , 4 
Antioquia , Sopetrán,5761.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Sopetrán,5761.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Sopetrán,5761.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Sopetrán,5761.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Sopetrán,5761.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Sopetrán,5761.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Sopetrán,5761.0,TOTAL,, - , - , 1 , 1 , - , - , - , 2 , - , 4 
Antioquia , Támesis,5789.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Támesis,5789.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , 3 , - , - , - , 3 
Antioquia , Támesis,5789.0,HOMBRE,TOTAL, - , - , - , - , - , 3 , - , - , - , 3 
Antioquia , Támesis,5789.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Támesis,5789.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Támesis,5789.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Támesis,5789.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Támesis,5789.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Támesis,5789.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Támesis,5789.0,TOTAL,, - , - , - , - , - , 3 , - , - , - , 3 
Antioquia , Tarazá,5790.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , 3 , - , 3 
Antioquia , Tarazá,5790.0,Hombre,Mayores de Edad (>18 años), 3 , 2 , 2 , 7 , 3 , 6 , 8 , 13 , 15 , 59 
Antioquia , Tarazá,5790.0,HOMBRE,TOTAL, 3 , 2 , 2 , 7 , 3 , 6 , 8 , 16 , 15 , 62 
Antioquia , Tarazá,5790.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Tarazá,5790.0,Mujer,Mayores de Edad (>18 años), 1 , - , - , - , - , 1 , 1 , - , 2 , 5 
Antioquia , Tarazá,5790.0,MUJER,TOTAL, 1 , - , - , - , - , 1 , 1 , - , 2 , 5 
Antioquia , Tarazá,5790.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Tarazá,5790.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Tarazá,5790.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Tarazá,5790.0,TOTAL,, 4 , 2 , 2 , 7 , 3 , 7 , 9 , 16 , 17 , 67 
Antioquia , Tarso,5792.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Tarso,5792.0,Hombre,Mayores de Edad (>18 años), 1 , - , - , - , - , - , - , 2 , - , 3 
Antioquia , Tarso,5792.0,HOMBRE,TOTAL, 1 , - , - , - , - , - , - , 2 , - , 3 
Antioquia , Tarso,5792.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Tarso,5792.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Tarso,5792.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Tarso,5792.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Tarso,5792.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Tarso,5792.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Tarso,5792.0,TOTAL,, 1 , - , - , - , - , - , - , 2 , - , 3 
Antioquia , Titiribí,5809.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Titiribí,5809.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , 1 , - , 1 
Antioquia , Titiribí,5809.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , 1 , - , 1 
Antioquia , Titiribí,5809.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Titiribí,5809.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Titiribí,5809.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Titiribí,5809.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Titiribí,5809.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Titiribí,5809.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Titiribí,5809.0,TOTAL,, - , - , - , - , - , - , - , 1 , - , 1 
Antioquia , Toledo,5819.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Toledo,5819.0,Hombre,Mayores de Edad (>18 años), 1 , - , - , - , - , - , 2 , - , - , 3 
Antioquia , Toledo,5819.0,HOMBRE,TOTAL, 1 , - , - , - , - , - , 2 , - , - , 3 
Antioquia , Toledo,5819.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Toledo,5819.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Toledo,5819.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Toledo,5819.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Toledo,5819.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Toledo,5819.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Toledo,5819.0,TOTAL,, 1 , - , - , - , - , - , 2 , - , - , 3 
Antioquia , Turbo,5837.0,Hombre,Menores de Edad (<18 años), 1 , 1 , - , 1 , 1 , 1 , - , - , 1 , 6 
Antioquia , Turbo,5837.0,Hombre,Mayores de Edad (>18 años), 2 , 4 , 2 , 2 , 4 , 7 , 6 , 4 , 17 , 48 
Antioquia , Turbo,5837.0,HOMBRE,TOTAL, 3 , 5 , 2 , 3 , 5 , 8 , 6 , 4 , 18 , 54 
Antioquia , Turbo,5837.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , 1 , - , 1 
Antioquia , Turbo,5837.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Turbo,5837.0,MUJER,TOTAL, - , - , - , - , - , - , - , 1 , 1 , 2 
Antioquia , Turbo,5837.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Turbo,5837.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Turbo,5837.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Turbo,5837.0,TOTAL,, 3 , 5 , 2 , 3 , 5 , 8 , 6 , 5 , 19 , 56 
Antioquia , Uramita,5842.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Uramita,5842.0,Hombre,Mayores de Edad (>18 años), - , - , 3 , - , - , 1 , - , - , 1 , 5 
Antioquia , Uramita,5842.0,HOMBRE,TOTAL, - , - , 3 , - , - , 1 , - , - , 1 , 5 
Antioquia , Uramita,5842.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Uramita,5842.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Uramita,5842.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Uramita,5842.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Uramita,5842.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Uramita,5842.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Uramita,5842.0,TOTAL,, - , - , 3 , - , - , 1 , - , - , 1 , 5 
Antioquia , Urrao,5847.0,Hombre,Menores de Edad (<18 años), - , - , - , - , 1 , - , - , 1 , - , 2 
Antioquia , Urrao,5847.0,Hombre,Mayores de Edad (>18 años), 3 , 3 , 2 , 1 , 1 , - , 8 , 4 , 4 , 26 
Antioquia , Urrao,5847.0,HOMBRE,TOTAL, 3 , 3 , 2 , 1 , 2 , - , 8 , 5 , 4 , 28 
Antioquia , Urrao,5847.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , 1 , - , - , 1 
Antioquia , Urrao,5847.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , 1 , - , 1 , 2 
Antioquia , Urrao,5847.0,MUJER,TOTAL, - , - , - , - , - , - , 2 , - , 1 , 3 
Antioquia , Urrao,5847.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Urrao,5847.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Urrao,5847.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Urrao,5847.0,TOTAL,, 3 , 3 , 2 , 1 , 2 , - , 10 , 5 , 5 , 31 
Antioquia , Valdivia,5854.0,Hombre,Menores de Edad (<18 años), 1 , - , - , - , - , - , - , - , - , 1 
Antioquia , Valdivia,5854.0,Hombre,Mayores de Edad (>18 años), - , 1 , 1 , 1 , 1 , 1 , - , - , 2 , 7 
Antioquia , Valdivia,5854.0,HOMBRE,TOTAL, 1 , 1 , 1 , 1 , 1 , 1 , - , - , 2 , 8 
Antioquia , Valdivia,5854.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Valdivia,5854.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Valdivia,5854.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Valdivia,5854.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Valdivia,5854.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Valdivia,5854.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Valdivia,5854.0,TOTAL,, 1 , 1 , 1 , 1 , 1 , 1 , - , - , 2 , 8 
Antioquia , Valparaíso,5856.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Valparaíso,5856.0,Hombre,Mayores de Edad (>18 años), 1 , - , - , - , - , - , - , 1 , 1 , 3 
Antioquia , Valparaíso,5856.0,HOMBRE,TOTAL, 1 , - , - , - , - , - , - , 1 , 1 , 3 
Antioquia , Valparaíso,5856.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Valparaíso,5856.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Valparaíso,5856.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Valparaíso,5856.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Valparaíso,5856.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Valparaíso,5856.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Valparaíso,5856.0,TOTAL,, 1 , - , - , - , - , - , - , 1 , 1 , 3 
Antioquia , Vegachí,5858.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Vegachí,5858.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , 1 , 2 , 1 , - , 4 
Antioquia , Vegachí,5858.0,HOMBRE,TOTAL, - , - , - , - , - , 1 , 2 , 1 , 1 , 5 
Antioquia , Vegachí,5858.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , 1 , - , 1 
Antioquia , Vegachí,5858.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Vegachí,5858.0,MUJER,TOTAL, - , - , - , - , - , - , - , 1 , - , 1 
Antioquia , Vegachí,5858.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Vegachí,5858.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Vegachí,5858.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Vegachí,5858.0,TOTAL,, - , - , - , - , - , 1 , 2 , 2 , 1 , 6 
Antioquia , Venecia,5861.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , 1 , - , - , 1 
Antioquia , Venecia,5861.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , 2 , 1 , 5 , 8 
Antioquia , Venecia,5861.0,HOMBRE,TOTAL, - , - , - , - , - , - , 3 , 1 , 5 , 9 
Antioquia , Venecia,5861.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Venecia,5861.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Venecia,5861.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
