Departamento , MUNICIPIO DEL HECHO DANE,CÓDIGOS DIVIPOLA,SEXO,VARIABLE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Brasil,Chile,Colombia,Cuba,Ecuador,España,Estados Unidos,Italia,México,Reino Unido,Venezuela,TOTAL
Antioquia , Turbo,5837.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Turbo,5837.0,Mujer,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Turbo,5837.0,MUJER,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Turbo,5837.0,TOTAL,, -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Antioquia , Uramita,5842.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Uramita,5842.0,Hombre,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Uramita,5842.0,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Uramita,5842.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Uramita,5842.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Uramita,5842.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Uramita,5842.0,TOTAL,, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Urrao,5847.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Urrao,5847.0,Hombre,Mayores de Edad (>18 años), -   , -   , 9 , -   , -   , -   , -   , -   , -   , -   , -   , 9 
Antioquia , Urrao,5847.0,HOMBRE,TOTAL, -   , -   , 9 , -   , -   , -   , -   , -   , -   , -   , -   , 9 
Antioquia , Urrao,5847.0,Mujer,Menores de Edad (<18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Urrao,5847.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Urrao,5847.0,MUJER,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Urrao,5847.0,TOTAL,, -   , -   , 10 , -   , -   , -   , -   , -   , -   , -   , -   , 10 
Antioquia , Venecia,5861.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Venecia,5861.0,Hombre,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Venecia,5861.0,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Venecia,5861.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Venecia,5861.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Venecia,5861.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Venecia,5861.0,TOTAL,, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Yarumal,5887.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Yarumal,5887.0,Hombre,Mayores de Edad (>18 años), -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Antioquia , Yarumal,5887.0,HOMBRE,TOTAL, -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Antioquia , Yarumal,5887.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Yarumal,5887.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Yarumal,5887.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Yarumal,5887.0,TOTAL,, -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Antioquia , Yolombó,5890.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Yolombó,5890.0,Hombre,Mayores de Edad (>18 años), -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Antioquia , Yolombó,5890.0,HOMBRE,TOTAL, -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Antioquia , Yolombó,5890.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Yolombó,5890.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Yolombó,5890.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Yolombó,5890.0,TOTAL,, -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Antioquia , Yondó,5893.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Yondó,5893.0,Hombre,Mayores de Edad (>18 años), -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Antioquia , Yondó,5893.0,HOMBRE,TOTAL, -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Antioquia , Yondó,5893.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Yondó,5893.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Yondó,5893.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Yondó,5893.0,TOTAL,, -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Arauca , Arauca,81001.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Arauca , Arauca,81001.0,Hombre,Mayores de Edad (>18 años), -   , -   , 5 , -   , -   , -   , -   , -   , -   , -   , -   , 5 
Arauca , Arauca,81001.0,HOMBRE,TOTAL, -   , -   , 5 , -   , -   , -   , -   , -   , -   , -   , -   , 5 
Arauca , Arauca,81001.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Arauca , Arauca,81001.0,Mujer,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , 2 
Arauca , Arauca,81001.0,MUJER,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , 2 
Arauca , Arauca,81001.0,TOTAL,, -   , -   , 6 , -   , -   , -   , -   , -   , -   , -   , 1 , 7 
Arauca , Arauquita,81065.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Arauca , Arauquita,81065.0,Hombre,Mayores de Edad (>18 años), -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Arauca , Arauquita,81065.0,HOMBRE,TOTAL, -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Arauca , Arauquita,81065.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Arauca , Arauquita,81065.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Arauca , Arauquita,81065.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Arauca , Arauquita,81065.0,TOTAL,, -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Arauca , Fortul,81300.0,Hombre,Menores de Edad (<18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Arauca , Fortul,81300.0,Hombre,Mayores de Edad (>18 años), -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Arauca , Fortul,81300.0,HOMBRE,TOTAL, -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , 4 
Arauca , Fortul,81300.0,Mujer,Menores de Edad (<18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Arauca , Fortul,81300.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Arauca , Fortul,81300.0,MUJER,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Arauca , Fortul,81300.0,TOTAL,, -   , -   , 5 , -   , -   , -   , -   , -   , -   , -   , -   , 5 
Arauca , Saravena,81736.0,Hombre,Menores de Edad (<18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Arauca , Saravena,81736.0,Hombre,Mayores de Edad (>18 años), -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Arauca , Saravena,81736.0,HOMBRE,TOTAL, -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Arauca , Saravena,81736.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Arauca , Saravena,81736.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Arauca , Saravena,81736.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 
Arauca , Saravena,81736.0,TOTAL,, -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , 1 , 4 
Arauca , Tame,81794.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Arauca , Tame,81794.0,Hombre,Mayores de Edad (>18 años), -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , 4 
Arauca , Tame,81794.0,HOMBRE,TOTAL, -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , 4 
Arauca , Tame,81794.0,Mujer,Menores de Edad (<18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Arauca , Tame,81794.0,Mujer,Mayores de Edad (>18 años), -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Arauca , Tame,81794.0,MUJER,TOTAL, -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , 4 
Arauca , Tame,81794.0,TOTAL,, -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , 8 
"Archipiélago de San Andrés, Providencia y Santa Catalina ", San Andrés,88001.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"Archipiélago de San Andrés, Providencia y Santa Catalina ", San Andrés,88001.0,Hombre,Mayores de Edad (>18 años), -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
"Archipiélago de San Andrés, Providencia y Santa Catalina ", San Andrés,88001.0,HOMBRE,TOTAL, -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
"Archipiélago de San Andrés, Providencia y Santa Catalina ", San Andrés,88001.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"Archipiélago de San Andrés, Providencia y Santa Catalina ", San Andrés,88001.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"Archipiélago de San Andrés, Providencia y Santa Catalina ", San Andrés,88001.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"Archipiélago de San Andrés, Providencia y Santa Catalina ", San Andrés,88001.0,TOTAL,, -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Atlántico , Baranoa,8078.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Baranoa,8078.0,Hombre,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Baranoa,8078.0,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Baranoa,8078.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Baranoa,8078.0,Mujer,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Baranoa,8078.0,MUJER,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Baranoa,8078.0,TOTAL,, -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Atlántico , Barranquilla,8001.0,Hombre,Menores de Edad (<18 años), -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , 1 , 3 
Atlántico , Barranquilla,8001.0,Hombre,Mayores de Edad (>18 años), -   , -   , 32 , -   , -   , -   , -   , -   , -   , -   , 3 , 35 
Atlántico , Barranquilla,8001.0,HOMBRE,TOTAL, -   , -   , 34 , -   , -   , -   , -   , -   , -   , -   , 4 , 38 
Atlántico , Barranquilla,8001.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Barranquilla,8001.0,Mujer,Mayores de Edad (>18 años), -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , 1 , 4 
Atlántico , Barranquilla,8001.0,MUJER,TOTAL, -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , 1 , 4 
Atlántico , Barranquilla,8001.0,TOTAL,, -   , -   , 37 , -   , -   , -   , -   , -   , -   , -   , 5 , 42 
Atlántico , Candelaria,8141.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Candelaria,8141.0,Hombre,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Candelaria,8141.0,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Candelaria,8141.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Candelaria,8141.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Candelaria,8141.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Candelaria,8141.0,TOTAL,, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Galapa,8296.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Galapa,8296.0,Hombre,Mayores de Edad (>18 años), -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Atlántico , Galapa,8296.0,HOMBRE,TOTAL, -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Atlántico , Galapa,8296.0,Mujer,Menores de Edad (<18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Galapa,8296.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Galapa,8296.0,MUJER,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Galapa,8296.0,TOTAL,, -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , 4 
Atlántico , Luruaco,8421.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Luruaco,8421.0,Hombre,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Luruaco,8421.0,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Luruaco,8421.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Luruaco,8421.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Luruaco,8421.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Luruaco,8421.0,TOTAL,, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Malambo,8433.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Malambo,8433.0,Hombre,Mayores de Edad (>18 años), -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Atlántico , Malambo,8433.0,HOMBRE,TOTAL, -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Atlántico , Malambo,8433.0,Mujer,Menores de Edad (<18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Malambo,8433.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Malambo,8433.0,MUJER,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Malambo,8433.0,TOTAL,, -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , 4 
Atlántico , Manatí,8436.0,Hombre,Menores de Edad (<18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Manatí,8436.0,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Manatí,8436.0,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Manatí,8436.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Manatí,8436.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Manatí,8436.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Manatí,8436.0,TOTAL,, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Palmar de Varela,8520.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Palmar de Varela,8520.0,Hombre,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Palmar de Varela,8520.0,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Palmar de Varela,8520.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Palmar de Varela,8520.0,Mujer,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Palmar de Varela,8520.0,MUJER,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Palmar de Varela,8520.0,TOTAL,, -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Atlántico , Puerto Colombia,8573.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Puerto Colombia,8573.0,Hombre,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Puerto Colombia,8573.0,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Puerto Colombia,8573.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Puerto Colombia,8573.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Puerto Colombia,8573.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Puerto Colombia,8573.0,TOTAL,, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Repelón,8606.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Repelón,8606.0,Hombre,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Repelón,8606.0,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Repelón,8606.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Repelón,8606.0,Mujer,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Repelón,8606.0,MUJER,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Atlántico , Repelón,8606.0,TOTAL,, -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Atlántico , Sabanagrande,8634.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Sabanagrande,8634.0,Hombre,Mayores de Edad (>18 años), -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Atlántico , Sabanagrande,8634.0,HOMBRE,TOTAL, -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Atlántico , Sabanagrande,8634.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Sabanagrande,8634.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Sabanagrande,8634.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Sabanagrande,8634.0,TOTAL,, -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Atlántico , Sabanalarga,8638.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Sabanalarga,8638.0,Hombre,Mayores de Edad (>18 años), -   , -   , 7 , -   , -   , -   , -   , -   , -   , -   , -   , 7 
Atlántico , Sabanalarga,8638.0,HOMBRE,TOTAL, -   , -   , 7 , -   , -   , -   , -   , -   , -   , -   , -   , 7 
Atlántico , Sabanalarga,8638.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Sabanalarga,8638.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Sabanalarga,8638.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Sabanalarga,8638.0,TOTAL,, -   , -   , 7 , -   , -   , -   , -   , -   , -   , -   , -   , 7 
Atlántico , Soledad,8758.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Soledad,8758.0,Hombre,Mayores de Edad (>18 años), -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , 1 , 5 
Atlántico , Soledad,8758.0,HOMBRE,TOTAL, -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , 1 , 5 
Atlántico , Soledad,8758.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Atlántico , Soledad,8758.0,Mujer,Mayores de Edad (>18 años), -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Atlántico , Soledad,8758.0,MUJER,TOTAL, -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Atlántico , Soledad,8758.0,TOTAL,, -   , -   , 7 , -   , -   , -   , -   , -   , -   , -   , 1 , 8 
"Bogotá, D.C. "," Bogotá, D.C.",11001.0,Hombre,Menores de Edad (<18 años), -   , -   , 15 , -   , -   , -   , -   , -   , -   , -   , 1 , 16 
"Bogotá, D.C. "," Bogotá, D.C.",11001.0,Hombre,Mayores de Edad (>18 años), -   , -   , 215 , -   , -   , -   , 1 , -   , -   , 1 , 4 , 221 
"Bogotá, D.C. "," Bogotá, D.C.",11001.0,HOMBRE,TOTAL, -   , -   , 230 , -   , -   , -   , 1 , -   , -   , 1 , 5 , 237 
"Bogotá, D.C. "," Bogotá, D.C.",11001.0,Mujer,Menores de Edad (<18 años), -   , -   , 11 , -   , -   , -   , -   , -   , -   , -   , 1 , 12 
"Bogotá, D.C. "," Bogotá, D.C.",11001.0,Mujer,Mayores de Edad (>18 años), -   , -   , 68 , -   , -   , -   , -   , -   , -   , -   , 2 , 70 
"Bogotá, D.C. "," Bogotá, D.C.",11001.0,MUJER,TOTAL, -   , -   , 79 , -   , -   , -   , -   , -   , -   , -   , 3 , 82 
"Bogotá, D.C. "," Bogotá, D.C.",11001.0,TOTAL,, -   , -   , 309 , -   , -   , -   , 1 , -   , -   , 1 , 8 , 319 
Bolívar , Barranco de Loba,13074.0,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bolívar , Barranco de Loba,13074.0,Hombre,Mayores de Edad (>18 años), -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Bolívar , Barranco de Loba,13074.0,HOMBRE,TOTAL, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Bolívar , Barranco de Loba,13074.0,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bolívar , Barranco de Loba,13074.0,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bolívar , Barranco de Loba,13074.0,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Bolívar , Barranco de Loba,13074.0,TOTAL,, -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Bolívar , Cartagena de Indias,13001.0,Hombre,Menores de Edad (<18 años), -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , 1 , 4 
Bolívar , Cartagena de Indias,13001.0,Hombre,Mayores de Edad (>18 años), -   , -   , 25 , -   , -   , -   , -   , 1 , -   , -   , 1 , 27 
Bolívar , Cartagena de Indias,13001.0,HOMBRE,TOTAL, -   , -   , 28 , -   , -   , -   , -   , 1 , -   , -   , 2 , 31 
