VIOLENCIA INTERPERSONAL EN BOGOTÁ D.C AÑO 2020 / LOCALIDAD DEL HECHO,Antonio Nariño,Antonio Nariño.1,Antonio Nariño.2,Antonio Nariño.3,Antonio Nariño.4,Antonio Nariño.5,Antonio Nariño.6,Barrios Unidos,Barrios Unidos.1,Barrios Unidos.2,Barrios Unidos.3,Barrios Unidos.4,Barrios Unidos.5,Barrios Unidos.6,Bosa,Bosa.1,Bosa.2,Bosa.3,Bosa.4,Bosa.5,Bosa.6,Chapinero,Chapinero.1,Chapinero.2,Chapinero.3,Chapinero.4,Chapinero.5,Chapinero.6,Ciudad Bolívar,Ciudad Bolívar.1,Ciudad Bolívar.2,Ciudad Bolívar.3,Ciudad Bolívar.4,Ciudad Bolívar.5,Ciudad Bolívar.6,Engativá,Engativá.1,Engativá.2,Engativá.3,Engativá.4,Engativá.5,Engativá.6,Fontibón,Fontibón.1,Fontibón.2,Fontibón.3,Fontibón.4,Fontibón.5,Fontibón.6,Kennedy,Kennedy.1,Kennedy.2,Kennedy.3,Kennedy.4,Kennedy.5,Kennedy.6,La Candelaria,La Candelaria.1,La Candelaria.2,La Candelaria.3,La Candelaria.4,La Candelaria.5,La Candelaria.6,Mártires,Mártires.1,Mártires.2,Mártires.3,Mártires.4,Mártires.5,Mártires.6,Puente Aranda,Puente Aranda.1,Puente Aranda.2,Puente Aranda.3,Puente Aranda.4,Puente Aranda.5,Puente Aranda.6,Rafael Uribe Uribe,Rafael Uribe Uribe.1,Rafael Uribe Uribe.2,Rafael Uribe Uribe.3,Rafael Uribe Uribe.4,Rafael Uribe Uribe.5,Rafael Uribe Uribe.6,San Cristóbal,San Cristóbal.1,San Cristóbal.2,San Cristóbal.3,San Cristóbal.4,San Cristóbal.5,San Cristóbal.6,Santafé,Santafé.1,Santafé.2,Santafé.3,Santafé.4,Santafé.5,Santafé.6,Suba,Suba.1,Suba.2,Suba.3,Suba.4,Suba.5,Suba.6,Sumapaz,Sumapaz.1,Sumapaz.2,Sumapaz.3,Sumapaz.4,Sumapaz.5,Sumapaz.6,Teusaquillo,Teusaquillo.1,Teusaquillo.2,Teusaquillo.3,Teusaquillo.4,Teusaquillo.5,Teusaquillo.6,Tunjuelito,Tunjuelito.1,Tunjuelito.2,Tunjuelito.3,Tunjuelito.4,Tunjuelito.5,Tunjuelito.6,Usaquén,Usaquén.1,Usaquén.2,Usaquén.3,Usaquén.4,Usaquén.5,Usaquén.6,Usme,Usme.1,Usme.2,Usme.3,Usme.4,Usme.5,Usme.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
(40 a 44),-,15,15,-,6,6,21,-,20,20,-,4,4,24,-,74,74,-,35,35,109,-,25,25,-,6,6,31,-,54,54,-,48,48,102,-,64,64,-,24,24,88,-,37,37,-,9,9,46,-,97,97,-,64,64,161,-,8,8,-,2,2,10,-,40,40,-,15,15,55,-,42,42,-,14,14,56,-,40,40,-,22,22,62,-,53,53,-,25,25,78,-,28,28,-,10,10,38,-,73,73,-,45,45,118,-,-,-,-,-,-,-,-,17,17,-,5,5,22,-,22,22,-,13,13,35,-,33,33,-,17,17,50,-,31,31,-,21,21,52,-,84,84,-,29,29,113,1271
(45 a 49),-,7,7,-,3,3,10,-,11,11,-,6,6,17,-,40,40,-,34,34,74,-,10,10,-,10,10,20,-,43,43,-,23,23,66,-,56,56,-,26,26,82,-,15,15,-,13,13,28,-,81,81,-,45,45,126,-,6,6,-,-,-,6,-,17,17,-,8,8,25,-,20,20,-,12,12,32,-,28,28,-,15,15,43,-,26,26,-,14,14,40,-,18,18,-,3,3,21,-,37,37,-,29,29,66,-,-,-,-,-,-,-,-,12,12,-,1,1,13,-,14,14,-,6,6,20,-,16,16,-,14,14,30,-,34,34,-,22,22,56,-,47,47,-,14,14,61,836
(50 a 54),-,6,6,-,2,2,8,-,14,14,-,5,5,19,-,39,39,-,20,20,59,-,11,11,-,4,4,15,-,25,25,-,21,21,46,-,40,40,-,20,20,60,-,25,25,-,6,6,31,-,63,63,-,26,26,89,-,4,4,-,4,4,8,-,17,17,-,4,4,21,-,11,11,-,6,6,17,-,28,28,-,12,12,40,-,26,26,-,20,20,46,-,10,10,-,4,4,14,-,48,48,-,20,20,68,-,-,-,-,-,-,-,-,9,9,-,2,2,11,-,15,15,-,6,6,21,-,12,12,-,7,7,19,-,18,18,-,13,13,31,-,34,34,-,10,10,44,667
(55 a 59),-,7,7,-,4,4,11,-,8,8,-,3,3,11,-,20,20,-,13,13,33,-,6,6,-,3,3,9,-,18,18,-,11,11,29,-,28,28,-,10,10,38,-,16,16,-,3,3,19,-,44,44,-,27,27,71,-,5,5,-,2,2,7,-,9,9,-,10,10,19,-,16,16,-,8,8,24,-,18,18,-,9,9,27,-,25,25,-,15,15,40,-,14,14,-,8,8,22,-,29,29,-,21,21,50,-,-,-,-,-,-,-,-,7,7,-,3,3,10,-,10,10,-,5,5,15,-,11,11,-,6,6,17,-,11,11,-,10,10,21,-,27,27,-,10,10,37,510
(60 a 64),-,8,8,-,5,5,13,-,8,8,-,4,4,12,-,13,13,-,6,6,19,-,10,10,-,2,2,12,-,20,20,-,10,10,30,-,19,19,-,7,7,26,-,9,9,-,1,1,10,-,21,21,-,13,13,34,-,3,3,-,1,1,4,-,6,6,-,5,5,11,-,7,7,-,6,6,13,-,16,16,-,6,6,22,-,10,10,-,10,10,20,-,9,9,-,2,2,11,-,17,17,-,7,7,24,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,4,4,-,4,4,8,-,6,6,-,7,7,13,-,9,9,-,9,9,18,-,15,15,-,3,3,18,321
(65 a 69),-,4,4,-,1,1,5,-,2,2,-,2,2,4,-,6,6,-,7,7,13,-,2,2,-,-,-,2,-,10,10,-,7,7,17,-,4,4,-,5,5,9,-,7,7,-,3,3,10,-,13,13,-,6,6,19,-,1,1,-,1,1,2,-,2,2,-,-,-,2,-,6,6,-,4,4,10,-,10,10,-,5,5,15,-,4,4,-,3,3,7,-,1,1,-,-,-,1,-,18,18,-,4,4,22,-,-,-,-,-,-,-,-,4,4,-,1,1,5,-,3,3,-,-,-,3,-,3,3,-,-,-,3,-,2,2,-,1,1,3,-,14,14,-,2,2,16,168
(70 a 74),-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,5,5,-,-,-,5,-,5,5,-,2,2,7,-,4,4,-,-,-,4,-,8,8,-,2,2,10,-,3,3,-,-,-,3,-,2,2,-,-,-,2,-,3,3,-,2,2,5,-,4,4,-,6,6,10,-,2,2,-,2,2,4,-,3,3,-,2,2,5,-,8,8,-,2,2,10,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,3,3,-,1,1,4,-,7,7,-,1,1,8,-,3,3,-,1,1,4,-,5,5,-,3,3,8,97
(75 a 79),-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,3,3,-,2,2,5,-,2,2,-,1,1,3,-,9,9,-,-,-,9,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,3,3,-,1,1,4,-,1,1,-,-,-,1,43
(80 y más),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,1,1,-,-,-,1,-,4,4,-,2,2,6,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,-,-,1,21
TOTAL,15,159,174,5,73,78,252,4,216,220,6,106,112,332,63,788,851,44,437,481,1332,6,284,290,2,107,109,399,90,853,943,63,418,481,1424,36,866,902,18,315,333,1235,29,463,492,11,154,165,657,75,1494,1569,44,650,694,2263,-,122,122,1,36,37,159,22,420,442,9,143,152,594,41,396,437,8,141,149,586,36,530,566,21,250,271,837,78,619,697,38,290,328,1025,18,309,327,7,97,104,431,62,929,991,31,402,433,1424,-,2,2,-,-,-,2,16,206,222,2,63,65,287,48,308,356,9,126,135,491,16,398,414,6,164,170,584,50,478,528,42,297,339,867,140,1219,1359,44,256,300,1659,16840
VARIABLE: CICLO VITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(00 a 05) Primera Infancia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,2,-,2,5,-,-,-,-,-,-,-,-,-,-,2,-,2,2,1,-,1,1,-,1,2,1,-,1,2,-,2,3,2,-,2,2,-,2,4,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,1,-,1,2,-,-,-,-,-,-,-,1,-,1,2,-,2,3,-,-,-,1,-,1,1,1,-,1,2,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,3,-,3,3,31
(06 a 11) Infancia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,1,-,1,5,-,-,-,-,-,-,-,1,-,1,3,-,3,4,1,-,1,1,-,1,2,3,-,3,-,-,-,3,3,-,3,3,-,3,6,-,-,-,-,-,-,-,2,-,2,-,-,-,2,-,-,-,1,-,1,1,3,-,3,1,-,1,4,1,-,1,3,-,3,4,-,-,-,-,-,-,-,1,-,1,3,-,3,4,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,-,-,-,1,3,-,3,2,-,2,5,43
(12 a 17) Adolescencia,15,-,15,5,-,5,20,4,-,4,6,-,6,10,56,-,56,41,-,41,97,6,-,6,2,-,2,8,89,-,89,58,-,58,147,34,-,34,16,-,16,50,25,-,25,9,-,9,34,70,-,70,39,-,39,109,-,-,-,1,-,1,1,19,-,19,9,-,9,28,40,-,40,6,-,6,46,33,-,33,20,-,20,53,76,-,76,33,-,33,109,18,-,18,6,-,6,24,60,-,60,26,-,26,86,-,-,-,-,-,-,-,15,-,15,2,-,2,17,48,-,48,9,-,9,57,15,-,15,6,-,6,21,49,-,49,40,-,40,89,137,-,137,39,-,39,176,1182
(18 a 28) Juventud,-,58,58,-,29,29,87,-,94,94,-,43,43,137,-,347,347,-,196,196,543,-,142,142,-,50,50,192,-,427,427,-,179,179,606,-,365,365,-,111,111,476,-,219,219,-,76,76,295,-,682,682,-,276,276,958,-,64,64,-,17,17,81,-,188,188,-,56,56,244,-,153,153,-,57,57,210,-,220,220,-,93,93,313,-,307,307,-,122,122,429,-,139,139,-,30,30,169,-,428,428,-,144,144,572,-,1,1,-,-,-,1,-,90,90,-,27,27,117,-,158,158,-,50,50,208,-,190,190,-,69,69,259,-,228,228,-,141,141,369,-,623,623,-,109,109,732,6998
(29 a 59) Adultez,-,88,88,-,38,38,126,-,110,110,-,56,56,166,-,417,417,-,228,228,645,-,129,129,-,55,55,184,-,389,389,-,222,222,611,-,468,468,-,187,187,655,-,221,221,-,73,73,294,-,757,757,-,351,351,1108,-,51,51,-,17,17,68,-,218,218,-,82,82,300,-,225,225,-,70,70,295,-,278,278,-,140,140,418,-,294,294,-,151,151,445,-,156,156,-,63,63,219,-,456,456,-,244,244,700,-,1,1,-,-,-,1,-,108,108,-,32,32,140,-,138,138,-,71,71,209,-,191,191,-,87,87,278,-,232,232,-,143,143,375,-,560,560,-,139,139,699,7936
(Más de 60) Adulto Mayor,-,13,13,-,6,6,19,-,12,12,-,7,7,19,-,24,24,-,13,13,37,-,13,13,-,2,2,15,-,37,37,-,17,17,54,-,33,33,-,17,17,50,-,23,23,-,5,5,28,-,55,55,-,23,23,78,-,7,7,-,2,2,9,-,14,14,-,5,5,19,-,18,18,-,14,14,32,-,32,32,-,17,17,49,-,18,18,-,17,17,35,-,14,14,-,4,4,18,-,45,45,-,14,14,59,-,-,-,-,-,-,-,-,8,8,-,4,4,12,-,12,12,-,5,5,17,-,17,17,-,8,8,25,-,18,18,-,13,13,31,-,36,36,-,8,8,44,650
TOTAL,15,159,174,5,73,78,252,4,216,220,6,106,112,332,63,788,851,44,437,481,1332,6,284,290,2,107,109,399,90,853,943,63,418,481,1424,36,866,902,18,315,333,1235,29,463,492,11,154,165,657,75,1494,1569,44,650,694,2263,-,122,122,1,36,37,159,22,420,442,9,143,152,594,41,396,437,8,141,149,586,36,530,566,21,250,271,837,78,619,697,38,290,328,1025,18,309,327,7,97,104,431,62,929,991,31,402,433,1424,-,2,2,-,-,-,2,16,206,222,2,63,65,287,48,308,356,9,126,135,491,16,398,414,6,164,170,584,50,478,528,42,297,339,867,140,1219,1359,44,256,300,1659,16840
VARIABLE: ESCOLARIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Educación inicial y educación preescolar,1,1,2,-,-,-,2,-,6,6,-,-,-,6,5,32,37,1,16,17,54,-,12,12,-,3,3,15,1,42,43,2,19,21,64,2,29,31,1,8,9,40,5,8,13,-,3,3,16,8,54,62,4,11,15,77,-,4,4,-,2,2,6,4,16,20,-,5,5,25,3,16,19,1,4,5,24,4,33,37,1,10,11,48,3,19,22,4,9,13,35,2,18,20,-,2,2,22,4,30,34,2,7,9,43,-,-,-,-,-,-,-,1,7,8,-,1,1,9,2,15,17,-,2,2,19,3,8,11,-,2,2,13,2,14,16,3,12,15,31,14,47,61,3,4,7,68,617
Educación básica primaria,8,34,42,3,7,10,52,3,37,40,4,12,16,56,27,169,196,14,58,72,268,3,45,48,1,8,9,57,51,215,266,32,83,115,381,17,145,162,5,30,35,197,11,61,72,5,10,15,87,46,276,322,16,74,90,412,-,21,21,1,4,5,26,13,99,112,6,20,26,138,25,54,79,3,11,14,93,19,94,113,12,34,46,159,52,141,193,14,60,74,267,11,62,73,4,17,21,94,33,145,178,16,57,73,251,-,1,1,-,-,-,1,9,20,29,2,6,8,37,32,51,83,3,10,13,96,8,63,71,2,12,14,85,23,126,149,23,57,80,229,81,281,362,24,33,57,419,3405
Educación básica secundaria o secundaria baja,5,19,24,1,3,4,28,1,8,9,1,5,6,15,20,60,80,20,23,43,123,2,15,17,1,4,5,22,22,63,85,17,28,45,130,10,49,59,10,15,25,84,8,36,44,2,9,11,55,12,92,104,8,38,46,150,-,11,11,-,-,-,11,2,40,42,2,9,11,53,6,19,25,3,4,7,32,7,33,40,4,12,16,56,14,65,79,7,26,33,112,4,22,26,1,5,6,32,14,59,73,7,22,29,102,-,-,-,-,-,-,-,4,15,19,-,-,-,19,10,18,28,5,4,9,37,4,19,23,2,13,15,38,14,27,41,9,19,28,69,24,76,100,10,15,25,125,1293
Educación media o secundaria alta,1,74,75,1,43,44,119,-,105,105,1,61,62,167,7,424,431,7,257,264,695,1,141,142,-,64,64,206,14,406,420,11,221,232,652,5,491,496,1,154,155,651,3,254,257,2,87,89,346,6,822,828,13,367,380,1208,-,66,66,-,20,20,86,2,193,195,1,72,73,268,6,230,236,-,78,78,314,6,302,308,4,139,143,451,7,312,319,11,141,152,471,1,162,163,1,53,54,217,8,501,509,4,213,217,726,-,1,1,-,-,-,1,2,110,112,-,33,33,145,3,184,187,1,74,75,262,1,211,212,2,84,86,298,7,256,263,5,169,174,437,13,663,676,4,149,153,829,8549
Educación técnica profesional y tecnológica,-,28,28,-,20,20,48,-,55,55,-,24,24,79,-,87,87,-,78,78,165,-,60,60,-,25,25,85,-,100,100,-,57,57,157,-,130,130,-,102,102,232,-,88,88,-,37,37,125,-,209,209,-,149,149,358,-,13,13,-,8,8,21,-,54,54,-,35,35,89,-,71,71,-,43,43,114,-,57,57,-,51,51,108,-,71,71,-,47,47,118,-,38,38,-,20,20,58,2,174,176,-,96,96,272,-,-,-,-,-,-,-,-,40,40,-,22,22,62,-,32,32,-,34,34,66,-,83,83,-,47,47,130,1,52,53,-,36,36,89,-,113,113,-,46,46,159,2535
Universitario,-,-,-,-,-,-,-,-,3,3,-,2,2,5,-,-,-,-,1,1,1,-,3,3,-,1,1,4,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,1,1,-,5,5,6,-,4,4,-,4,4,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,2,2,-,1,1,3,-,1,1,-,2,2,3,-,2,2,-,-,-,2,-,3,3,-,2,2,5,-,-,-,-,-,-,-,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,5,5,-,-,-,5,54
"Especialización, maestría o equivalente",-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,3,3,-,1,1,4,-,2,2,-,1,1,3,-,1,1,-,2,2,3,-,5,5,-,2,2,7,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,3,3,-,2,2,5,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,-,-,-,-,-,-,-,1,1,-,-,-,1,39
Doctorado o equivalente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,1,1,1,5
Sin escolaridad,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,7,10,1,2,3,13,-,2,2,-,1,1,3,-,11,11,1,6,7,18,1,5,6,1,-,1,7,1,6,7,2,-,2,9,3,16,19,2,3,5,24,-,2,2,-,2,2,4,1,6,7,-,1,1,8,1,1,2,1,-,1,3,-,5,5,-,3,3,8,1,2,3,2,3,5,8,-,2,2,1,-,1,3,1,7,8,2,2,4,12,-,-,-,-,-,-,-,-,4,4,-,-,-,4,-,3,3,-,1,1,4,-,5,5,-,1,1,6,-,-,-,2,4,6,6,3,7,10,3,4,7,17,158
Sin información,-,3,3,-,-,-,3,-,1,1,-,1,1,2,1,9,10,1,2,3,13,-,3,3,-,-,-,3,2,12,14,-,3,3,17,1,13,14,-,4,4,18,1,8,9,-,-,-,9,-,16,16,1,2,3,19,-,5,5,-,-,-,5,-,10,10,-,1,1,11,-,4,4,-,-,-,4,-,4,4,-,-,-,4,1,6,7,-,2,2,9,-,3,3,-,-,-,3,-,7,7,-,1,1,8,-,-,-,-,-,-,-,-,4,4,-,-,-,4,1,5,6,-,1,1,7,-,2,2,-,3,3,5,3,3,6,-,-,-,6,5,26,31,-,4,4,35,185
TOTAL,15,159,174,5,73,78,252,4,216,220,6,106,112,332,63,788,851,44,437,481,1332,6,284,290,2,107,109,399,90,853,943,63,418,481,1424,36,866,902,18,315,333,1235,29,463,492,11,154,165,657,75,1494,1569,44,650,694,2263,-,122,122,1,36,37,159,22,420,442,9,143,152,594,41,396,437,8,141,149,586,36,530,566,21,250,271,837,78,619,697,38,290,328,1025,18,309,327,7,97,104,431,62,929,991,31,402,433,1424,-,2,2,-,-,-,2,16,206,222,2,63,65,287,48,308,356,9,126,135,491,16,398,414,6,164,170,584,50,478,528,42,297,339,867,140,1219,1359,44,256,300,1659,16840
VARIABLE: ESTADO CIVIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soltero (a),14,83,97,5,46,51,148,4,120,124,6,62,68,192,54,401,455,39,226,265,720,6,175,181,2,67,69,250,87,434,521,60,191,251,772,34,481,515,16,166,182,697,26,251,277,9,83,92,369,70,783,853,40,362,402,1255,-,69,69,1,26,27,96,20,239,259,8,90,98,357,38,229,267,6,87,93,360,31,242,273,20,115,135,408,75,308,383,31,144,175,558,18,169,187,6,56,62,249,61,501,562,27,202,229,791,-,2,2,-,-,-,2,15,122,137,2,42,44,181,47,155,202,9,66,75,277,15,245,260,6,93,99,359,47,244,291,38,146,184,475,129,704,833,36,148,184,1017,9533
Unión libre,-,48,48,-,15,15,63,-,67,67,-,30,30,97,1,286,287,1,151,152,439,-,76,76,-,27,27,103,2,318,320,1,161,162,482,1,266,267,-,92,92,359,1,138,139,-,48,48,187,1,520,521,-,177,177,698,-,44,44,-,6,6,50,-,135,135,1,41,42,177,2,111,113,-,30,30,143,1,215,216,-,84,84,300,1,235,236,1,98,99,335,-,105,105,-,26,26,131,-,293,293,-,127,127,420,-,-,-,-,-,-,-,-,60,60,-,15,15,75,1,123,124,-,44,44,168,-,97,97,-,38,38,135,2,177,179,-,108,108,287,-,388,388,2,71,73,461,5110
Casado (a),-,16,16,-,8,8,24,-,24,24,-,9,9,33,-,82,82,-,35,35,117,-,22,22,-,9,9,31,-,69,69,-,36,36,105,-,86,86,-,39,39,125,-,57,57,-,16,16,73,-,145,145,-,74,74,219,-,5,5,-,1,1,6,-,29,29,-,6,6,35,-,37,37,-,16,16,53,-,58,58,-,32,32,90,-,51,51,-,25,25,76,-,26,26,-,7,7,33,-,116,116,-,40,40,156,-,-,-,-,-,-,-,-,17,17,-,2,2,19,-,17,17,-,10,10,27,-,46,46,-,19,19,65,-,43,43,-,29,29,72,-,85,85,-,19,19,104,1463
"Separado (a), Divorciado (a)",-,10,10,-,3,3,13,-,4,4,-,2,2,6,-,13,13,-,19,19,32,-,8,8,-,2,2,10,-,23,23,-,21,21,44,-,22,22,-,14,14,36,-,10,10,-,5,5,15,-,32,32,-,23,23,55,-,2,2,-,2,2,4,-,9,9,-,3,3,12,-,13,13,-,5,5,18,-,11,11,-,10,10,21,-,20,20,-,14,14,34,-,8,8,-,3,3,11,-,12,12,-,23,23,35,-,-,-,-,-,-,-,-,4,4,-,2,2,6,-,8,8,-,3,3,11,-,8,8,-,7,7,15,-,9,9,-,5,5,14,-,21,21,-,14,14,35,427
Viudo (a),-,1,1,-,1,1,2,-,-,-,-,3,3,3,-,2,2,-,6,6,8,-,1,1,-,1,1,2,-,3,3,-,8,8,11,-,4,4,-,3,3,7,-,3,3,-,2,2,5,-,4,4,-,11,11,15,-,1,1,-,1,1,2,-,2,2,-,2,2,4,-,-,-,-,3,3,3,-,3,3,-,9,9,12,-,3,3,-,7,7,10,-,-,-,-,5,5,5,-,6,6,-,9,9,15,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,1,1,-,3,3,4,-,1,1,-,4,4,5,-,3,3,-,6,6,9,-,7,7,-,2,2,9,134
No aplica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,7,2,-,2,9,-,-,-,-,-,-,-,1,-,1,2,-,2,3,1,-,1,2,-,2,3,2,-,2,2,-,2,4,4,-,4,4,-,4,8,-,-,-,-,-,-,-,2,-,2,-,-,-,2,1,-,1,2,-,2,3,2,-,2,1,-,1,3,2,-,2,5,-,5,7,-,-,-,1,-,1,1,1,-,1,3,-,3,4,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,2,-,2,2,3,-,3,5,-,5,8,59
Sin información,1,1,2,-,-,-,2,-,1,1,-,-,-,1,1,4,5,2,-,2,7,-,2,2,-,1,1,3,-,6,6,-,1,1,7,-,7,7,-,1,1,8,-,4,4,-,-,-,4,-,10,10,-,3,3,13,-,1,1,-,-,-,1,-,6,6,-,1,1,7,-,6,6,-,-,-,6,2,1,3,-,-,-,3,-,2,2,1,2,3,5,-,1,1,-,-,-,1,-,1,1,1,1,2,3,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,4,4,-,-,-,4,-,1,1,-,3,3,4,1,2,3,2,3,5,8,8,14,22,1,2,3,25,114
TOTAL,15,159,174,5,73,78,252,4,216,220,6,106,112,332,63,788,851,44,437,481,1332,6,284,290,2,107,109,399,90,853,943,63,418,481,1424,36,866,902,18,315,333,1235,29,463,492,11,154,165,657,75,1494,1569,44,650,694,2263,-,122,122,1,36,37,159,22,420,442,9,143,152,594,41,396,437,8,141,149,586,36,530,566,21,250,271,837,78,619,697,38,290,328,1025,18,309,327,7,97,104,431,62,929,991,31,402,433,1424,-,2,2,-,-,-,2,16,206,222,2,63,65,287,48,308,356,9,126,135,491,16,398,414,6,164,170,584,50,478,528,42,297,339,867,140,1219,1359,44,256,300,1659,16840
VARIABLE: FACTOR DE VULNERABILIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campesinos (as) y/o trabajadores (as) del campo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,10
Comunidad LGBT,-,-,-,-,-,-,-,-,2,2,-,2,2,4,1,2,3,-,-,-,3,-,5,5,-,1,1,6,-,2,2,-,2,2,4,-,3,3,-,2,2,5,-,1,1,-,-,-,1,-,10,10,-,4,4,14,-,2,2,-,-,-,2,-,3,3,-,1,1,4,-,1,1,-,-,-,1,-,1,1,-,2,2,3,1,2,3,-,2,2,5,-,2,2,-,1,1,3,-,4,4,-,2,2,6,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,-,-,-,2,2,2,-,2,2,-,2,2,4,-,2,2,-,1,1,3,-,1,1,-,1,1,2,75
Conductores de vehículos de servicio público,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,7,7,-,1,1,8,-,4,4,-,-,-,4,-,2,2,-,-,-,2,-,7,7,-,-,-,7,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,3,3,-,-,-,3,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,2,2,-,-,-,2,39
