SUICIDIOS EN BOGOTÁ D.C AÑO 2021 / LOCALIDAD DEL HECHO,Antonio Nariño,Antonio Nariño.1,Antonio Nariño.2,Antonio Nariño.3,Antonio Nariño.4,Antonio Nariño.5,Antonio Nariño.6,Barrios Unidos,Barrios Unidos.1,Barrios Unidos.2,Barrios Unidos.3,Barrios Unidos.4,Barrios Unidos.5,Barrios Unidos.6,Bosa,Bosa.1,Bosa.2,Bosa.3,Bosa.4,Bosa.5,Bosa.6,Chapinero,Chapinero.1,Chapinero.2,Chapinero.3,Chapinero.4,Chapinero.5,Chapinero.6,Ciudad Bolivar,Ciudad Bolivar.1,Ciudad Bolivar.2,Ciudad Bolivar.3,Ciudad Bolivar.4,Ciudad Bolivar.5,Ciudad Bolivar.6,Engativa,Engativa.1,Engativa.2,Engativa.3,Engativa.4,Engativa.5,Engativa.6,Fontibon,Fontibon.1,Fontibon.2,Fontibon.3,Fontibon.4,Fontibon.5,Fontibon.6,Kennedy,Kennedy.1,Kennedy.2,Kennedy.3,Kennedy.4,Kennedy.5,Kennedy.6,La Candelaria,La Candelaria.1,La Candelaria.2,La Candelaria.3,La Candelaria.4,La Candelaria.5,La Candelaria.6,Los Martires,Los Martires.1,Los Martires.2,Los Martires.3,Los Martires.4,Los Martires.5,Los Martires.6,Puente Aranda,Puente Aranda.1,Puente Aranda.2,Puente Aranda.3,Puente Aranda.4,Puente Aranda.5,Puente Aranda.6,Rafael Uribe Uribe,Rafael Uribe Uribe.1,Rafael Uribe Uribe.2,Rafael Uribe Uribe.3,Rafael Uribe Uribe.4,Rafael Uribe Uribe.5,Rafael Uribe Uribe.6,San Cristobal,San Cristobal.1,San Cristobal.2,San Cristobal.3,San Cristobal.4,San Cristobal.5,San Cristobal.6,Santa Fe,Santa Fe.1,Santa Fe.2,Santa Fe.3,Santa Fe.4,Santa Fe.5,Santa Fe.6,Suba,Suba.1,Suba.2,Suba.3,Suba.4,Suba.5,Suba.6,Sumapaz,Sumapaz.1,Sumapaz.2,Sumapaz.3,Sumapaz.4,Sumapaz.5,Sumapaz.6,Teusaquillo,Teusaquillo.1,Teusaquillo.2,Teusaquillo.3,Teusaquillo.4,Teusaquillo.5,Teusaquillo.6,Tunjuelito,Tunjuelito.1,Tunjuelito.2,Tunjuelito.3,Tunjuelito.4,Tunjuelito.5,Tunjuelito.6,Usaquen,Usaquen.1,Usaquen.2,Usaquen.3,Usaquen.4,Usaquen.5,Usaquen.6,Usme,Usme.1,Usme.2,Usme.3,Usme.4,Usme.5,Usme.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
(60 a 64),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,2,2,-,-,-,2,-,1,1,-,-,-,1,17
(65 a 69),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12
(70 a 74),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,13
(75 a 79),-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11
(80 y más),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6
TOTAL,-,1,1,1,5,6,7,1,6,7,-,1,1,8,1,31,32,2,6,8,40,-,10,10,-,1,1,11,3,23,26,1,3,4,30,2,35,37,-,4,4,41,1,9,10,1,-,1,11,3,27,30,3,10,13,43,-,3,3,-,-,-,3,1,6,7,-,-,-,7,1,9,10,-,2,2,12,-,15,15,-,-,-,15,-,22,22,-,4,4,26,-,7,7,1,1,2,9,3,28,31,-,4,4,35,-,1,1,-,-,-,1,-,3,3,-,3,3,6,1,10,11,-,1,1,12,2,25,27,1,4,5,32,-,17,17,1,2,3,20,-,5,5,-,-,-,5,374
VARIABLE: CICLO VITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(06 a 11) Infancia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
(12 a 17) Adolescencia,-,-,-,1,-,1,1,1,-,1,-,-,-,1,1,-,1,2,-,2,3,-,-,-,-,-,-,-,2,-,2,1,-,1,3,2,-,2,-,-,-,2,1,-,1,1,-,1,2,3,-,3,3,-,3,6,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,3,-,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,2,-,2,1,-,1,3,-,-,-,1,-,1,1,-,-,-,-,-,-,-,29
(18 a 28) Juventud,-,-,-,-,2,2,2,-,3,3,-,1,1,4,-,13,13,-,2,2,15,-,-,-,-,-,-,-,-,7,7,-,1,1,8,-,11,11,-,1,1,12,-,1,1,-,-,-,1,-,11,11,-,5,5,16,-,2,2,-,-,-,2,-,2,2,-,-,-,2,-,1,1,-,1,1,2,-,2,2,-,-,-,2,-,12,12,-,3,3,15,-,-,-,-,1,1,1,-,12,12,-,-,-,12,-,1,1,-,-,-,1,-,2,2,-,2,2,4,-,2,2,-,-,-,2,-,7,7,-,1,1,8,-,7,7,-,1,1,8,-,-,-,-,-,-,-,117
(29 a 59) Adultez,-,1,1,-,3,3,4,-,2,2,-,-,-,2,-,10,10,-,4,4,14,-,8,8,-,-,-,8,-,11,11,-,2,2,13,-,16,16,-,1,1,17,-,6,6,-,-,-,6,-,12,12,-,4,4,16,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,5,5,-,-,-,5,-,9,9,-,-,-,9,-,8,8,-,1,1,9,-,5,5,-,-,-,5,-,14,14,-,4,4,18,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,6,6,-,1,1,7,-,16,16,-,1,1,17,-,7,7,-,1,1,8,-,4,4,-,-,-,4,168
(Más de 60) Adulto Mayor,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,8,8,-,-,-,8,-,2,2,-,1,1,3,-,5,5,-,-,-,5,-,8,8,-,2,2,10,-,2,2,-,-,-,2,-,4,4,-,1,1,5,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,1,1,4,-,4,4,-,-,-,4,-,2,2,-,-,-,2,-,2,2,-,-,-,2,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,2,2,-,2,2,4,-,3,3,-,-,-,3,-,1,1,-,-,-,1,59
TOTAL,-,1,1,1,5,6,7,1,6,7,-,1,1,8,1,31,32,2,6,8,40,-,10,10,-,1,1,11,3,23,26,1,3,4,30,2,35,37,-,4,4,41,1,9,10,1,-,1,11,3,27,30,3,10,13,43,-,3,3,-,-,-,3,1,6,7,-,-,-,7,1,9,10,-,2,2,12,-,15,15,-,-,-,15,-,22,22,-,4,4,26,-,7,7,1,1,2,9,3,28,31,-,4,4,35,-,1,1,-,-,-,1,-,3,3,-,3,3,6,1,10,11,-,1,1,12,2,25,27,1,4,5,32,-,17,17,1,2,3,20,-,5,5,-,-,-,5,374
VARIABLE: ESCOLARIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Educación inicial y educación preescolar,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,5,5,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,15
Educación básica primaria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,1,1,2,13,-,3,3,-,-,-,3,1,4,5,-,-,-,5,1,13,14,-,-,-,14,-,1,1,-,-,-,1,1,5,6,2,2,4,10,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,7,7,-,1,1,8,-,5,5,-,-,-,5,-,6,6,-,2,2,8,-,1,1,1,-,1,2,2,5,7,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,1,1,6,2,3,5,-,-,-,5,-,3,3,1,-,1,4,-,1,1,-,-,-,1,93
Educación básica secundaria o secundaria baja,-,-,-,-,-,-,-,1,-,1,-,1,1,2,-,1,1,1,-,1,2,-,-,-,-,-,-,-,2,1,3,1,-,1,4,-,2,2,-,1,1,3,-,-,-,1,-,1,1,1,-,1,1,2,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,1,2,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,1,-,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,24
Educación media o secundaria alta,-,1,1,1,3,4,5,-,3,3,-,-,-,3,1,12,13,-,2,2,15,-,5,5,-,-,-,5,-,11,11,-,3,3,14,-,13,13,-,3,3,16,1,6,7,-,-,-,7,1,14,15,-,3,3,18,-,2,2,-,-,-,2,-,3,3,-,-,-,3,-,2,2,-,1,1,3,-,8,8,-,-,-,8,-,13,13,-,1,1,14,-,5,5,-,1,1,6,-,15,15,-,3,3,18,-,1,1,-,-,-,1,-,2,2,-,2,2,4,-,2,2,-,-,-,2,-,13,13,-,2,2,15,-,7,7,-,1,1,8,-,2,2,-,-,-,2,169
Educación técnica profesional y tecnológica,-,-,-,-,1,1,1,-,2,2,-,-,-,2,-,2,2,-,2,2,4,-,2,2,-,-,-,2,-,2,2,-,-,-,2,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,5,5,-,3,3,8,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,6,6,-,1,1,7,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,6,6,-,2,2,8,-,4,4,-,-,-,4,-,1,1,-,-,-,1,50
Universitario,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,4
"Especialización, maestría o equivalente",-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
Sin escolaridad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Sin información,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,2,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,14
TOTAL,-,1,1,1,5,6,7,1,6,7,-,1,1,8,1,31,32,2,6,8,40,-,10,10,-,1,1,11,3,23,26,1,3,4,30,2,35,37,-,4,4,41,1,9,10,1,-,1,11,3,27,30,3,10,13,43,-,3,3,-,-,-,3,1,6,7,-,-,-,7,1,9,10,-,2,2,12,-,15,15,-,-,-,15,-,22,22,-,4,4,26,-,7,7,1,1,2,9,3,28,31,-,4,4,35,-,1,1,-,-,-,1,-,3,3,-,3,3,6,1,10,11,-,1,1,12,2,25,27,1,4,5,32,-,17,17,1,2,3,20,-,5,5,-,-,-,5,374
VARIABLE: ESTADO CIVIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soltero(a),-,1,1,1,2,3,4,1,4,5,-,1,1,6,1,16,17,2,3,5,22,-,6,6,-,1,1,7,2,13,15,1,2,3,18,1,22,23,-,3,3,26,1,3,4,1,-,1,5,2,18,20,3,6,9,29,-,2,2,-,-,-,2,1,4,5,-,-,-,5,-,5,5,-,1,1,6,-,6,6,-,-,-,6,-,11,11,-,2,2,13,-,2,2,1,1,2,4,3,16,19,-,3,3,22,-,1,1,-,-,-,1,-,3,3,-,3,3,6,1,7,8,-,-,-,8,2,16,18,1,2,3,21,-,12,12,1,-,1,13,-,2,2,-,-,-,2,226
Unión libre,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,5,5,-,2,2,7,-,2,2,-,-,-,2,1,6,7,-,1,1,8,-,5,5,-,-,-,5,-,3,3,-,-,-,3,-,2,2,-,3,3,5,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,4,4,-,-,-,4,-,7,7,-,1,1,8,-,1,1,-,-,-,1,-,7,7,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,2,2,-,-,-,2,-,3,3,-,1,1,4,-,1,1,-,-,-,1,64
Casado(a),-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,1,1,4,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,5,5,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,3,3,-,1,1,4,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,-,-,5,-,2,2,-,-,-,2,-,2,2,-,-,-,2,36
"Separado(a), divorciado(a)",-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,-,1,-,1,1,2,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18
Viudo(a),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13
Sin información,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,3,4,-,-,-,4,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,1,1,1,-,-,-,-,-,-,-,17
TOTAL,-,1,1,1,5,6,7,1,6,7,-,1,1,8,1,31,32,2,6,8,40,-,10,10,-,1,1,11,3,23,26,1,3,4,30,2,35,37,-,4,4,41,1,9,10,1,-,1,11,3,27,30,3,10,13,43,-,3,3,-,-,-,3,1,6,7,-,-,-,7,1,9,10,-,2,2,12,-,15,15,-,-,-,15,-,22,22,-,4,4,26,-,7,7,1,1,2,9,3,28,31,-,4,4,35,-,1,1,-,-,-,1,-,3,3,-,3,3,6,1,10,11,-,1,1,12,2,25,27,1,4,5,32,-,17,17,1,2,3,20,-,5,5,-,-,-,5,374
VARIABLE: FACTOR DE VULNERABILIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comunidad LGBT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Funcionarios judiciales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Persona adicta a una droga natural o sintética,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,4,4,-,-,-,4,-,3,3,-,-,-,3,1,-,1,-,-,-,1,-,4,4,-,1,1,5,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,26
Persona en condición de desplazamiento,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Persona en situación de la calle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Personas bajo custodia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
Personas que ejercen actividades relacionadas con la salud en zonas de conflicto,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Recicladores,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Ninguno,-,1,1,1,4,5,6,1,6,7,-,1,1,8,1,21,22,2,5,7,29,-,9,9,-,1,1,10,3,18,21,1,3,4,25,2,30,32,-,3,3,35,-,9,9,1,-,1,10,3,19,22,3,7,10,32,-,3,3,-,-,-,3,-,3,3,-,-,-,3,1,6,7,-,2,2,9,-,12,12,-,-,-,12,-,17,17,-,4,4,21,-,7,7,1,1,2,9,3,20,23,-,3,3,26,-,1,1,-,-,-,1,-,3,3,-,3,3,6,1,8,9,-,1,1,10,2,18,20,1,3,4,24,-,13,13,-,2,2,15,-,5,5,-,-,-,5,299
Sin información,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,1,1,6,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,3,3,-,2,2,5,-,-,-,-,-,-,-,1,1,2,-,-,-,2,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,4,4,-,1,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,5,5,-,-,-,5,-,3,3,1,-,1,4,-,-,-,-,-,-,-,38
