COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA INTRAFAMILIAR (VIF) EN COLOMBIA AÑO 2021 / DEPARTAMENTO DEL HECHO DANE,Amazonas,Amazonas.1,Amazonas.2,Amazonas.3,Amazonas.4,Amazonas.5,Amazonas.6,Antioquia,Antioquia.1,Antioquia.2,Antioquia.3,Antioquia.4,Antioquia.5,Antioquia.6,Arauca,Arauca.1,Arauca.2,Arauca.3,Arauca.4,Arauca.5,Arauca.6,"Archipiélago de San Andrés, Providencia y Santa Catalina","Archipiélago de San Andrés, Providencia y Santa Catalina.1","Archipiélago de San Andrés, Providencia y Santa Catalina.2","Archipiélago de San Andrés, Providencia y Santa Catalina.3","Archipiélago de San Andrés, Providencia y Santa Catalina.4","Archipiélago de San Andrés, Providencia y Santa Catalina.5","Archipiélago de San Andrés, Providencia y Santa Catalina.6",Atlántico,Atlántico.1,Atlántico.2,Atlántico.3,Atlántico.4,Atlántico.5,Atlántico.6,"Bogotá, D.C.","Bogotá, D.C..1","Bogotá, D.C..2","Bogotá, D.C..3","Bogotá, D.C..4","Bogotá, D.C..5","Bogotá, D.C..6",Bolívar,Bolívar.1,Bolívar.2,Bolívar.3,Bolívar.4,Bolívar.5,Bolívar.6,Boyacá,Boyacá.1,Boyacá.2,Boyacá.3,Boyacá.4,Boyacá.5,Boyacá.6,Caldas,Caldas.1,Caldas.2,Caldas.3,Caldas.4,Caldas.5,Caldas.6,Caquetá,Caquetá.1,Caquetá.2,Caquetá.3,Caquetá.4,Caquetá.5,Caquetá.6,Casanare,Casanare.1,Casanare.2,Casanare.3,Casanare.4,Casanare.5,Casanare.6,Cauca,Cauca.1,Cauca.2,Cauca.3,Cauca.4,Cauca.5,Cauca.6,Cesar,Cesar.1,Cesar.2,Cesar.3,Cesar.4,Cesar.5,Cesar.6,Chocó,Chocó.1,Chocó.2,Chocó.3,Chocó.4,Chocó.5,Chocó.6,Córdoba,Córdoba.1,Córdoba.2,Córdoba.3,Córdoba.4,Córdoba.5,Córdoba.6,Cundinamarca,Cundinamarca.1,Cundinamarca.2,Cundinamarca.3,Cundinamarca.4,Cundinamarca.5,Cundinamarca.6,Guainía,Guainía.1,Guainía.2,Guainía.3,Guainía.4,Guainía.5,Guainía.6,Guaviare,Guaviare.1,Guaviare.2,Guaviare.3,Guaviare.4,Guaviare.5,Guaviare.6,Huila,Huila.1,Huila.2,Huila.3,Huila.4,Huila.5,Huila.6,La Guajira,La Guajira.1,La Guajira.2,La Guajira.3,La Guajira.4,La Guajira.5,La Guajira.6,Magdalena,Magdalena.1,Magdalena.2,Magdalena.3,Magdalena.4,Magdalena.5,Magdalena.6,Meta,Meta.1,Meta.2,Meta.3,Meta.4,Meta.5,Meta.6,Nariño,Nariño.1,Nariño.2,Nariño.3,Nariño.4,Nariño.5,Nariño.6,Norte de Santander,Norte de Santander.1,Norte de Santander.2,Norte de Santander.3,Norte de Santander.4,Norte de Santander.5,Norte de Santander.6,Putumayo,Putumayo.1,Putumayo.2,Putumayo.3,Putumayo.4,Putumayo.5,Putumayo.6,Quindío,Quindío.1,Quindío.2,Quindío.3,Quindío.4,Quindío.5,Quindío.6,Risaralda,Risaralda.1,Risaralda.2,Risaralda.3,Risaralda.4,Risaralda.5,Risaralda.6,Santander,Santander.1,Santander.2,Santander.3,Santander.4,Santander.5,Santander.6,Sucre,Sucre.1,Sucre.2,Sucre.3,Sucre.4,Sucre.5,Sucre.6,Tolima,Tolima.1,Tolima.2,Tolima.3,Tolima.4,Tolima.5,Tolima.6,Valle del Cauca,Valle del Cauca.1,Valle del Cauca.2,Valle del Cauca.3,Valle del Cauca.4,Valle del Cauca.5,Valle del Cauca.6,Vaupés,Vaupés.1,Vaupés.2,Vaupés.3,Vaupés.4,Vaupés.5,Vaupés.6,Vichada,Vichada.1,Vichada.2,Vichada.3,Vichada.4,Vichada.5,Vichada.6,CIFRA
Térmico,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
Por determinar,-,2,2,-,6,6,8,-,49,49,-,112,112,161,-,4,4,-,8,8,12,-,-,-,-,4,4,4,-,27,27,-,50,50,77,-,115,115,-,228,228,343,-,8,8,-,20,20,28,-,9,9,-,17,17,26,-,1,1,-,15,15,16,-,-,-,-,5,5,5,-,5,5,-,21,21,26,-,5,5,-,28,28,33,-,4,4,-,16,16,20,-,1,1,-,2,2,3,-,3,3,-,16,16,19,-,29,29,-,58,58,87,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,14,14,-,36,36,50,-,-,-,-,12,12,12,-,9,9,-,24,24,33,-,8,8,-,35,35,43,-,9,9,-,22,22,31,-,8,8,-,33,33,41,-,2,2,-,8,8,10,-,3,3,-,12,12,15,-,7,7,-,29,29,36,-,23,23,-,47,47,70,-,1,1,-,8,8,9,-,17,17,-,51,51,68,-,30,30,-,95,95,125,-,3,3,-,1,1,4,-,-,-,-,2,2,2,1419
VIOLENCIA CONTRA EL ADULTO MAYOR (VIF),-,3,3,-,1,1,4,-,124,124,-,153,153,277,-,11,11,-,5,5,16,-,1,1,-,3,3,4,-,66,66,-,53,53,119,-,242,242,-,261,261,503,-,28,28,-,23,23,51,-,33,33,-,39,39,72,-,10,10,-,10,10,20,-,6,6,-,1,1,7,-,6,6,-,6,6,12,-,15,15,-,15,15,30,-,5,5,-,12,12,17,-,-,-,-,1,1,1,-,8,8,-,14,14,22,-,75,75,-,74,74,149,-,2,2,-,1,1,3,-,1,1,-,-,-,1,-,33,33,-,29,29,62,-,8,8,-,5,5,13,-,22,22,-,21,21,43,-,13,13,-,21,21,34,-,16,16,-,22,22,38,-,20,20,-,30,30,50,-,2,2,-,4,4,6,-,12,12,-,17,17,29,-,18,18,-,21,21,39,-,34,34,-,55,55,89,-,8,8,-,7,7,15,-,35,35,-,36,36,71,-,59,59,-,81,81,140,-,-,-,-,1,1,1,-,-,-,-,-,-,-,1938
Abrasivo,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3,3,4,-,10,10,-,4,4,14,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38
Agentes y mecanismos biológicos,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Biodinámico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
Contundente,-,1,1,-,-,-,1,-,60,60,-,97,97,157,-,3,3,-,2,2,5,-,1,1,-,2,2,3,-,35,35,-,26,26,61,-,90,90,-,128,128,218,-,15,15,-,13,13,28,-,21,21,-,24,24,45,-,4,4,-,3,3,7,-,3,3,-,1,1,4,-,4,4,-,1,1,5,-,7,7,-,7,7,14,-,3,3,-,5,5,8,-,-,-,-,1,1,1,-,6,6,-,10,10,16,-,37,37,-,39,39,76,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,12,12,-,14,14,26,-,1,1,-,2,2,3,-,9,9,-,11,11,20,-,5,5,-,8,8,13,-,7,7,-,11,11,18,-,10,10,-,19,19,29,-,2,2,-,4,4,6,-,5,5,-,6,6,11,-,10,10,-,8,8,18,-,23,23,-,35,35,58,-,4,4,-,3,3,7,-,17,17,-,14,14,31,-,28,28,-,35,35,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,954
Cortante,-,-,-,-,-,-,-,-,4,4,-,4,4,8,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,1,1,-,2,2,3,-,2,2,-,-,-,2,-,-,-,-,3,3,3,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35
Corto contundente,-,2,2,-,-,-,2,-,11,11,-,4,4,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,24,-,8,8,32,-,3,3,-,2,2,5,-,4,4,-,1,1,5,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,-,2,2,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,2,2,-,3,3,5,-,3,3,-,-,-,3,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94
Corto punzante,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18
Mecanismo múltiple,-,-,-,-,-,-,-,-,31,31,-,24,24,55,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,14,14,-,6,6,20,-,56,56,-,38,38,94,-,1,1,-,3,3,4,-,2,2,-,5,5,7,-,2,2,-,2,2,4,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,20,-,13,13,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,3,3,8,-,-,-,-,1,1,1,-,4,4,-,5,5,9,-,2,2,-,1,1,3,-,3,3,-,2,2,5,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,2,2,-,3,3,5,-,-,-,-,-,-,-,-,2,2,-,7,7,9,-,1,1,-,-,-,1,-,7,7,-,4,4,11,-,6,6,-,11,11,17,-,-,-,-,1,1,1,-,-,-,-,-,-,-,299
Proyectil de arma de fuego,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Punzante,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Térmico,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
Por determinar,-,-,-,-,1,1,1,-,11,11,-,21,21,32,-,5,5,-,3,3,8,-,-,-,-,1,1,1,-,13,13,-,17,17,30,-,59,59,-,81,81,140,-,7,7,-,5,5,12,-,5,5,-,5,5,10,-,1,1,-,5,5,6,-,-,-,-,-,-,-,-,1,1,-,4,4,5,-,5,5,-,7,7,12,-,1,1,-,4,4,5,-,-,-,-,-,-,-,-,2,2,-,4,4,6,-,5,5,-,16,16,21,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,11,11,-,12,12,23,-,5,5,-,1,1,6,-,6,6,-,5,5,11,-,5,5,-,11,11,16,-,3,3,-,8,8,11,-,9,9,-,9,9,18,-,-,-,-,-,-,-,-,1,1,-,5,5,6,-,6,6,-,11,11,17,-,7,7,-,9,9,16,-,1,1,-,1,1,2,-,6,6,-,17,17,23,-,18,18,-,33,33,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,491
TOTAL,15,22,37,15,24,39,76,289,637,926,329,1143,1472,2398,39,43,82,42,59,101,183,4,13,17,9,27,36,53,76,267,343,65,392,457,800,824,1361,2185,885,2064,2949,5134,31,98,129,38,170,208,337,80,195,275,79,267,346,621,20,49,69,12,94,106,175,11,17,28,14,31,45,73,56,56,112,61,98,159,271,11,68,79,25,129,154,233,23,58,81,31,116,147,228,3,5,8,4,9,13,21,20,49,69,23,101,124,193,262,431,693,282,643,925,1618,3,6,9,3,6,9,18,2,1,3,4,4,8,11,27,148,175,47,197,244,419,25,44,69,22,64,86,155,43,143,186,47,213,260,446,121,99,220,126,200,326,546,20,68,88,30,156,186,274,37,140,177,54,225,279,456,15,15,30,14,50,64,94,18,51,69,52,97,149,218,37,58,95,46,133,179,274,114,250,364,119,402,521,885,17,44,61,26,76,102,163,84,186,270,96,294,390,660,105,240,345,96,501,597,942,4,27,31,7,19,26,57,1,1,2,5,4,9,11,18043
VARIABLE: DIAGNÓSTICO TOPOGRÁFICO DE LA LESIÓN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF)",15,-,15,15,-,15,30,289,-,289,329,-,329,618,39,-,39,42,-,42,81,4,-,4,9,-,9,13,76,-,76,65,-,65,141,824,-,824,885,-,885,1709,31,-,31,38,-,38,69,80,-,80,79,-,79,159,20,-,20,12,-,12,32,11,-,11,14,-,14,25,56,-,56,61,-,61,117,11,-,11,25,-,25,36,23,-,23,31,-,31,54,3,-,3,4,-,4,7,20,-,20,23,-,23,43,262,-,262,282,-,282,544,3,-,3,3,-,3,6,2,-,2,4,-,4,6,27,-,27,47,-,47,74,25,-,25,22,-,22,47,43,-,43,47,-,47,90,121,-,121,126,-,126,247,20,-,20,30,-,30,50,37,-,37,54,-,54,91,15,-,15,14,-,14,29,18,-,18,52,-,52,70,37,-,37,46,-,46,83,114,-,114,119,-,119,233,17,-,17,26,-,26,43,84,-,84,96,-,96,180,105,-,105,96,-,96,201,4,-,4,7,-,7,11,1,-,1,5,-,5,6,5145
Piel y faneras,-,-,-,-,-,-,-,12,-,12,14,-,14,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,2,-,2,5,36,-,36,43,-,43,79,-,-,-,2,-,2,2,-,-,-,1,-,1,1,1,-,1,1,-,1,2,-,-,-,-,-,-,-,7,-,7,8,-,8,15,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,4,-,4,-,-,-,4,8,-,8,11,-,11,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,1,-,1,4,-,-,-,-,-,-,-,4,-,4,4,-,4,8,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,2,-,2,6,-,-,-,1,-,1,1,2,-,2,6,-,6,8,3,-,3,1,-,1,4,1,-,1,-,-,-,1,-,-,-,-,-,-,-,191
Politraumatismo,5,-,5,5,-,5,10,150,-,150,159,-,159,309,19,-,19,20,-,20,39,2,-,2,6,-,6,8,51,-,51,44,-,44,95,242,-,242,272,-,272,514,22,-,22,16,-,16,38,40,-,40,37,-,37,77,12,-,12,5,-,5,17,4,-,4,6,-,6,10,24,-,24,18,-,18,42,6,-,6,11,-,11,17,10,-,10,14,-,14,24,1,-,1,3,-,3,4,6,-,6,12,-,12,18,98,-,98,103,-,103,201,1,-,1,1,-,1,2,-,-,-,1,-,1,1,11,-,11,27,-,27,38,14,-,14,12,-,12,26,23,-,23,23,-,23,46,46,-,46,35,-,35,81,7,-,7,12,-,12,19,18,-,18,26,-,26,44,10,-,10,8,-,8,18,14,-,14,25,-,25,39,13,-,13,11,-,11,24,45,-,45,53,-,53,98,13,-,13,18,-,18,31,36,-,36,38,-,38,74,37,-,37,39,-,39,76,1,-,1,2,-,2,3,-,-,-,3,-,3,3,2046
Trauma área Pélvica,-,-,-,-,-,-,-,1,-,1,2,-,2,3,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,4,-,4,4,-,-,-,-,-,-,-,3,-,3,1,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21
Trauma craneano,-,-,-,1,-,1,1,2,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,10,-,10,6,-,6,16,-,-,-,-,-,-,-,1,-,1,2,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,7,-,7,4,-,4,11,2,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,2,-,2,2,1,-,1,2,-,2,3,1,-,1,-,-,-,1,-,-,-,2,-,2,2,-,-,-,1,-,1,1,1,-,1,2,-,2,3,4,-,4,4,-,4,8,-,-,-,-,-,-,-,2,-,2,1,-,1,3,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67
Trauma de abdomen,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,4,-,4,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14
Trauma de cuello,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,5,3,-,3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,1,-,1,2,-,-,-,-,-,-,-,1,-,1,-,-,-,1,2,-,2,2,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,-,-,-,4,4,-,4,-,-,-,4,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28
Trauma de miembros,7,-,7,4,-,4,11,13,-,13,25,-,25,38,1,-,1,2,-,2,3,1,-,1,-,-,-,1,-,-,-,4,-,4,4,124,-,124,128,-,128,252,1,-,1,5,-,5,6,5,-,5,15,-,15,20,-,-,-,-,-,-,-,-,-,-,2,-,2,2,4,-,4,5,-,5,9,1,-,1,3,-,3,4,4,-,4,5,-,5,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,35,50,-,50,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,-,1,3,1,-,1,1,-,1,2,4,-,4,3,-,3,7,11,-,11,19,-,19,30,2,-,2,2,-,2,4,4,-,4,7,-,7,11,1,-,1,-,-,-,1,2,-,2,4,-,4,6,5,-,5,9,-,9,14,11,-,11,17,-,17,28,2,-,2,-,-,-,2,12,-,12,9,-,9,21,7,-,7,12,-,12,19,-,-,-,-,-,-,-,-,-,-,1,-,1,1,593
